Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
549,829,880,958,919,398,451,484,514,557,371,588,630,672,716,425,468,628,569,516,338,372,403,432,465
515,20486,20516,20574,20546,474,544,609,669,743,489,553,612,671,732,527,608,762,686,845,527,580,631,677,730
364,520,545,591,569,391,446,509,573,645,515,568,613,657,706,415,479,618,569,525,445,504,557,609,672
400,20746,20794,20887,20841,608,664,717,769,818,529,583,631,682,743,610,677,848,787,734,1271,1344,1398,1451,1504
591,842,882,962,922,269,470,516,560,603,437,472,502,532,565,361,408,574,470,525,200,354,385,431,482
371,20553,20602,20699,20652,425,486,545,603,668,350,562,614,664,719,454,505,641,592,549,430,485,538,587,645
413,666,717,799,761,263,450,493,534,580,532,567,596,632,683,387,440,592,544,490,325,359,389,419,452
416,21042,21230,21149,21314,393,439,472,511,552,490,548,585,659,698,233,437,578,524,476,246,448,493,535,584
864,1332,1598,1510,1685,466,528,593,650,717,572,625,672,716,772,447,505,645,595,551,403,456,503,550,601
362,20540,20603,20714,20662,320,490,541,588,640,421,717,780,820,875,342,390,605,554,511,338,519,575,628,687
401,683,728,819,770,491,526,557,598,635,513,547,640,698,749,300,500,635,587,545,246,455,504,558,616
449,20582,20627,20686,20658,1662,1919,2161,2699,2855,1617,1829,2037,2299,2509,2607,2782,3279,3102,2942,2374,2631,2828,3027,3250
287,632,657,704,680,1551,1762,2004,2224,2425,1540,1727,1989,2168,2329,1444,1628,2145,1960,1797,1852,2041,2217,2383,2561
401,20535,20583,20674,20633,1650,1933,2131,2307,2537,1249,1743,2007,2221,2425,1587,1755,2237,2069,1917,2391,2581,2782,2965,3094
391,631,669,736,703,896,976,1065,1162,1243,725,983,1069,1161,1238,615,684,887,810,746,735,820,898,975,1063
373,22339,23049,22571,23277,450,525,699,632,752,691,757,817,886,954,485,563,731,666,614,725,800,876,937,998
1933,2738,3637,3407,3867,716,776,833,895,952,710,774,834,894,958,393,450,609,553,502,280,527,576,624,680
1847,22297,22490,22864,22677,407,466,519,574,634,542,609,670,786,901,420,476,642,583,531,224,447,493,536,585
1932,2902,3060,3373,3221,404,460,674,559,615,631,695,758,815,875,398,454,620,560,508,397,457,516,569,612
614,20665,20993,20855,21049,575,630,682,734,807,528,589,639,692,739,343,401,565,506,453,427,479,529,577,630
484,834,1053,998,1101,561,620,690,746,812,484,540,606,658,726,390,426,519,485,456,380,435,489,572,607
520,20547,20599,20708,20649,623,689,757,837,901,529,590,631,672,990,564,630,814,754,692,752,813,883,948,1014
393,664,709,800,754,635,708,772,836,883,487,539,585,622,676,200,381,506,462,423,292,326,356,386,420
397,20672,20719,20807,20764,572,638,703,773,835,481,538,582,633,686,369,422,572,519,471,567,621,672,721,777
538,767,804,876,840,428,484,546,600,652,568,623,684,736,788,381,429,558,512,471,521,576,627,676,732
452,20874,21137,21250,21196,634,743,799,874,937,616,686,739,803,862,293,327,420,387,358,617,674,729,781,839
610,1004,1229,1319,1276,576,625,737,828,781,1011,1061,1194,1248,1309,488,553,728,663,608,452,513,564,608,657
494,20594,20646,20698,20822,649,722,852,906,787,857,1390,1454,1509,1564,945,1014,1184,1129,1072,1175,1234,1290,1345,1399
