Client_0,Client_1,Client_2,Client_3,Client_4
2193,2432,467851,468462,468848
2107,2362,457758,458369,458766
2015,2333,447659,448271,448693
1350,1544,437580,438194,438612
1011,1148,427558,428180,428599
1044,1175,417553,418181,418602
442,749,407557,408211,408608
444,795,397562,398222,398614
566,700,387579,388244,388630
1584,1722,377597,378259,378732
530,650,367623,368277,368871
516,614,357633,358257,358972
454,539,347659,348357,349005
38772,38850,337677,338503,339030
28898,28936,327687,328626,329026
509,575,289650,290597,290978
453,521,279854,280740,281073
395,471,270229,270849,271184
473,765,260399,260962,261302
529,637,250522,251063,251524
448,562,240730,241295,241661
550,688,230944,231416,231814
708,898,221052,221661,222097
578,806,211174,211833,212266
616,796,201319,202006,202458
479,665,191479,192199,192619
575,766,181516,182238,182654
489,637,171521,172245,172654
448,577,161565,162272,162692
28749,28864,151612,152308,152691
18985,19056,141648,142340,142691
623,746,113655,114334,114645
504,592,103696,104316,104641
70295,70375,93686,94284,94558
60452,60497,83716,84282,84512
10491,10551,14152,14687,20837
643,689,4194,10698,10862
10680,10732,10779,721,833
697,741,784,10733,10787
10614,10682,10743,674,715
711,757,797,10663,10713
10726,10783,10833,660,705
732,774,813,10538,10592
10563,10621,10668,529,581
631,668,705,12881,12944
10625,10676,10723,2912,2955
640,679,718,10658,10708
11390,11460,11521,638,678
1498,1535,1570,10568,10616
10607,10657,10701,568,615
676,721,761,10529,10588
10451,10495,10526,556,601
465,510,554,10633,10719
10528,10579,10625,598,658
607,646,684,10589,10649
10571,10626,10677,617,667
621,665,706,10606,10695
10591,10656,10707,515,577
675,722,763,10636,10682
10661,10758,10844,603,636
830,889,942,10697,10749
10769,10859,10929,678,712
926,975,1015,10728,10785
10700,10760,10809,690,732
782,823,861,10789,11037
10933,11034,11127,854,1028
1123,1188,1253,10797,10867
10820,10923,11021,811,864
1126,1200,1269,10745,10813
10820,10942,11049,729,776
1048,1130,1206,10867,10958
10980,11070,11149,885,953
1071,1123,1168,11052,11176
10874,10965,11047,1130,1211
995,1079,1156,11219,11298
10974,11090,11199,1400,1476
1197,1288,1373,10867,10961
10888,11008,11300,898,977
1020,1107,1296,11234,11325
10831,10930,11013,1422,1498
971,1041,1108,10837,10934
10780,10886,11317,927,1000
1016,1092,1252,10978,11104
11084,11164,11246,1053,1126
1361,1435,1502,10913,11004
10831,10959,11068,974,1045
1071,1152,1217,10842,10912
10945,11078,11202,828,876
1197,1283,1350,11183,11295
10962,11052,11136,1261,1335
1069,1142,1211,10990,11103
10749,11008,11099,1100,1185
797,1048,1128,11287,11398
10826,10938,11036,1392,1472
1005,1082,1153,10899,11007
10847,10950,11046,934,1004
1053,1136,1204,10817,10883
10850,10966,11056,800,848
1048,1133,1219,10871,10964
10782,10859,10917,883,952
808,854,898,10836,10913
10782,10872,10943,784,831
900,946,991,11213,11628
10737,10845,10927,1425,1610
901,961,1045,10866,10949
10939,11033,11122,902,960
1064,1138,1187,11149,11364
10747,10815,10877,1165,1364
811,861,919,10905,11005
10770,10839,10895,982,1057
872,919,963,11071,11181
11247,11385,11509,1212,1296
1512,1601,1682,10827,10917
10949,11075,11188,888,964
1175,1257,1342,10925,11047
10863,10976,11077,1041,1135
1066,1158,1244,10917,11007
10920,11009,11090,933,1010
1036,1086,1133,10888,11208
10970,11065,11147,974,1166
1091,1139,1186,11261,11378
10894,11014,11278,1376,1463
992,1067,1229,10813,10879
10604,10899,10990,822,870
731,973,1041,10884,11016
11237,11338,11436,1025,1111
1590,1681,1770,10922,11023
10814,10903,10974,963,1042
960,1043,1121,10897,10993
10893,10992,11232,985,1063
983,1055,1219,11266,11390
10878,10977,11061,1414,1499
1028,1097,1163,10785,11004
10902,11021,11124,793,944
1128,1219,1307,13591,13727
11130,11246,11347,3731,3813
1291,1373,1448,11108,11194
10861,10946,11022,1152,1232
947,1008,1069,10768,10825
10757,10844,10949,859,920
953,1037,1124,10991,11083
11413,11550,11678,1006,1079
1694,1764,1836,11201,11308
10878,10967,11044,1275,1349
1000,1064,1127,10887,11001
10771,10881,10973,965,1058
956,1045,1121,10899,11123
10852,10971,11074,926,1121
1124,1204,1278,10856,10953
10789,10880,10975,916,986
943,1011,1083,12525,12660
10989,11108,11202,2022,2131
1117,1198,1275,11051,11151
10777,10877,10948,1126,1208
905,985,1060,10827,10925
10872,10993,11102,879,962
1110,1189,1265,10796,10894
10791,10882,10959,863,942
927,996,1060,10754,10820
10915,11040,11120,736,784
1075,1148,1226,10833,11123
10788,10867,10925,904,1093
859,905,951,10717,10969
10888,11007,11110,747,931
1116,1196,1274,11243,11327
10690,10747,10975,1418,1497
752,800,908,10946,11042
10967,11062,11144,1020,1095
1110,1216,1298,11231,11330
11232,11326,11413,1471,1547
1571,1683,1774,10705,10785
10708,10792,10864,735,797
837,915,991,10868,10967
11099,11198,11300,950,1024
1435,1530,1618,10901,10969
10796,10861,10918,885,931
913,960,1007,10708,10775
10842,11039,11149,732,779
848,1153,1238,11065,11158
10696,11038,11122,1274,1362
841,1088,1157,10847,10934
11239,11342,11430,902,968
1408,1486,1563,10855,10958
10835,10941,11031,932,1009
1053,1119,1185,10792,10876
11104,11187,11262,849,912
1376,1448,1517,11161,11244
10844,10932,11015,1334,1408
976,1052,1119,10866,10957
11054,11140,11213,903,975
1319,1399,1477,11189,11264
10868,10972,11052,1339,1404
1018,1063,1105,10874,10943
10913,10997,11079,930,994
1016,1084,1152,11262,11374
10876,10997,11298,1371,1452
989,1077,1271,10790,10854
10773,10893,10988,766,813
948,997,1042,10723,10790
10860,10975,11086,750,798
1081,1171,1252,10896,11009
10824,10923,11012,972,1054
995,1074,1131,10885,10993
10625,10863,10935,993,1072
695,894,973,11456,11586
11245,11352,11445,1577,1682
1608,1702,1788,10835,10935
10773,11173,11288,875,957
973,1289,1381,11311,11431
10981,11080,11158,1392,1487
1116,1349,1428,11009,11127
10787,10878,10958,1098,1182
911,974,1036,13118,13357
11127,11228,11319,3444,3688
