Client_0,Client_1,Client_0,Client_1
601,725,694,797
496,564,550,640
1195,1342,1424,1645
1137,1280,1287,1432
1265,1447,1172,1435
616,694,547,647
1323,1474,1096,1243
695,807,827,937
1252,1455,1217,1506
1443,1682,1314,1514
555,637,493,565
694,812,557,623
629,719,655,825
1262,1478,1058,1216
1428,1617,1141,1276
1211,1415,1204,1367
1359,1552,1115,1256
1238,1452,1237,1389
1184,1468,1269,1418
1201,1459,1445,1617
1270,1406,1272,1414
1290,1433,1198,1348
868,973,953,1066
1440,1667,1178,1329
1403,1629,1281,1443
1152,1376,1279,1420
1205,1438,1220,1455
496,577,453,538
1199,1481,1248,1393
1227,1455,1335,1483
1248,1417,1312,1455
1194,1332,1300,1434
1282,1468,1272,1408
1183,1380,1014,1152
1167,1363,1299,1444
1404,1611,1196,1363
1415,1613,1184,1396
1246,1482,1211,1346
1274,1465,968,1102
1271,1446,1277,1510
1202,1362,1479,1670
1350,1521,1340,1570
1356,1556,1350,1583
1384,1608,1380,1666
1386,1561,1462,1613
1200,1361,1427,1629
1269,1445,1301,1507
1380,1551,1374,1596
1069,1294,1291,1509
1089,1246,904,1034
1331,1507,1059,1183
1242,1472,1320,1536
1188,1415,1373,1561
1309,1506,1211,1356
1310,1543,1229,1373
1357,1555,1162,1305
1096,1340,1174,1306
1319,1508,1105,1242
1162,1403,1208,1344
1313,1579,1332,1513
1302,1602,1340,1561
1328,1586,1478,1692
1252,1490,1253,1383
1223,1485,1278,1439
1064,1212,1307,1489
1082,1285,1323,1499
1108,1263,1397,1604
1245,1468,1486,1702
1212,1454,1378,1583
1110,1369,1272,1499
1127,1541,1430,1661
1181,1370,1375,1572
1139,1311,1294,1529
1350,1576,1365,1585
1047,1260,1186,1409
1334,1574,1410,1643
1136,1361,1395,1616
1086,1312,1283,1545
1417,1650,1297,1550
1167,1432,1430,1874
1041,1188,1271,1524
739,851,902,1050
1078,1229,1355,1560
1054,1206,1283,1510
1141,1370,1320,1561
1141,1371,1269,1508
1091,1303,1240,1459
1024,1228,1168,1387
1090,1320,1236,1477
1119,1352,1254,1503
1261,1504,1317,1552
1206,1431,1231,1429
1290,1531,1351,1576
1076,1287,1225,1446
1051,1264,1216,1436
1024,1234,1133,1352
1094,1307,1201,1450
1084,1331,1237,1461
1321,1556,1415,1646
1288,1524,1410,1660
1290,1531,1374,1595
1277,1515,1341,1568
1324,1564,1394,1618
1072,1207,1150,1321
1172,1304,1176,1306
1140,1318,1109,1311
1143,1279,1227,1400
1098,1226,1176,1310
1141,1281,1224,1428
1548,1817,1694,1901
717,796,612,717
1127,1255,1199,1328
1281,1522,1332,1568
1300,1584,1300,1478
1447,1786,1644,2150
372,437,405,472
1158,1473,1220,1332
1496,1694,1219,1364
1542,1770,1274,1454
1381,1645,1405,1594
1333,1592,1362,1531
1399,1668,1426,1593
1490,1691,1104,1250
1311,1559,1242,1422
1317,1550,1232,1411
1493,1759,1236,1505
1320,1519,1187,1325
1161,1371,1044,1266
1210,1415,1196,1412
1224,1426,1207,1430
1326,1588,1228,1475
1337,1561,1264,1511
1420,1634,1283,1674
