Client_0,Client_0
1039,313
1082,348
729,281
394,358
413,311
363,1106
423,944
351,1371
1643,894
1113,921
1896,708
1024,527
926,338
855,402
512,463
346,507
479,421
447,1457
679,1232
444,1191
1121,1147
2282,1013
1243,1289
2125,650
1227,661
1290,915
595,918
618,631
1244,353
1210,443
621,404
513,342
691,403
581,407
553,344
572,418
603,394
542,388
626,661
688,310
585,316
366,342
360,360
373,355
388,413
386,419
507,382
484,431
488,394
507,415
529,395
521,393
546,455
464,409
453,400
549,424
493,488
564,463
514,416
537,399
457,396
542,365
479,315
453,312
440,378
449,397
442,379
456,372
483,395
511,324
470,356
455,491
472,1083
482,1743
544,1034
1112,1296
1377,955
995,1305
1384,527
1057,788
1119,946
589,955
763,585
719,570
647,773
704,910
612,652
673,528
878,435
670,728
680,694
528,670
773,666
725,674
731,603
713,581
723,527
670,554
652,487
460,330
521,388
529,420
499,453
520,417
555,448
544,889
509,1028
519,756
1000,743
1150,691
562,705
837,514
695,558
580,616
560,755
493,797
515,884
843,781
918,692
1010,802
636,620
725,574
896,608
566,526
493,517
571,673
455,750
517,602
546,989
669,1056
594,896
715,472
772,769
642,625
607,563
886,610
604,674
547,597
686,498
687,547
610,618
465,540
663,574
563,615
457,581
710,497
612,592
468,573
587,532
572,507
610,518
560,524
602,456
541,601
529,645
493,727
631,888
636,632
837,644
739,821
879,911
969,1017
663,630
766,846
860,757
922,638
527,609
486,600
604,513
531,548
523,527
528,535
581,467
538,842
530,1029
497,4689
700,568
1030,343
4743,584
430,555
299,1154
546,880
453,1014
1105,869
904,1131
922,490
956,444
949,603
503,527
332,447
510,500
412,581
342,511
427,609
507,790
506,595
522,697
678,629
704,577
590,573
548,641
474,572
589,517
632,539
610,683
549,585
542,464
495,389
533,478
429,423
335,476
388,534
443,403
459,411
447,305
317,433
369,403
311,438
398,441
374,447
491,395
507,475
503,478
318,509
488,480
493,560
527,607
471,707
524,480
514,430
664,433
377,527
483,484
407,538
498,625
517,1553
542,1040
530,1095
1504,1065
1178,1744
828,1105
939,1895
2221,1020
973,2022
1619,1095
1014,2822
1475,463
908,626
1294,496
386,550
575,573
444,585
457,478
440,561
458,558
496,539
415,526
478,481
458,548
448,520
450,516
447,543
446,562
457,518
472,484
485,550
461,452
440,472
503,531
466,378
359,568
494,520
389,496
409,508
471,520
431,510
420,521
483,495
455,505
456,497
473,528
459,544
435,522
369,462
484,669
440,427
452,490
536,510
382,520
445,485
363,524
383,638
385,610
348,599
582,674
568,570
566,544
668,494
508,600
511,573
448,529
554,499
499,538
547,620
425,555
469,557
466,500
458,419
535,467
422,485
405,603
403,506
489,554
513,526
558,500
493,468
574,505
570,506
537,391
492,402
414,571
473,261
342,471
536,706
321,720
468,701
522,550
472,650
616,654
556,647
622,1194
532,1022
862,526
978,578
888,557
577,444
549,471
595,592
529,488
422,548
556,391
308,1661
679,1473
393,1537
1382,981
1350,1400
1534,548
925,1291
1282,1497
594,754
922,1089
1356,536
720,996
950,887
588,907
1122,1095
988,1002
1027,958
978,917
881,805
1066,519
823,491
894,475
504,574
440,562
431,561
471,484
561,487
557,500
440,567
609,1809
551,1020
449,1976
1596,924
870,1966
1319,1138
1128,1646
1300,1077
958,1049
1372,1029
1111,859
894,394
894,352
823,585
397,335
549,364
566,410
490,507
386,434
395,380
377,422
434,434
369,525
337,595
398,476
492,490
575,451
554,530
455,439
367,552
361,622
558,506
543,662
653,1008
730,793
806,621
860,556
863,505
448,475
502,523
401,648
458,550
402,569
473,541
550,398
579,580
562,570
458,520
613,602
593,908
558,575
656,849
1023,909
725,834
945,719
1015,944
928,621
822,914
789,789
601,826
752,576
659,591
688,555
533,639
553,535
603,457
539,548
510,561
421,549
535,497
523,580
470,740
447,606
432,725
654,1187
482,1123
643,1138
1228,1319
1540,1077
1229,1441
985,1130
1029,2190
1499,785
1128,670
1387,1113
780,1031
589,779
968,916
907,590
673,557
626,505
465,470
458,455
708,471
580,568
694,637
724,574
604,568
600,559
541,887
518,866
739,1001
542,975
553,622
556,425
633,483
424,429
361,434
474,547
430,481
418,485
532,510
439,480
446,448
518,557
614,515
469,553
591,609
424,936
542,955
566,763
805,951
648,936
529,950
600,578
615,841
629,830
644,635
516,576
491,606
