Client_0,Client_0
657,489
528,530
657,1123
1348,1068
1238,1401
1354,1206
1360,654
744,568
551,1132
1281,1261
1008,1206
1053,620
636,773
756,890
1087,1077
1286,1403
1601,1229
1230,861
951,1215
1312,1213
1523,441
445,1170
1045,1187
1113,963
942,1141
1166,1273
1068,1153
1084,1293
1190,1227
1247,1303
1235,1261
1220,1284
1226,1349
1273,1309
1425,1183
1270,1203
1237,1302
1018,442
416,1164
1284,1156
1203,1211
1098,1405
1322,865
812,1317
1225,1256
1113,1372
1200,1355
1530,1252
1281,1128
1077,1212
1232,1463
1534,1197
1266,1409
1308,1375
1317,1148
1096,1149
1128,1183
1144,1166
1079,1186
1097,1170
1092,1154
1120,1094
993,1274
1277,1239
1242,1323
1320,1275
1278,1306
1310,1237
1386,1002
1180,1039
1257,1117
1017,1069
1145,1128
1040,998
1224,1067
1135,1198
1216,973
1215,1136
1123,975
1234,1007
1246,991
1218,988
1222,1044
973,1040
1148,1100
1087,1123
1096,1375
1198,820
986,790
761,1255
1431,1333
1764,774
783,1098
1182,1157
1117,1167
1188,1104
1206,1157
1087,1251
1196,1306
1218,1289
1210,1248
1198,1308
1271,1183
1241,1216
1146,1226
1094,1354
1075,1603
1781,1381
1237,1322
1351,1471
1241,1165
1566,1535
1387,1228
1227,1319
1288,1321
1324,1282
1278,996
1233,543
527,1165
1070,1219
1297,1221
1271,1239
1319,1133
1210,1189
1140,1219
1284,1226
1283,1298
1342,1188
1248,1123
1175,1149
1310,1208
1286,1223
1332,1143
1164,1099
1184,1148
1233,1177
1260,1065
1146,870
874,1326
1350,1139
1220,1196
1258,1060
1176,1306
1262,1082
1263,1312
1203,1060
1205,1016
1210,1378
1303,1299
1220,1146
1235,1034
1228,1172
1104,1066
974,1062
1051,997
1221,973
1195,1175
1357,1156
1301,1119
1272,1150
1287,1114
1291,1110
1082,1049
1040,1092
1286,1165
1195,1162
1266,1102
1321,1102
1261,1131
1270,1113
1251,858
977,789
914,1060
1202,1108
1289,1212
1359,1186
1414,1138
1278,1049
1251,1113
1261,1128
1265,1219
1356,1248
1110,1218
1364,993
1195,1154
1253,1180
1233,1292
1233,1139
1063,1222
1245,1216
1246,1227
1171,1229
1365,1258
1109,1330
1400,780
998,908
945,977
1043,838
804,645
728,1195
1228,1106
1165,1419
1374,466
499,901
855,1316
1297,1334
1319,1301
1321,1274
1305,1251
1142,1218
1358,1286
1290,1278
1221,1402
1066,545
630,1340
1177,1218
1170,1131
1164,1119
1173,932
954,1182
1263,1139
1209,1136
1194,1145
1172,1229
1205,1170
1438,1233
1215,1183
1366,1137
1335,1196
1345,1115
1331,1192
1306,937
940,917
1079,1240
1236,1171
1151,1052
1165,1112
1209,1192
1089,1108
1080,1226
1142,1243
1356,1286
1345,1196
1237,1152
1211,1095
1344,1041
1178,1156
1201,1104
1012,1292
1063,1378
1423,1202
1266,1144
1229,1297
1065,1119
1166,1038
1143,1116
1086,1107
1106,1115
1060,1072
1036,1002
1010,978
1157,970
1134,881
1072,1343
2432,335
499,904
848,1192
1285,1311
1380,1292
1379,1308
1394,1214
1288,1287
1232,1147
1239,1327
1232,1184
1093,1167
981,1031
1042,1215
1079,1171
1098,1182
1125,1242
1061,1207
1100,983
903,1106
900,1043
1224,1191
1294,1083
1069,1090
1088,671
820,868
961,1118
1240,1111
1221,1097
1199,1097
1189,959
1120,1879
1821,472
384,1216
1314,1248
1347,1234
1332,1251
1149,1220
1017,1193
958,1435
1317,1367
1211,1257
1267,1093
1175,1399
1367,1075
1224,1383
1299,1227
1289,1248
1169,1259
1181,1027
1025,875
866,1273
1371,1450
1260,1165
1169,1182
1296,1097
1331,987
1252,1010
1171,888
1153,1024
1010,757
729,1326
1120,1057
1098,1137
967,1118
1001,1084
1107,1079
1164,1124
1222,1029
1205,1278
1179,1122
1198,1257
1197,814
869,1083
1144,1052
1261,1135
1217,1211
1379,1147
1122,1224
1208,1248
1092,1296
1181,1095
1054,1046
1179,1083
1193,1100
1215,1194
1122,1276
1328,1275
1148,937
904,1220
1309,1227
1190,1147
1260,1004
1114,1104
1139,1187
1173,1002
774,998
1000,1256
1220,1173
1186,1049
1098,1098
917,1025
1085,1178
1165,1229
1166,1240
1165,1206
1178,1209
1046,1277
1093,1231
994,1111
1250,1219
1151,1194
1299,1230
1028,1209
970,1139
960,1133
986,1114
984,1200
1037,1230
1063,1186
1195,1352
1268,1354
1218,1253
1206,1223
1250,1121
1046,618
736,526
571,1100
1367,1106
1143,1147
1321,1067
996,1058
1000,1153
1051,1169
1049,1143
1020,1007
1023,1096
1089,1139
1118,1195
1002,1236
1017,1198
1124,1285
1473,1335
1289,1406
1299,1120
1284,959
1207,1001
1071,1009
1028,970
1151,967
1009,1111
976,988
1098,1132
1141,1361
1356,1187
1231,1134
1152,419
420,591
592,1294
1218,1323
2822,655
677,1250
1195,1363
1242,1221
1026,1109
1136,1185
1030,1175
1280,1210
1211,1200
1220,1324
1099,1222
1312,1148
1090,2586
1300,654
660,1310
1110,1224
1264,1108
1280,893
772,1105
965,1239
1042,1315
1243,1400
1489,995
1187,1303
1238,1198
1117,1280
1059,1148
1088,1320
1372,1332
1336,1270
1274,1349
1290,1370
1328,1292
1246,1254
1165,1240
1241,1242
1244,1242
1245,1178
1119,1242
1351,1218
1159,1188
1245,415
397,630
692,1263
1027,1195
1125,1216
1221,1226
1216,1247
1212,1346
1277,1185
1123,1356
1264,1191
1029,1174
1084,1156
1053,1245
1168,1363
1241,1355
1246,847
936,929
933,1240
1111,871
818,1263
1129,1194
1179,1133
1134,1109
1151,1045
1148,1179
966,1172
1177,1199
1196,957
1171,1052
1068,1124
879,1268
998,1169
977,1231
1127,1153
