Client_0,Client_1,Client_0,Client_1
898,1092,997,1129
1058,1433,1154,1386
533,605,614,723
580,702,910,1010
786,912,796,894
278,336,314,366
383,442,464,518
313,351,456,509
393,463,412,469
541,606,501,569
501,646,516,590
456,526,519,581
434,521,717,816
525,596,549,638
541,612,646,725
619,702,533,617
516,701,614,698
531,619,529,592
646,731,768,861
519,578,531,624
476,559,607,700
466,556,578,665
526,598,466,527
494,572,557,619
471,547,474,557
502,579,507,586
419,510,543,624
595,675,1573,1682
504,590,543,606
497,580,555,648
966,1089,729,841
610,689,1377,1485
458,546,514,598
562,628,550,627
1402,1594,1087,1250
1228,1384,856,1164
557,639,703,857
1563,1905,1028,1278
555,637,699,795
546,631,585,652
567,634,571,640
626,734,634,751
1308,1392,774,1067
1260,1398,815,1086
810,914,584,687
245,296,320,393
461,512,438,490
735,803,578,757
347,418,408,602
527,613,628,735
501,577,554,625
563,651,945,1071
612,674,564,667
531,609,609,704
512,581,489,588
601,689,520,585
612,712,636,735
517,701,513,588
858,962,918,998
598,687,633,747
1207,1278,1047,1124
797,879,1030,1123
606,713,665,751
650,744,691,776
544,628,691,779
700,800,1265,1384
572,634,519,583
574,632,499,583
802,895,1265,1383
802,937,710,843
702,839,800,880
1004,1120,1183,1297
1168,1275,1691,1823
636,952,694,824
1354,1485,1711,1864
913,1026,608,766
389,454,441,505
482,620,484,621
438,499,412,471
782,876,584,666
535,609,532,607
939,1032,734,836
954,1096,750,922
866,948,787,940
1368,1489,823,977
1053,1153,1387,1516
718,830,846,969
1133,1262,1552,1697
1581,1718,982,1096
854,983,825,965
1395,1518,1362,1498
1223,1439,849,1575
858,987,816,978
749,842,826,954
1556,2057,1813,1947
745,858,1349,1464
786,893,749,876
751,889,691,827
1524,1704,1971,2086
1441,1819,1564,1664
587,668,540,622
473,547,458,539
539,631,534,601
500,572,488,565
1203,1434,1183,1398
1921,2199,2552,2727
1264,1516,1520,1681
1699,1989,1631,1854
1148,1281,1472,1560
486,531,519,580
499,546,533,589
491,535,511,556
502,562,465,529
416,460,441,500
460,505,526,581
2494,2684,2909,3084
1254,1470,1149,1354
2247,2527,2965,3151
991,1190,1113,1274
2114,2779,2349,2520
1015,1150,1210,1390
1929,2619,2160,2345
722,833,710,799
882,986,842,1005
1520,1979,1671,1788
530,606,449,539
1042,1234,890,1010
2282,2464,2645,2829
1108,1311,1018,1215
1715,1917,1712,1906
1145,1329,1077,1281
1255,1474,1323,1531
1190,1353,1018,1140
2048,2221,2416,2581
792,939,728,849
1438,1555,1083,1190
2030,2151,1443,1576
857,996,794,943
877,1018,806,972
1135,975,1357,1517
897,1030,709,826
1113,1217,700,853
1294,1517,821,981
788,931,831,920
2094,2639,2141,2307
924,1073,1411,3090
516,585,477,535
2693,2754,509,600
469,520,472,543
517,562,480,531
934,1109,1288,1443
918,1145,1049,1265
1804,2581,1071,1255
750,932,931,1097
728,873,972,1108
754,901,744,863
581,705,746,870
989,1123,1029,1152
740,833,772,864
584,851,712,828
938,1066,1035,1358
771,922,767,862
632,751,740,830
926,1053,975,1122
637,768,780,924
667,783,782,899
1043,1187,1069,1198
701,838,725,825
629,854,830,963
1016,1143,1011,1139
619,707,707,849
643,779,780,944
951,1099,1035,1180
612,699,776,872
865,977,703,846
1042,1162,1048,1204
589,674,811,938
741,827,732,870
358,424,554,610
988,1110,1057,1263
1601,1809,1749,1942
1013,1223,1117,1334
1787,2000,1654,1823
891,1089,891,1041
1320,1599,3059,3247
478,569,508,593
338,404,341,412
328,400,388,448
419,494,446,526
370,440,502,567
515,571,481,546
408,483,558,631
487,576,621,708
513,599,561,659
570,655,674,796
479,543,508,601
506,569,513,605
754,841,1326,1412
997,1099,1598,1679
909,987,1256,1339
871,976,634,814
908,1009,1334,1426
1090,1275,987,1109
1166,1777,2257,2418
1031,1222,1044,1168
2099,2668,2352,2500
1029,1213,1177,1354
1650,2349,1948,2143
987,1143,1139,1340
854,971,952,1067
590,711,571,638
723,776,856,912
827,889,958,1015
787,850,916,975
397,439,411,457
506,581,396,468
460,533,411,480
1047,1105,913,980
981,1039,859,918
947,1015,797,869
938,1005,785,859
525,644,790,859
427,477,493,559
580,678,581,643
547,627,655,755
1238,1331,1426,1512
1455,1564,1764,1863
1254,1358,1545,1647
786,917,708,823
633,725,667,758
652,759,745,863
726,844,782,889
628,696,777,876
622,746,762,870
899,1005,867,985
623,737,576,695
684,783,640,740
1211,1314,768,1330
1185,1288,1396,1488
584,655,720,822
816,934,728,838
1078,1176,1287,1391
1198,1312,1430,1531
694,803,611,705
737,869,780,892
643,760,644,714
671,770,650,721
1575,1678,1201,1355
1684,1780,1323,1472
702,833,717,844
810,939,830,935
640,726,749,866
711,815,661,781
602,708,696,793
679,748,649,760
1535,1624,1414,1771
1709,1811,1337,1489
667,924,611,724
607,698,506,584
607,706,691,788
573,643,442,579
580,663,470,543
486,565,584,664
791,876,627,701
478,638,578,679
490,658,607,690
632,701,580,698
564,660,590,676
3371,3593,2721,2951
1358,1538,897,1363
3184,3348,2397,2660
1052,1216,841,986
1445,1679,1206,1419
1816,2793,1544,1835
767,904,786,913
469,546,510,614
416,476,542,585
353,399,365,429
482,542,552,602
471,538,528,583
1445,1725,1534,1740
960,1140,1036,1230
1105,1334,1515,1713
1008,1257,1007,1167
1865,2166,1395,1617
963,1166,1556,1885
766,1010,3368,3802
648,756,680,759
478,550,577,669
486,563,584,644
595,661,660,728
511,600,648,744
497,586,599,670
667,751,618,743
725,828,773,893
516,577,521,593
497,579,607,674
521,591,558,649
471,545,584,680
499,575,549,641
519,605,641,709
549,635,585,676
386,456,469,548
555,630,550,632
420,470,443,494
451,516,551,609
430,568,582,665
383,568,537,593
473,539,605,670
472,528,517,626
470,546,483,541
542,600,564,629
541,647,559,647
519,579,605,669
479,583,566,648
526,593,603,688
479,536,551,641
686,821,859,958
824,961,751,888
1020,1180,871,1037
784,882,897,1004
1020,1207,825,1059
996,1206,1104,1312
767,909,811,938
721,885,795,892
909,1115,810,963
772,888,824,1006
855,1016,1101,1229
378,432,461,544
419,468,470,541
478,530,466,539
488,564,582,646
506,591,460,528
444,514,537,613
727,827,708,820
752,900,858,959
1073,1212,1150,1301
773,935,671,812
459,532,701,789
410,449,443,532
