Client_0,Client_1,Client_0,Client_1
512,605,583,645
652,747,538,643
649,768,764,867
556,657,660,795
1250,1462,1503,1703
2242,2485,1380,1712
1000,1225,1048,1257
1174,1376,1151,1372
1621,1813,1071,1356
1326,1425,673,817
573,663,529,637
617,691,595,701
1985,2178,835,1033
1191,1403,2548,2657
455,514,408,491
374,461,480,540
304,362,488,540
443,487,482,527
399,437,440,481
235,336,357,411
360,436,475,523
450,526,562,656
569,662,609,686
871,990,944,1032
352,535,509,610
459,548,594,748
502,568,536,619
401,483,534,635
450,548,529,619
458,519,514,597
654,744,806,893
377,437,509,609
467,544,611,699
451,527,616,696
417,475,587,678
462,546,457,630
356,426,597,668
795,869,653,721
400,469,421,516
373,423,502,581
471,541,514,589
384,464,490,580
513,580,454,520
670,747,600,679
482,548,500,555
1811,2019,1191,1791
1021,1273,1142,1308
948,1189,1031,1244
1130,1373,1404,1647
1050,1265,1076,1233
1860,2083,2086,2364
1184,1322,1524,1639
843,984,1203,1357
770,891,813,965
1132,1302,879,1049
1546,1642,1375,1646
1747,1855,1535,1707
498,598,693,804
516,627,653,771
1537,1651,1496,1608
571,698,665,788
500,622,600,720
835,942,619,748
1084,1195,1011,1130
1313,1400,1276,1369
591,663,662,737
579,695,556,672
1130,1253,971,1084
1273,1364,903,995
687,797,608,705
682,761,690,835
1202,1297,1079,1183
874,968,672,911
729,828,648,727
663,795,562,677
885,1148,1243,1352
1258,1392,1253,1467
679,789,685,778
630,706,703,812
630,704,727,826
722,847,773,895
517,604,501,575
400,465,406,475
523,604,499,567
432,514,425,477
481,568,517,596
588,677,443,634
619,693,468,541
692,781,569,657
830,927,685,761
872,1031,963,1103
1935,2086,2068,2217
2170,2308,1630,1767
622,753,709,824
1271,1664,1589,2395
607,738,880,1006
540,622,660,754
612,717,590,657
574,688,571,809
624,730,477,554
501,601,424,492
439,497,488,575
555,634,683,764
496,550,602,667
549,604,504,564
599,698,576,639
420,488,517,608
506,563,555,613
675,761,746,830
492,599,566,637
582,705,659,783
601,716,836,992
942,1077,928,1044
690,807,654,733
687,784,709,802
960,1099,929,1039
845,975,661,740
666,789,699,814
678,825,709,959
867,978,724,863
590,722,630,743
614,743,697,899
666,756,760,916
672,753,689,840
730,878,816,933
650,719,571,685
406,471,502,609
633,703,503,568
393,433,473,542
1244,1477,1149,1460
976,1159,1186,1363
2633,2865,1234,1384
1632,1857,2046,2186
728,879,919,1017
576,639,602,666
564,626,620,684
495,552,572,634
450,520,617,692
528,598,594,684
513,597,517,611
469,551,577,678
518,610,584,745
654,786,643,729
620,745,655,731
431,490,503,598
435,490,564,643
959,1149,1004,1188
1121,1366,890,1054
899,1087,1320,1502
940,1111,947,1111
1260,1490,942,1161
994,1211,1040,1229
685,818,864,996
545,592,389,555
500,592,613,715
370,428,537,586
370,438,426,490
454,550,483,606
438,525,533,598
2095,2417,1829,2132
