Client_0,Client_1
453,64748
492,54683
339,44696
396,34641
326,31144
356,21099
381,11055
342,986
378,10626
626,687
394,10480
320,435
418,10550
369,513
394,10568
454,488
338,10519
338,453
287,10550
375,474
485,10438
350,421
362,10574
584,668
386,10566
396,546
494,11060
807,1061
971,11819
1457,1812
1423,11475
1511,1659
905,11349
951,1243
1016,11499
1151,1524
906,11063
971,1093
866,11182
856,1171
734,13691
1009,1317
975,10956
713,885
724,10879
834,912
907,11407
1048,1465
880,10973
677,942
642,13311
2952,3199
493,11116
914,1115
445,10650
461,632
925,12208
2000,2467
346,10676
466,631
557,10610
386,565
378,10509
445,494
538,10841
586,786
525,10565
365,489
318,10652
477,583
386,10578
403,547
460,10728
537,730
477,10557
380,486
470,10541
356,512
384,10601
427,511
559,10540
472,508
511,11341
1043,1443
1156,11994
1633,2032
1541,12045
1626,2042
1466,11485
1106,1491
909,11253
946,1257
1110,11832
1495,1817
1347,11625
1637,1830
1423,11521
1098,1481
1004,11397
1041,1276
964,11477
1126,1376
791,11016
762,995
653,11003
760,953
589,10854
627,794
770,11161
899,1101
665,10786
571,750
571,11221
942,1189
851,10809
608,748
594,10853
814,923
823,11091
858,1044
653,10816
582,781
709,10864
656,793
350,10649
474,596
517,10688
478,618
497,10533
569,629
418,10654
460,556
513,10665
703,774
342,10614
413,530
544,10648
477,601
352,10721
552,689
416,10560
482,533
370,10585
367,524
451,10620
464,551
473,10675
477,589
442,10629
469,574
441,10629
669,740
396,10572
434,535
443,10755
515,742
468,10708
545,678
405,10577
453,489
399,10590
389,469
462,10627
456,583
447,10581
382,546
552,10577
522,557
564,10656
688,751
392,11259
920,1215
1157,11528
1755,1943
1382,11576
1785,1991
1073,11341
1030,1276
1013,11415
1013,1407
1361,11477
1050,1445
1445,11287
1263,1471
695,10765
554,711
768,10599
411,563
585,10753
545,701
707,10710
505,657
437,10748
798,876
655,10729
513,679
531,10689
746,820
464,10684
475,557
482,10580
601,653
528,10565
422,504
524,10562
585,638
473,10584
605,664
412,10652
488,597
404,10601
434,559
357,10554
607,672
468,10539
578,645
398,10549
396,494
562,10557
372,518
402,10816
627,806
402,10611
501,535
494,10588
499,550
893,11477
1091,1513
1264,11814
1406,1923
1123,11243
959,1201
924,11581
1145,1636
1361,11583
1215,1570
1448,11337
966,1349
965,11320
990,1284
973,11241
1397,1551
1334,11378
1006,1395
932,11341
981,1298
881,12032
1665,2032
817,11398
1094,1428
534,10818
580,786
719,11196
917,1236
594,10807
584,802
594,10866
633,903
572,10787
573,776
717,10930
729,953
650,10717
678,733
589,10801
583,711
732,10770
568,694
594,10964
654,964
866,10766
546,718
558,10869
655,842
838,11129
872,1126
652,10823
607,802
776,10737
845,980
648,10813
600,772
620,10863
950,1051
590,10820
593,789
626,10808
902,996
526,10842
628,818
491,10868
613,820
653,11104
1029,1135
602,10748
521,685
2384,10878
639,865
641,10745
510,678
633,10761
810,946
666,10797
577,711
626,10862
953,1046
722,10809
558,759
672,10888
667,970
620,10856
919,1005
686,10862
617,837
508,10736
651,707
816,10766
512,725
462,10751
450,745
594,11108
734,1130
629,10867
618,818
709,11123
831,1148
459,10726
520,671
539,11096
796,1141
570,10812
588,804
596,10644
448,588
321,10691
497,688
416,10540
425,462
360,10544
460,509
460,10482
353,428
487,10659
474,662
410,10706
504,713
403,10568
294,453
477,10651
480,621
403,10720
538,692
423,11390
1071,1345
1006,11355
1018,1333
956,11661
1310,1736
1122,11158
867,1172
727,11180
856,1158
921,11737
1367,1818
1279,11146
848,1131
868,10986
939,1031
871,11236
1377,1615
946,10685
411,642
466,10670
717,794
407,10593
370,474
445,10542
558,609
462,10688
531,652
534,10850
565,745
426,10595
413,511
492,10568
420,495
485,10587
614,676
386,10492
526,594
472,10567
447,478
478,10449
423,473
404,10557
467,504
515,10533
344,445
492,10555
587,648
443,10584
602,657
431,10537
380,497
375,10497
336,415
480,10528
399,434
390,10493
289,525
418,10516
348,479
323,11360
1017,1384
979,11214
887,1223
1140,11118
1133,1234
713,11368
1031,1385
1030,11166
1339,1500
1165,11236
932,1288
909,11269
893,1208
1066,11664
1299,1691
1178,11328
989,1261
889,11063
763,966
805,11268
985,1291
859,11027
1149,1280
550,10701
486,685
498,10704
509,678
358,10633
474,610
574,10700
498,695
531,10544
349,475
404,10559
415,449
394,10592
432,543
444,10568
534,579
484,10538
337,495
445,10563
583,647
313,10573
460,500
451,10554
487,529
488,10577
583,638
536,10527
340,440
587,10559
377,527
352,10602
441,552
398,10611
439,552
525,10578
398,476
315,10557
600,669
533,10632
664,726
473,10568
352,465
475,10612
426,538
531,10687
508,653
532,10551
388,496
474,10702
525,668
374,10525
389,500
511,10562
570,625
520,10621
433,558
346,10698
533,665
394,10569
464,521
467,10574
408,552
490,10711
532,642
