Client_0,Client_1
384,446
459,599
1049,1219
1162,1673
1108,1326
1150,1346
1492,1748
1283,1811
891,997
843,947
926,1101
739,840
1057,1267
1027,1772
899,1067
1208,1456
877,1038
870,1039
955,1169
857,1226
916,1084
918,1084
664,802
743,893
1018,1180
528,749
570,683
602,672
764,903
606,705
612,731
653,740
573,687
695,801
460,516
430,475
403,470
520,573
506,560
515,568
523,576
538,606
507,550
469,544
433,486
371,429
499,559
527,585
534,595
461,517
437,498
470,533
1223,1716
1311,1549
1091,1285
1117,1339
1505,1693
1156,1418
1084,1254
1414,1597
1039,1226
1008,1185
1359,1535
907,1018
648,738
593,677
595,782
548,621
591,683
662,758
588,661
694,787
545,644
707,793
553,645
767,880
676,782
708,793
490,546
538,674
358,402
541,636
469,521
479,535
537,608
529,577
1374,1576
1483,1667
1100,1325
1050,1262
1168,1497
1137,1366
755,868
618,708
587,671
460,519
300,362
457,513
534,602
506,568
476,532
995,1157
1360,1552
1435,1623
1020,1200
1023,1160
1706,1922
1099,1277
1013,1191
1019,1218
1335,1521
1379,1556
810,911
1081,1249
1061,1215
531,629
714,805
1019,1213
957,1145
1096,1299
949,1076
1182,1356
1305,1532
883,1008
1207,1431
1327,1486
831,953
953,1078
1401,1587
963,1186
895,1015
1414,1596
1322,1492
960,1146
1185,1344
1046,1178
503,587
438,526
645,724
617,682
485,623
542,628
724,820
598,686
481,570
646,729
585,641
735,831
586,670
666,762
654,794
596,662
971,1107
1343,1540
1053,1226
859,982
1294,1481
1452,1647
849,994
963,1149
1193,1371
969,1156
1206,1364
1310,1485
977,1189
1184,1340
1307,1485
993,1183
999,1179
1159,1367
549,621
834,949
596,747
678,802
648,743
471,531
745,841
522,589
517,581
542,708
570,666
544,638
542,639
620,699
520,594
756,854
527,589
459,548
661,758
559,654
519,612
538,632
718,798
600,666
626,713
594,657
579,649
603,1540
528,608
724,825
551,625
646,744
647,734
554,644
534,605
722,818
523,594
568,633
541,699
559,624
684,771
561,645
554,634
595,756
525,587
767,872
412,495
620,724
426,489
725,824
532,606
485,558
697,783
473,553
754,850
487,546
571,661
701,791
561,633
526,598
541,645
648,727
588,660
548,722
598,666
753,848
642,723
524,610
748,842
506,568
633,721
609,689
593,659
560,627
714,810
561,649
471,533
685,813
444,526
728,853
615,728
517,608
539,636
597,662
569,660
1006,1206
1354,1607
1364,1649
1100,1267
1088,1303
1301,1583
1020,1224
1128,1339
1062,1275
1480,1807
827,1190
1026,1166
1363,1578
1098,1237
942,1042
1097,1238
533,609
606,727
612,671
588,673
552,629
545,693
565,623
406,555
566,650
445,517
487,543
755,852
611,677
585,673
869,978
479,549
714,827
559,629
479,550
773,900
522,588
697,828
464,551
1044,1220
1541,1757
1070,1207
1756,2120
1542,1826
829,963
936,1070
1218,1454
781,913
1013,1169
1084,1258
672,821
814,1028
867,1092
686,841
1180,1376
744,845
1140,1337
758,857
988,1161
963,1125
774,900
917,1087
477,569
672,804
510,605
1780,1873
399,465
497,556
545,613
553,619
508,554
307,352
514,568
412,477
522,569
492,532
412,483
501,562
517,581
528,574
383,455
483,539
532,592
555,597
532,593
427,479
460,516
544,613
502,548
455,518
475,538
404,465
521,582
544,612
412,456
382,447
536,609
421,488
541,608
454,510
473,536
460,534
439,484
536,597
394,454
525,585
477,522
490,553
472,550
463,526
481,541
438,499
535,612
502,558
502,557
454,514
525,589
538,586
498,558
420,478
349,391
496,562
472,555
497,543
398,444
376,477
408,452
406,450
371,436
388,454
529,599
554,624
540,586
393,455
424,480
477,532
535,599
503,550
367,429
478,537
520,566
522,590
473,516
530,595
540,602
500,560
1307,1479
1389,1569
1097,1316
1212,1435
1150,1505
1515,1699
913,1091
1003,1194
1468,1698
984,1120
1065,1235
1035,1186
516,596
601,688
452,515
629,705
465,538
498,580
448,535
555,622
1124,1273
1482,1696
1444,1632
1019,1158
1054,1255
1445,1671
1140,1291
934,1068
1443,1684
815,971
642,753
416,470
528,571
484,533
437,486
483,561
403,458
432,572
427,501
543,614
607,689
559,622
529,594
612,689
552,604
483,555
414,460
563,651
529,588
520,586
394,463
499,577
537,622
501,566
571,661
404,458
392,469
547,630
510,565
455,506
511,594
631,751
561,637
713,818
479,537
480,558
633,752
503,581
653,737
518,590
575,683
594,677
559,656
510,564
611,692
531,598
447,517
559,646
491,552
442,510
537,621
672,754
517,588
469,523
501,579
482,561
671,762
491,540
559,638
522,597
439,520
601,682
552,607
446,559
435,487
346,444
517,573
632,737
484,551
