Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1
462,524,386,454,386,454,293,344,251,302
393,487,340,386,427,481,332,384,321,376
291,361,357,395,422,463,334,395,354,439
383,448,268,351,486,537,309,372,370,432
339,403,511,588,390,450,255,319,312,372
375,445,343,401,375,439,313,375,429,501
454,534,297,372,315,434,375,432,367,438
364,427,301,362,359,422,324,371,396,471
312,369,314,377,387,452,306,348,347,409
354,464,515,569,485,548,263,328,256,378
358,554,310,367,463,509,304,369,405,482
437,510,357,399,414,579,340,383,388,467
495,587,348,405,457,515,389,483,340,403
487,576,433,503,434,498,663,763,433,1031
355,421,426,473,521,570,364,430,324,391
374,449,743,832,470,587,431,494,349,411
406,472,737,825,470,579,375,448,552,614
308,367,403,480,404,469,331,429,406,474
371,415,491,552,517,610,269,326,323,379
356,422,533,611,536,629,489,601,369,450
367,410,366,428,522,573,326,392,257,301
479,540,339,393,481,532,442,521,416,480
395,487,392,467,434,546,360,415,361,454
502,600,323,420,524,572,423,611,478,567
452,725,462,544,466,521,553,639,642,710
436,528,420,506,498,555,304,381,480,567
448,526,427,496,548,609,448,499,360,444
366,444,478,577,534,632,471,546,412,508
1103,1373,437,501,488,551,1074,1296,897,1086
2444,2639,379,456,436,507,1896,2091,1916,2148
972,1146,343,394,521,600,807,931,804,1002
1772,1955,1067,1258,1187,1425,1897,2083,1778,1970
1048,1232,1933,2383,1399,1691,842,968,835,1035
2118,2273,936,1126,1054,1245,1413,1770,1850,2015
1535,1676,2007,2239,1111,1282,1222,1465,928,1359
587,650,1008,1202,1002,1191,465,568,423,623
580,639,1293,1835,1287,1493,357,422,354,426
539,599,1005,1252,801,1123,974,1057,1166,1238
598,659,392,516,431,491,338,408,463,527
348,421,359,442,477,582,336,405,346,411
377,441,356,435,431,515,359,405,391,469
1159,1265,412,567,732,865,684,856,620,738
599,744,357,465,501,558,581,702,563,714
668,789,407,485,457,506,487,568,526,660
1528,1705,855,1103,688,1009,1227,1366,1317,1520
664,800,645,787,719,860,583,707,618,773
633,758,618,745,775,887,886,1070,682,826
2238,2433,964,1453,879,1046,2380,2741,2637,2924
599,686,599,730,732,853,518,661,534,645
603,687,677,837,833,974,681,843,673,820
