Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
22648,22911,22783,23177,23044,14674,18807,19543,18970,19116,7390,8426,8506,8581,8670,35665,31796,35899,36019,36131,475,553,706,630,781,34007,36717,36638,34118,34062,15783,15630,15915,16252,21943,486,566,727,915,780,12358,12454,12547,12963,12736,25418,25514,25593,25670,25751
15945,16388,16068,32797,16498,19604,19769,20540,19907,20042,15036,16823,16867,16051,16715,26078,25633,26268,26372,26472,1236,2049,2528,2305,2755,25142,25704,25615,25438,25210,4708,4794,4877,11943,12051,1228,1803,2052,2417,2260,2460,2905,2714,6538,2809,11791,11868,11942,12027,16573
5627,10216,5725,22059,10331,8803,8917,8868,8979,9057,7046,6809,6869,7106,13315,16464,16075,16640,16734,16827,1281,2053,2512,2297,2728,15628,15890,15806,15734,15680,12198,12324,12429,13087,13298,1627,1824,2019,2456,2214,6590,6734,6960,8524,8596,14139,14215,14281,14337,14386
10628,10745,10680,11189,11034,5846,6057,11889,6139,6210,4109,12374,12432,4276,4490,6813,6452,6900,6983,7078,1238,1907,2315,2122,2527,6044,6270,6223,6172,6118,2495,2693,2796,3310,6204,1464,1717,2815,3291,3060,974,1591,1640,1693,1738,1880,1936,1996,2055,2120
830,925,882,1167,1079,1189,1281,1926,1863,1414,2211,2401,2444,2491,2553,10658,10712,10758,10806,11044,2780,2949,3247,3101,3438,15991,16280,16174,16122,16062,10872,10959,11056,11137,11560,3425,3608,3768,4086,3923,481,546,604,665,731,12462,12598,12722,13523,13638
11127,11223,11176,11420,11331,854,965,10749,1130,1046,2279,12935,12981,2339,2657,804,844,881,918,1019,16730,16954,17151,17457,17634,6230,6517,6441,6372,6306,1113,1187,1265,1333,1673,16661,16911,17080,17401,17251,1549,1617,1678,1740,1787,2778,2841,3079,3166,3240
1386,1555,1468,1690,1638,443,562,760,802,709,2498,2604,2709,2783,2895,10685,10750,10806,10857,11131,22508,29834,30542,30160,31049,11082,11351,11294,11485,11167,11350,11717,11814,11887,12035,21990,22233,22459,22860,23100,572,787,845,900,1001,10933,11020,11098,11171,11244
14197,14338,14270,14496,14411,682,772,14138,867,944,1149,111684,111815,1244,1338,869,914,957,1000,1101,23237,25507,29854,27442,30004,1010,1176,1135,1218,1051,2014,3069,3130,3177,3229,23542,23759,23939,26467,24331,1752,1818,1878,1934,2001,1237,1314,1391,1472,1546
1887,106486,106432,106367,2450,2099,2273,106543,106356,106438,100814,100977,101227,101092,101161,110511,110594,111426,111502,111567,33109,22357,33889,33775,42279,107509,107798,107746,107693,107637,106238,106306,106354,106398,106802,23757,26834,30390,34162,30547,97131,97210,97268,97325,97385,100887,100942,100999,101047,101094
98190,98334,98278,98429,98382,97300,97433,97696,97748,97798,89762,99875,99933,89986,90054,101504,101570,101633,101686,101740,32163,23427,32645,32555,37862,97333,97772,97730,97684,97638,96533,96577,96624,96663,96750,24118,24537,33654,33860,33759,87542,88097,88155,98107,98165,89703,89775,89836,89890,89955
