Client_0,Client_0,Client_0,Client_0,Client_0
293,320,426,312,324
417,471,479,466,348
347,374,494,249,341
447,372,406,496,411
337,405,396,373,374
370,486,512,372,352
371,512,413,469,313
425,461,674,377,362
397,513,591,403,385
366,454,583,427,348
515,534,557,369,368
382,455,440,353,491
488,532,561,380,493
344,533,498,367,429
423,442,496,402,384
383,475,497,329,408
366,522,538,477,478
372,655,495,368,390
322,460,463,336,390
349,453,447,342,402
305,531,427,375,383
409,422,438,378,340
420,419,491,340,372
429,485,538,380,344
1678,484,1928,995,1016
1154,627,1250,961,935
1364,555,1586,1052,898
410,2141,477,523,402
265,1176,352,385,277
345,1593,542,357,506
1120,568,1356,1050,981
1525,311,1486,1195,953
910,542,1147,1011,891
1137,1352,1457,1043,844
2442,1900,1536,1470,1487
959,1020,882,618,764
837,1403,781,345,377
441,2572,495,347,371
382,838,517,232,233
383,734,474,322,273
354,553,432,253,401
305,502,346,407,446
346,465,427,353,428
317,346,257,361,315
299,434,388,473,409
1801,411,1200,1744,1176
1129,285,1096,645,737
1774,338,1676,1374,1064
1301,1557,2235,1310,1059
1131,1147,1143,1074,1124
760,1760,1074,633,523
675,1830,1166,545,547
617,1301,828,450,494
467,927,343,285,388
468,1029,436,354,426
375,533,471,381,362
541,421,548,488,380
499,523,549,421,469
773,457,602,411,380
541,494,524,486,404
596,553,621,497,423
504,511,535,386,318
476,588,454,532,385
1194,621,1076,877,823
1471,555,1421,927,780
1408,500,1367,944,1057
1269,1139,1263,893,970
1010,1531,1100,868,932
1260,1394,1188,1190,916
1243,1473,1273,768,971
1727,1084,1619,968,1378
1002,1347,939,691,581
785,1139,649,557,624
618,1222,549,528,613
628,1335,575,499,423
618,830,580,473,576
1281,802,1117,922,577
641,699,1097,822,655
735,684,629,581,561
565,657,699,465,517
980,1084,974,719,598
782,678,545,619,640
635,648,545,460,546
690,749,661,504,530
418,800,439,515,514
502,634,569,662,458
322,705,399,278,284
406,475,704,1057,316
325,560,373,339,262
289,353,474,347,458
280,398,390,310,444
507,430,477,437,398
611,574,586,496,456
1375,308,1036,1157,777
965,503,958,716,674
725,533,835,772,2217
752,1180,771,828,628
7070,852,5331,6701,5710
371,829,505,312,449
1854,963,1823,1270,360
259,850,353,278,280
369,478,369,334,271
362,350,456,311,285
441,393,443,374,393
443,439,513,366,336
580,414,562,487,549
2998,395,2300,2377,2921
1551,458,1544,1005,1054
3225,566,1953,1825,1727
1161,3567,1308,1069,910
1505,1624,1068,1460,876
2310,2173,1305,1695,1681
1129,1353,1262,1185,764
2902,1561,2192,2674,1593
2076,1835,2308,1920,1066
1172,1010,1002,1031,670
648,1128,726,492,358
348,1879,344,278,327
483,938,436,436,407
611,651,318,504,274
548,414,528,515,442
671,446,625,568,481
659,483,605,498,462
690,593,741,758,524
1652,589,1567,1644,982
1332,631,1499,1688,1047
1722,854,1355,1428,941
1623,1636,1905,1729,1190
1191,1238,1337,1233,734
1211,1488,1275,1435,824
737,1785,547,663,468
658,1389,692,686,607
754,1433,1047,992,500
750,786,721,718,524
669,785,680,693,461
574,1090,531,516,347
480,716,422,466,367
601,698,498,569,296
813,539,741,856,439
677,446,650,613,575
743,507,732,617,495
937,830,1158,982,1207
1876,658,1230,816,887
848,743,837,835,627
1129,820,858,837,580
1643,690,1327,1352,967
709,585,726,836,482
969,970,817,860,545
1021,1435,909,748,642
925,682,903,644,490
933,815,622,837,532
835,860,762,885,512
1129,880,1224,1467,976
866,893,774,862,455
752,798,729,705,593
819,865,697,778,469
654,863,898,851,552
957,727,829,935,489
1330,703,1255,1886,893
890,875,793,800,641
917,804,841,758,487
1673,1044,1207,1720,1050
1144,863,1189,1751,1053
1222,881,1053,864,792
899,1084,822,894,596
1183,1595,1785,1452,1249
638,965,696,883,526
861,826,616,927,560
4637,1363,5859,1051,886
708,903,593,761,496
910,969,998,1017,569
898,6085,689,1032,745
864,699,762,871,511
773,866,690,601,495
1086,923,1130,887,743
2025,799,1811,1797,1519
1670,766,1735,1871,1377
843,731,806,657,482
831,1741,762,758,493
876,1805,845,1018,749
875,892,815,655,423
684,775,655,601,439
803,878,656,774,502
505,846,670,572,524
674,687,549,639,433
674,788,702,627,601
819,588,878,825,680
727,560,633,642,415
635,477,618,569,475
883,653,1036,982,557
630,648,637,651,572
1073,606,655,996,637
537,810,554,575,406
600,589,649,702,581
775,752,737,756,462
595,564,677,630,409
704,657,672,877,440
638,605,637,514,567
1057,559,1053,725,673
633,616,595,514,561
574,592,647,594,463
748,891,589,694,390
605,581,643,560,537
681,665,619,650,479
1153,481,1420,1462,973
803,609,820,938,764
1007,550,1317,830,1125
1353,929,1916,970,1601
1304,740,863,1811,685
595,1310,720,653,512
634,1211,606,819,641
808,915,937,928,579
762,695,875,863,745
375,692,795,844,505
288,717,616,608,334
257,716,506,444,273
359,583,360,354,383
479,722,432,408,489
1601,474,1952,1391,1629
1594,372,1589,1251,1625
1945,471,1151,1236,1750
1994,1541,1615,1265,2001
1155,1921,1359,1445,982
1613,1238,1758,1654,1774
1696,2792,1637,1951,1788
1559,1291,2150,1510,973
1241,2093,1482,1291,1054
1235,2181,1260,1536,1039
565,1421,686,642,562
566,1228,767,714,611
533,1497,656,706,587
928,721,1042,1277,791
948,607,796,3648,727
528,527,658,593,572
434,640,643,657,571
2160,1269,1673,911,2306
4736,620,3725,3765,734
11279,565,4142,9817,717
9492,942,5569,4566,827
492,910,382,599,510
472,8051,288,548,529
254,1813,463,370,317
301,375,398,362,342
438,433,575,543,417
341,336,374,462,490
478,410,521,528,454
515,337,422,662,605
433,419,404,521,550
635,448,355,511,809
437,330,395,531,505
410,493,393,453,485
419,474,468,512,487
399,404,445,458,457
393,431,568,459,449
561,455,383,617,591
494,471,389,541,522
566,443,387,765,602
531,424,358,567,447
597,414,409,573,613
543,525,363,514,426
538,453,380,556,371
984,376,387,726,739
470,414,429,501,476
557,432,383,567,373
410,491,449,537,433
619,399,431,629,562
456,376,443,462,467
530,482,518,513,487
1068,513,841,1004,1151
1161,497,991,1482,1579
1005,452,808,912,1074
1554,955,941,999,1838
1028,999,863,1100,966
