Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
637,1038,699,1093,1144,1196,1247,1298,1349,1413
1262,1524,1403,1651,1763,1873,1998,2470,2231,2344
1706,1967,1836,2093,2199,2304,2409,2524,2640,2753
637,1036,698,1090,1142,1195,1246,1297,1372,1438
1056,1252,1163,1342,1422,1499,1580,1812,2009,1907
1313,1605,1469,1737,1865,1989,2111,2232,2353,2473
1022,1232,1123,1383,1529,1668,1803,2258,2403,2541
923,1169,1054,1267,1391,1514,1965,2048,2133,2258
960,1166,1068,1260,1353,1448,1543,1895,1995,2094
978,1150,1064,1235,1327,1403,1482,1715,1879,1793
912,1082,1001,1167,1246,1326,1408,1630,1805,1713
776,1036,1875,1983,2084,2176,2263,2377,2494,2632
650,1047,711,1102,1154,1204,1255,1306,1357,1421
914,1064,991,1134,1204,1274,1344,1628,1475,1546
770,963,866,1068,1165,1251,1336,1585,1795,1679
651,1170,730,1303,1417,1522,1627,1729,1832,1956
1084,1303,1198,1396,1536,1669,1804,2187,2306,2423
846,1048,938,1126,1199,1270,1526,1606,1680,1769
750,924,835,1007,1093,1176,1256,1585,1679,1773
928,1106,1022,1187,1269,1349,1430,1652,1828,1733
921,1133,1030,1252,1344,1423,1696,1933,2021,2103
758,937,849,1014,1067,1120,1414,1501,1583,1682
894,1147,1030,1253,1351,1448,1773,1864,1970,2085
1041,1226,1137,1314,1399,1487,1932,2037,2134,2232
1638,1841,1749,1936,2026,2119,2214,2298,2389,2476
641,1317,1235,1399,1483,1568,1650,1731,1794,1894
582,714,1217,1298,1375,1455,1537,1625,1707,1797
1031,1213,1128,1304,1398,1500,1601,1875,1761,1964
591,1000,944,1066,1154,1225,1289,1368,1439,1539
878,1073,989,1158,1242,1326,1612,1899,1994,2085
971,1133,1054,1210,1286,1379,1467,1746,1633,1824
711,1143,802,1203,1271,1354,1437,1520,1601,1699
1138,1341,1243,1429,1516,1601,1704,1990,1894,2066
620,1256,706,1344,1428,1512,1595,1696,1779,1878
1592,1768,1687,1846,1923,1997,2077,2153,2231,2310
818,1009,921,1096,1182,1271,1612,1700,1776,1857
1020,1193,1111,1271,1350,1428,1507,1751,1656,1830
699,1337,802,1400,1465,1536,1622,1691,1775,1876
