Client_0,Client_0,Client_0,Client_0,Client_0
1582,294,1273,489,1024
1136,289,1391,387,1010
1136,490,1180,923,1006
1107,1122,1215,1222,1502
1198,1261,1346,1013,1077
510,1198,593,1125,678
689,900,1004,1060,598
624,981,689,962,558
860,976,671,976,539
660,1064,699,724,503
589,485,684,565,785
659,586,591,593,1425
598,459,850,486,471
1045,491,535,541,1960
352,607,436,534,327
284,462,408,634,259
475,559,565,776,421
324,502,372,425,343
353,521,424,880,286
527,301,554,372,513
388,270,341,335,350
445,267,327,399,252
406,281,364,289,236
383,346,431,372,309
1255,313,1200,525,1390
1155,285,1957,480,1088
1185,426,1266,316,1050
879,333,1169,315,950
1080,291,1134,297,1315
1300,1210,1228,1017,771
619,1011,572,1655,495
431,1029,389,1137,353
618,1116,586,920,535
1092,852,965,1131,1120
1023,1129,1607,675,1542
1406,442,1288,533,2478
1166,334,939,455,1021
1071,587,3781,391,3922
423,1138,446,969,610
350,3073,574,1546,554
320,1206,301,2262,285
296,1008,412,952,276
1096,782,1272,15561,1433
1461,601,994,762,1035
1111,683,1310,409,777
575,274,590,318,570
565,345,583,360,512
557,1062,629,1099,505
444,1303,601,914,511
449,1491,421,1046,545
569,595,500,537,396
491,619,455,597,369
430,459,349,483,416
523,548,377,387,310
421,417,378,389,476
368,335,577,454,392
488,465,457,414,551
353,334,345,377,397
422,426,509,364,397
436,370,330,322,367
508,341,415,378,353
455,386,333,372,393
389,299,307,390,294
840,380,487,400,424
528,521,448,338,402
400,439,462,455,426
452,288,303,375,472
423,310,460,370,439
476,733,310,661,252
390,447,383,377,478
370,394,378,387,468
391,328,323,364,326
416,425,489,399,530
415,425,391,352,391
401,399,426,396,339
390,402,471,392,351
450,336,318,412,316
578,342,650,336,437
505,554,355,505,440
369,470,376,434,430
317,401,355,395,333
370,383,338,322,394
436,422,492,358,373
473,495,307,442,334
424,390,379,431,423
556,371,351,520,336
397,379,459,310,358
510,629,1137,352,1019
1054,444,1189,353,1094
1768,674,1064,451,1653
1218,672,1179,367,1554
1337,638,1018,319,1135
960,511,912,461,1110
821,985,695,1144,758
824,1877,797,925,751
497,1523,624,1129,550
731,1122,600,1006,576
628,970,1044,1104,1178
1054,954,955,637,1064
1358,1059,1084,747,1203
1193,416,969,528,949
1136,466,866,474,882
1066,582,1191,1118,1287
1393,1516,1156,966,1354
860,1276,771,1045,895
1274,982,1061,1014,1021
1493,1061,838,898,816
1533,1185,954,911,933
782,1292,732,1070,797
730,1011,600,1196,587
490,989,468,856,453
499,1204,418,858,391
468,1182,407,1085,309
619,717,668,705,370
499,717,429,571,397
455,568,482,449,392
482,562,441,391,460
411,500,497,444,411
543,539,416,374,853
584,536,381,537,505
468,528,406,470,431
435,429,617,439,426
392,468,437,363,371
487,548,461,531,419
476,506,357,479,327
654,502,573,356,380
504,499,458,413,452
541,499,388,457,417
