Client_0,Client_1,Client_2,Client_3,Client_4
701,985,1068,1143,1216
535,572,604,644,688
360,609,663,713,769
590,646,698,748,806
1732,1968,2181,2392,2688
2159,2451,2731,3027,3219
2332,2574,2801,3028,3247
1662,1880,2077,2269,2474
1421,1612,1798,1977,2156
1619,1727,1817,1910,2002
741,815,883,961,1007
737,810,877,944,1011
730,803,871,938,1005
766,839,908,975,1043
757,831,900,967,1033
818,893,961,1028,1095
835,919,992,1064,1134
519,582,642,738,804
571,615,651,718,836
531,573,608,674,714
362,522,564,605,642
590,654,693,782,837
586,633,671,743,814
2234,2505,2971,3566,4167
1141,1287,1544,1656,1753
2212,2426,2626,2826,3330
898,1337,1508,1683,1863
2252,2483,2715,2942,3148
932,1385,1616,1790,1985
2280,2523,2745,2994,3170
1485,1650,1810,1957,2157
2003,2258,2490,2668,2775
1009,1365,1515,1665,1823
1466,1706,2088,2292,2532
791,875,1067,1145,1227
1131,1246,1352,1454,1569
1609,1781,1934,2090,2245
791,876,1066,1148,1222
1088,1226,1354,1488,1654
900,1073,1478,1596,1701
1586,1775,1961,2122,2282
806,896,1110,1216,1300
1135,1293,1414,1528,1668
3027,3325,3587,3849,4116
600,1135,1270,1399,1529
326,562,600,635,674
382,560,610,666,714
470,542,576,610,649
595,664,735,803,877
559,625,682,790,844
444,490,530,568,610
543,594,645,730,779
742,834,914,1000,1091
688,786,863,1005,1080
2418,2671,2890,3104,3315
1089,1425,1804,1955,2086
2449,2703,2947,3181,3406
984,1362,1472,1578,1696
1119,1752,1927,2129,2304
1047,1701,1853,1997,2206
2603,2840,3075,3284,3490
1015,1396,1509,1619,1740
958,1048,1128,1212,1287
582,800,862,920,988
1281,1388,1482,1573,1661
1164,1321,1441,1557,1671
673,883,943,1000,1066
651,919,1016,1108,1210
697,768,923,992,1052
954,1067,1165,1258,1359
754,824,976,1037,1104
731,817,991,1068,1149
1004,1144,1256,1362,1472
979,1102,1218,1478,1546
1267,1398,1502,1608,1709
1069,1190,1304,1407,1521
634,852,914,974,1041
680,926,1036,1145,1267
1329,1449,1549,1652,1759
1092,1208,1290,1369,1447
702,774,926,998,1061
698,769,925,994,1051
555,948,1039,1109,1198
1224,1347,1459,1571,1682
865,972,1082,1179,1288
705,789,957,1064,1161
1249,1373,1488,1600,1712
791,881,963,1041,1130
713,797,1043,1143,1249
790,859,920,978,1045
1229,1353,1466,1578,1691
716,799,970,1045,1150
716,798,1047,1145,1251
1420,1559,1692,1820,1949
1345,1479,1621,1745,1870
690,801,999,1094,1194
574,920,1003,1081,1169
677,739,793,986,1069
1403,1566,1714,1863,2009
1272,1417,1545,1681,1821
748,862,1142,1240,1362
656,727,882,942,1009
820,918,1014,1102,1191
1269,1406,1530,1657,1797
1349,1506,1647,1787,1937
739,847,1050,1125,1234
733,814,1057,1154,1259
686,762,925,995,1054
1171,1303,1431,1555,1681
1376,1537,1684,1859,1954
597,1000,1101,1201,1278
559,914,996,1078,1166
772,853,940,1025,1110
797,864,923,982,1027
534,591,642,679,734
542,708,891,1290,1539
504,565,621,677,738
1502,1682,1920,2085,2245
1811,2068,2286,2587,2911
897,1383,1556,1726,1901
3116,4327,5350,6216,7374
864,989,1230,1359,1497
881,1027,1242,1335,1434
1114,1265,1390,1535,1651
997,1138,1365,1489,1647
772,840,899,955,1018
462,503,569,602,642
1555,1760,1941,2312,2530
1458,1642,1814,1982,2163
1538,1711,1878,2291,2451
1069,1260,1683,1854,1996
1690,1917,2107,2306,2470
1192,1311,1573,1675,1785
1606,1849,2059,2291,2485
1316,1872,2040,2213,2378
1330,1436,1519,1601,1681
938,1039,1112,1187,1258
581,648,708,820,876
579,641,707,829,907
557,606,709,754,792
567,614,652,725,783
572,618,658,730,775
1113,1214,1304,1394,1481
595,775,831,899,979
726,796,948,1015,1074
950,1080,1190,1450,1553
1257,1363,1454,1734,1839
1161,1268,1361,1451,1540
720,789,942,1011,1068
642,751,923,1040,1157
1256,1364,1454,1543,1627
710,789,964,1036,1101
853,958,1045,1135,1236
1194,1342,1444,1543,1640
1064,1171,1263,1357,1446
768,873,954,1125,1234
774,887,1110,1215,1334
726,843,948,1030,1108
509,568,737,803,876
885,975,1049,1116,1180
854,934,1008,1076,1145
650,736,805,889,966
719,781,942,1005,1061
583,641,690,804,873
508,563,685,731,782
1059,1208,1343,1474,1605
666,758,832,905,987
993,1105,1227,1315,1425
737,831,916,1007,1095
837,935,1020,1108,1196
546,829,889,973,1034
569,633,775,864,960
1126,1226,1317,1405,1490
856,969,1059,1157,1253
967,1060,1141,1222,1303
718,882,977,1068,1178
649,723,876,952,1038
1023,1110,1181,1249,1316
819,904,999,1090,1172
634,734,937,1021,1113
572,654,805,858,933
493,688,744,818,892
607,677,746,869,936
575,656,801,872,948
372,675,753,824,907
576,629,673,721,770
626,705,774,845,926
471,552,679,748,822
556,617,786,945,1028
627,690,745,876,956
556,636,707,778,856
428,678,754,816,886
493,845,924,1002,1088
658,1003,1117,1224,1337
754,842,1088,1187,1293
1285,1405,1498,1590,1679
704,870,938,997,1062
657,728,881,942,1008
945,1062,1186,1288,1398
1304,1422,1522,1629,1748
670,967,1051,1158,1264
647,822,884,942,1009
937,1053,1153,1251,1361
908,1028,1139,1386,1498
830,910,981,1049,1115
649,707,765,825,892
633,696,755,813,877
634,698,757,814,880
848,920,980,1038,1100
640,711,775,840,916
