Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1
508,644,712,916,315,354,659,723,280,379,352,405,286,338,342,395,370,428,370,430
488,33709,482,556,281,338,360,424,254,33453,284,351,342,407,293,348,369,421,334,392
430,549,227,332,295,358,193,269,314,430,328,391,386,463,258,372,294,334,407,462
559,33644,1328,1631,1136,1329,1577,1767,372,33411,318,383,705,759,1006,1210,944,1136,889,1102
481,679,1202,1380,974,1144,1796,2165,276,379,353,472,429,483,837,1316,1486,1694,1526,1719
353,34352,1756,1980,1055,1259,1705,1916,380,34059,370,434,218,328,1247,1435,1356,1755,1407,1584
1735,1522,1691,1896,1440,2709,1600,1821,822,1058,1043,1232,1290,1574,1036,1246,948,1153,981,1257
1408,34457,1299,1445,500,587,1010,1205,1535,34983,1401,1656,2196,2364,581,699,665,819,512,644
1083,1500,404,970,351,426,509,610,1647,2001,1674,1883,1376,1565,425,511,550,626,435,522
1201,34087,1328,1405,697,775,603,780,1076,33943,1083,1488,1317,1721,724,806,754,834,447,548
780,1071,1267,1348,364,432,657,773,558,930,684,830,1277,1583,439,520,795,876,427,506
536,33728,417,720,348,413,467,555,345,33766,430,514,633,758,335,399,321,624,339,411
518,685,343,395,336,376,357,426,528,768,675,792,1037,1126,335,405,349,413,317,388
477,33571,296,351,307,369,313,366,612,33636,713,832,3498,3588,304,355,399,455,302,356
381,516,372,431,345,402,365,425,436,680,534,625,332,638,318,370,309,366,305,364
383,33602,434,499,311,369,396,442,297,33489,367,450,504,577,229,308,289,351,298,356
402,467,458,538,315,375,321,365,449,486,478,530,355,423,295,351,419,480,330,388
399,33587,464,530,335,395,335,399,258,33394,336,377,385,449,201,302,339,401,283,341
499,547,558,627,354,423,574,636,258,361,279,344,439,501,318,382,332,395,326,389
481,33528,656,712,311,384,565,635,352,33479,338,396,474,541,366,463,337,398,304,368
450,507,558,611,264,302,398,448,359,429,263,370,467,528,283,333,347,390,281,319
559,33559,573,630,315,379,574,633,325,33491,328,395,655,726,235,292,314,355,254,293
694,554,661,720,309,374,688,756,329,459,336,401,613,684,348,420,330,406,321,381
535,33599,495,571,322,391,620,701,442,33401,453,506,380,507,299,356,480,548,319,381
384,487,480,554,295,334,413,475,247,316,251,331,539,617,303,343,300,350,295,333
779,33559,587,656,248,351,475,545,318,33478,333,395,716,777,346,405,312,375,279,319
382,522,328,555,324,389,524,587,318,444,362,437,709,767,300,364,340,407,357,441
456,33593,627,689,212,294,657,726,229,33399,280,338,429,498,280,320,366,407,269,331
413,595,462,530,371,429,506,576,251,321,331,396,637,681,302,343,381,453,395,438
473,33832,770,899,351,427,752,874,323,33368,336,409,585,664,324,393,382,457,343,410
644,806,491,558,369,440,564,645,238,313,361,432,577,661,362,427,379,438,411,473
408,33627,512,586,364,430,457,546,374,33496,361,403,488,558,360,433,345,424,329,405
455,752,719,797,566,634,711,781,342,474,363,435,790,860,802,871,399,475,1125,1202
572,33488,598,702,322,380,517,595,348,33437,353,396,525,616,304,374,336,395,357,419
753,683,535,593,369,440,494,568,277,416,311,365,571,638,365,428,281,352,363,405
766,33716,2493,2783,1056,1292,2157,2329,2108,33430,566,630,992,1056,825,964,1740,1994,965,1171
