Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4,Client_0,Client_1,Client_2,Client_3,Client_4
426,20781,20974,20897,21054,403,456,505,624,672,472,738,693,644,829,437,502,561,619,685,766,825,875,928,987
596,1054,1314,1231,1389,1260,1317,1360,1402,20738,510,20632,20595,573,20686,207,406,456,505,559,314,370,494,542,597
459,20626,20581,20686,20731,469,519,564,608,700,415,678,634,454,720,206,402,447,489,537,367,402,432,461,494
424,716,680,752,787,462,510,553,618,20861,453,20727,20682,492,20929,255,460,511,559,613,440,490,540,586,639
508,20841,20974,20924,21017,538,601,664,721,838,490,789,727,887,932,244,448,508,560,617,436,493,547,594,647
687,1026,982,1067,1109,796,860,923,981,20725,491,20830,20777,555,20883,451,514,573,629,691,776,870,940,994,1049
444,20577,20673,20622,20812,527,560,591,681,711,497,832,783,566,874,208,408,453,496,545,410,463,512,560,613
436,634,764,681,804,513,563,608,657,20910,475,20611,20562,537,20659,552,626,733,684,774,540,595,645,686,733
560,20725,20678,20773,20938,598,661,718,771,880,428,727,676,619,774,247,456,509,558,611,366,422,476,529,590
509,746,709,784,874,589,649,712,766,21146,500,20969,20921,628,21017,300,335,366,396,430,356,402,445,486,533
570,20736,20687,20778,20810,845,935,1001,1111,1153,761,1017,1128,1071,1172,397,451,499,549,607,270,484,536,582,627
514,760,731,785,823,658,727,787,853,20961,431,20644,20766,526,20861,542,607,664,714,766,602,664,715,776,831
523,20787,20726,20847,20898,694,746,788,828,914,488,722,827,607,867,431,486,537,587,643,387,434,477,520,569
556,886,838,935,982,711,769,828,881,20961,523,20738,20701,588,20859,363,419,454,486,523,454,492,526,560,596
498,20686,20641,20735,20783,615,673,730,782,895,535,708,786,667,822,925,1023,1115,1207,1295,1134,1207,1270,1331,1388
492,791,742,835,881,568,627,685,742,20972,499,20695,20647,565,20742,471,725,819,893,971,1025,1111,1196,1281,1373
