Client_0,Client_1,Client_2,Client_3,Client_4
1084,1189,1325,1462,1647
931,1069,1343,1470,1589
615,957,1054,1146,1286
1005,1145,1259,1381,1475
517,577,630,680,735
391,444,490,536,601
668,754,823,894,969
433,475,571,607,648
700,769,831,890,957
627,692,751,809,875
597,668,733,796,865
603,668,728,787,854
619,703,780,854,937
442,577,625,684,755
511,583,643,702,765
548,620,683,745,818
307,524,575,623,679
555,598,633,698,737
1111,1663,1796,1911,2039
1698,1911,2135,2320,2523
1177,1375,1857,1992,2226
2200,2458,2641,2808,2971
1648,2185,2381,2575,2765
2136,2326,2485,2638,2793
1623,1838,2021,2225,2402
1581,1829,2021,2201,2394
932,1541,1746,1953,2105
1393,1590,1784,1970,2171
1011,1578,1695,1821,1970
1526,1704,1874,2305,2471
2160,2334,2482,2620,2759
2310,2500,2650,2803,2979
1901,2086,2239,2400,2590
1150,1603,1776,1946,2125
1406,1576,1722,1865,2033
1044,1179,1326,1653,1896
540,944,1052,1142,1252
730,825,913,1004,1105
563,627,685,748,804
285,496,550,600,655
695,758,811,864,916
546,620,801,868,940
618,684,743,799,862
287,518,573,624,681
522,566,658,693,730
566,638,701,756,829
499,555,605,713,779
645,709,768,825,901
487,552,591,625,676
557,620,687,741,805
568,623,674,722,777
621,697,767,836,905
477,521,557,590,628
543,589,722,777,842
563,628,687,744,807
792,871,947,1023,1096
462,513,560,607,658
482,521,555,619,657
498,538,570,604,643
510,555,593,634,676
726,832,927,1022,1115
424,488,632,679,748
502,555,614,687,761
605,688,784,874,969
557,633,762,824,910
411,687,755,825,902
566,648,739,815,896
671,755,828,901,994
410,732,798,861,931
581,650,714,777,846
494,541,644,700,762
702,807,909,1006,1104
733,778,817,854,897
411,455,557,596,639
592,663,729,922,989
871,980,1079,1171,1262
374,647,711,775,850
617,685,753,884,962
607,692,766,841,925
574,635,789,845,907
557,601,638,712,755
331,618,689,754,839
557,628,673,772,839
588,672,751,819,899
521,566,604,676,721
506,550,590,662,705
419,690,750,815,881
508,560,641,685,733
797,896,976,1197,1287
746,852,955,1066,1167
613,683,888,968,1056
651,741,942,1025,1109
514,911,1005,1092,1188
1052,1147,1227,1306,1385
810,901,983,1064,1153
605,662,793,858,925
753,833,906,979,1077
697,754,804,901,956
720,814,1121,1212,1295
479,769,822,872,926
659,738,823,900,991
683,767,841,1026,1105
991,1097,1183,1280,1361
590,730,781,829,884
612,671,723,773,828
1066,1171,1262,1341,1413
1310,1401,1483,1561,1651
793,894,990,1083,1189
786,877,960,1041,1132
720,803,874,949,1019
1200,1295,1385,1470,1569
642,745,965,1053,1149
620,707,790,877,966
698,778,855,927,1034
966,1090,1189,1287,1389
716,819,952,1049,1154
661,744,965,1041,1129
978,1068,1141,1205,1269
1026,1122,1203,1282,1360
762,855,942,1024,1117
665,722,772,845,923
797,897,1116,1202,1283
900,1029,1120,1209,1296
699,779,847,914,989
585,920,997,1079,1182
965,1083,1188,1295,1402
1156,1282,1373,1457,1539
590,659,803,882,969
591,677,883,993,1089
482,820,901,980,1075
581,638,870,944,1005
668,756,828,1091,1177
724,811,882,953,1034
614,711,906,983,1044
733,821,900,968,1044
959,1063,1145,1216,1290
609,669,799,856,912
621,679,807,855,911
586,684,906,991,1069
1089,1197,1287,1375,1461
1049,1134,1205,1275,1348
844,937,1031,1114,1219
602,660,790,839,895
1133,1229,1308,1384,1569
705,810,904,998,1147
676,757,937,988,1043
688,769,841,913,994
1039,1162,1278,1386,1500
1261,1375,1482,1636,1821
556,615,665,758,814
645,715,857,950,1032
1316,1414,1601,1737,1860
668,772,867,951,1034
460,639,691,740,795
583,642,692,785,841
937,1028,1099,1172,1243
874,972,1063,1156,1255
758,838,912,985,1063
866,966,1060,1159,1247
633,723,824,914,999
971,1081,1177,1265,1359
1002,1085,1154,1219,1286
454,762,841,1020,1113
609,678,822,913,992
554,651,875,947,1032
1109,1207,1296,1389,1480
1060,1156,1244,1328,1411
630,718,882,940,1034
585,671,853,915,1003
1120,1880,2031,2208,2433
2503,2712,2925,3123,3297
1608,1784,1965,2138,2628
1598,1819,2008,2184,2404
1605,1835,2032,2223,2429
937,1515,1702,1868,2035
1145,1334,1721,1829,1945
1460,1670,1790,1978,2213
1561,1777,1982,2193,2424
1856,2041,2240,2408,2594
1699,1967,2169,2365,2583
2111,2299,2454,2609,2792
2177,2403,2607,2805,2996
1073,1222,1604,1838,2063
1570,1786,1964,2170,2395
1610,1818,2008,2188,2380
1668,1863,2037,2210,2406
1264,1488,2027,2233,2452
1712,1936,2154,2370,2628
1974,2192,2399,2605,2802
2160,2348,2490,2624,2792
1406,1584,1738,1893,2071
1505,1764,1979,2174,2385
1594,1797,1983,2156,2349
1736,1970,2174,2370,2584
1651,1835,2461,2643,2827
1728,1955,2176,2364,2573
1674,1895,2102,2302,2524
1193,1319,1461,1608,1812
1699,1917,2095,2277,2513
974,1704,1913,2124,2298
1106,1704,1887,2061,2210
1718,1908,2063,2215,2369
2181,2404,2588,2751,2925
1451,1645,1829,2024,2230
1013,1459,1572,1689,1790
1115,2042,2253,2442,2651
1447,1633,1814,1998,2187
1072,1514,1704,1871,2044
1112,1264,1722,1916,2121
1379,1574,1775,1989,2213
2222,2430,2613,2785,2952
2161,2358,2542,2732,2919
1947,2164,2341,2508,2692
1341,1502,1682,1831,1991
1072,1250,1404,1554,1720
1037,1511,1641,1796,1958
1145,1341,1723,2109,2302
2031,2221,2404,2582,2745
1929,2130,2306,2476,2642
1941,2135,2312,2495,2679
1491,1673,1827,1974,2163
1375,1555,1706,1878,2068
886,1324,1493,1662,1848
996,1569,1752,1902,2069
6155,6424,6617,6853,7091
2247,2444,2626,2866,3106
1434,1622,1779,1926,2074
2000,2266,2519,2760,3006
1554,1739,1916,2091,2271
1467,1672,1839,2024,2240
1016,1129,1225,1320,1427
1871,2124,2359,2642,2883
1985,2274,2551,2828,3095
1458,1811,2002,2136,2251
831,928,1013,1166,1260
370,676,744,810,883
817,895,963,1027,1092
853,931,1002,1066,1132
531,614,772,827,901
526,597,674,755,842
761,968,1044,1109,1177
949,1039,1131,1221,1296
544,624,778,837,917
576,664,863,951,1026
546,631,781,854,929
644,745,827,899,980
944,1035,1115,1187,1261
565,628,687,759,840
574,639,826,901,982
578,646,725,804,899
639,844,922,991,1058
769,858,942,1023,1112
595,669,823,905,990
557,627,826,917,1009
461,773,845,923,1011
641,847,920,985,1050
1031,1129,1222,1315,1416
581,709,755,799,849
637,690,774,819,872
672,752,829,915,990
681,768,840,930,1014
944,1032,1109,1183,1258
539,629,723,794,885
682,757,845,889,940
1026,1132,1231,1328,1424
745,822,896,964,1039
497,627,675,720,771
726,967,1058,1139,1218
803,904,986,1070,1169
495,698,745,787,836
616,700,898,975,1051
559,826,902,975,1056
748,847,934,1019,1116
456,628,703,777,860
552,617,713,768,847
598,676,749,882,963
599,662,720,854,936
908,1025,1121,1213,1302
613,697,767,887,960
577,677,838,910,986
584,653,810,886,974
687,754,802,847,898
853,977,1076,1166,1257
520,585,774,847,926
537,599,729,811,883
524,662,721,793,873
631,712,786,883,964
936,1036,1123,1198,1273
767,856,942,1030,1126
745,839,929,1010,1095
715,815,901,989,1087
946,1043,1129,1215,1373
686,770,844,923,1011
383,696,765,831,903
726,833,922,1011,1106
655,736,928,1003,1085
639,693,780,826,876
781,888,986,1081,1186
891,982,1050,1114,1178
335,659,736,808,898
