Client_0,Client_1
543,666
539,20637
412,527
8090,20587
400,543
488,20582
511,568
493,20686
464,562
338,20489
341,447
456,20666
481,522
512,20610
415,533
473,20729
533,696
443,20599
421,500
1200,21783
1307,1889
1363,21508
1091,1517
1134,22203
1459,2319
1275,20964
642,864
678,20895
651,877
899,20890
628,801
894,21023
632,958
780,20893
670,828
652,21001
702,961
817,20997
773,964
576,21005
1087,1193
698,21042
715,1136
612,20867
1011,1140
557,22964
990,1357
695,22960
1098,1206
736,20894
669,902
729,21013
1151,1255
729,20918
669,919
672,21038
1170,1291
585,21004
1123,1234
744,20946
704,939
650,21106
868,1112
713,20935
1028,1127
724,20936
1004,1097
501,20771
821,911
589,20905
1013,1110
626,20808
561,747
527,20856
640,810
507,20862
957,1051
663,20614
582,645
584,20813
593,774
778,20722
623,676
510,20779
825,907
613,20805
601,784
597,20891
982,1065
597,20712
516,692
763,20720
616,666
686,20710
507,659
741,21033
798,984
533,20591
424,538
696,20837
605,802
550,21018
720,1021
437,20824
612,802
550,20680
636,716
673,20691
489,626
591,20664
597,648
710,20751
524,703
758,20699
600,651
772,20824
612,775
540,20770
826,918
431,20838
892,974
410,20655
737,806
571,20741
729,816
460,20604
583,640
566,20726
515,648
649,20713
486,620
455,20639
721,809
477,20694
520,655
506,20614
639,724
471,20742
775,845
579,20731
553,710
591,20658
593,666
646,20645
584,628
430,20729
760,850
473,20696
512,669
596,20682
485,614
544,20678
549,596
651,20599
558,626
513,20759
823,904
620,20781
580,742
497,20699
506,632
407,20657
694,796
572,20623
676,746
724,20657
691,764
618,24581
4385,4520
373,20508
515,566
340,21434
1688,1854
1153,21500
953,1503
1057,21569
1669,1866
1045,21309
935,1254
1304,21779
1429,1912
1028,21451
1032,1406
1566,21392
1028,1398
1028,21800
2051,2242
620,20747
545,687
402,20509
456,505
550,20512
359,464
366,20548
390,500
442,20714
533,670
552,20561
577,636
622,20749
519,704
500,20634
610,662
377,20600
637,696
472,20587
433,557
335,20484
532,598
489,20622
654,713
379,20614
469,505
563,20551
387,551
483,20601
448,561
496,20673
626,698
420,20663
713,779
444,20565
382,462
567,20643
556,603
517,20601
428,525
494,20670
705,771
455,20590
412,527
426,21364
1085,1314
1403,21558
1137,1479
1012,21564
1627,1818
1395,21312
999,1237
1480,20952
984,1075
2214,20748
527,677
506,21536
1842,2043
1572,21537
1191,1518
1425,21738
1994,2250
551,20782
876,961
517,20674
718,792
509,20573
409,535
551,20649
693,765
594,20659
516,553
361,20598
555,631
363,20625
693,766
527,20612
675,743
428,20580
490,528
617,20675
429,539
444,20596
613,676
517,20629
661,723
539,20551
409,496
475,20556
479,516
420,20797
598,849
537,20696
513,659
714,20658
489,591
695,20637
607,666
488,20786
849,927
513,20833
894,972
566,20687
496,662
747,20616
521,568
533,20655
461,568
531,20782
837,918
523,20739
803,885
613,20655
600,644
1067,21555
1119,1539
1299,21010
715,855
572,20715
629,680
517,20604
522,584
522,20761
519,708
642,20640
416,498
425,20659
681,743
542,20684
737,811
525,20681
678,736
522,20639
683,749
475,20539
396,481
481,20648
682,748
415,20760
584,736
465,20633
667,734
552,20824
898,990
553,20715
502,670
616,20675
487,625
695,20713
593,638
587,20803
600,745
538,20753
521,629
663,20630
448,594
591,20873
648,828
497,20678
485,639
669,20644
590,638
547,20778
486,776
516,20674
492,638
487,20953
743,951
625,21075
856,1044
641,20743
558,719
681,20725
497,647
723,20606
427,556
687,20823
603,791
534,20665
579,625
952,23324
2964,3354
1011,21291
987,1202
807,20755
511,653
586,20667
445,583
624,20686
475,623
504,20739
548,700
714,20774
539,681
539,20750
811,902
563,20761
826,909
597,20752
549,717
627,20720
547,651
687,20672
442,597
515,20672
462,566
626,20671
488,591
752,20722
739,809
577,20766
839,919
587,20775
869,965
618,20614
439,548
464,20832
919,1011
542,20685
507,646
716,20642
569,616
753,20695
742,812
510,20677
770,867
589,20660
481,605
584,20717
657,704
1048,22186
1682,2282
1097,21372
1022,1330
1081,21435
1612,1769
1081,21498
1086,1482
1199,21525
1197,1430
663,21027
1128,1244
325,20583
387,511
527,20700
522,578
359,20675
503,644
505,20783
585,739
507,20586
547,594
452,20701
521,671
522,20573
464,497
511,20507
365,478
544,20600
489,534
524,20772
573,805
529,20701
671,754
778,20703
472,636
724,20710
614,725
607,20732
472,587
561,20958
726,937
583,20828
619,878
470,20812
972,1067
649,20771
551,728
634,20800
569,764
484,20665
493,610
770,20748
662,724
770,20734
645,696
579,20865
644,837
546,20694
781,868
589,20677
467,666
712,20842
593,766
642,20741
528,639
529,20606
414,562
441,20538
352,487
516,20609
620,673
574,20666
716,784
1094,21866
1496,1850
1057,21261
913,1144
1518,21818
1436,1772
1028,21503
1668,1834
1310,42607
