Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
670,1344,1454,1550,1641,1733,1866,1962,2054,2167,1375,1584,1486,1680,1901,1800,1997,2588,2175,2694
2242,2320,2390,2459,2535,2615,2689,2764,2838,2910,1269,1457,1369,1769,1962,1886,2064,2152,2233,2319
950,1035,1104,1169,1235,1321,1395,1613,1674,1856,862,1290,1223,1349,1460,1407,1532,1594,1653,1729
773,829,881,948,1015,1090,1165,1237,1306,1372,905,998,955,1042,1122,1081,1170,1212,1263,1308
636,724,993,1068,1146,1227,1315,1404,1481,1564,959,1114,1043,1190,1342,1273,1408,1624,1767,1692
1426,1521,1592,1658,1725,1813,1883,1958,2033,2108,739,868,812,924,1032,978,1193,1749,1823,1259
772,848,923,990,1070,1329,1394,1465,1547,1638,928,1110,1026,1189,1346,1265,1595,1679,1759,1829
622,997,1074,1141,1213,1286,1356,1422,1492,1578,920,1076,1006,1146,1286,1216,1356,1426,1501,1558
854,937,1008,1080,1151,1221,1292,1363,1433,1517,749,846,799,888,971,930,1109,1152,1193,1243
754,839,923,1006,1083,1350,1435,1514,1602,1681,1068,1251,1158,1339,1479,1412,1698,1774,1851,1918
699,789,1021,1088,1152,1216,1281,1346,1417,1506,854,1000,923,1076,1225,1149,1299,1505,1665,1580
1346,1415,1479,1541,1604,1664,1738,1800,1861,1935,839,1007,925,1371,1512,1449,1572,1635,1709,1768
619,989,1046,1101,1160,1218,1278,1337,1406,1478,698,810,1183,1243,1357,1303,1415,1473,1540,1612
784,868,936,1005,1086,1159,1236,1445,1522,1611,1025,1181,1102,1262,1400,1335,1467,1651,1577,1710
1067,1151,1225,1292,1357,1981,2055,2132,2214,2284,1634,1796,1726,1864,2014,1945,2073,2129,2191,2253
1438,1542,1624,1714,1793,1864,1935,2004,2092,2180,1716,1855,1788,1922,2066,1989,2122,2179,2241,2334
925,1018,1101,1171,1433,1515,1593,1665,1735,1828,822,955,892,1025,1164,1100,1221,1289,1349,1406
1055,1141,1215,1288,1354,1428,1502,1711,1799,1888,822,941,884,995,1113,1050,1187,1243,1303,1360
1536,1612,1677,1744,1810,1873,1939,2006,2098,2171,1595,1740,1672,1806,1935,1871,2004,2072,2137,2207
618,1015,1081,1146,1215,1284,1352,1416,1481,1571,766,884,829,937,1046,991,1101,1269,1201,1324
579,782,829,886,951,1016,1074,1146,1220,1284,839,931,889,972,1051,1012,1091,1130,1178,1216
624,710,983,1067,1144,1207,1270,1329,1423,1520,1057,1209,1137,1277,1432,1359,1506,1721,1871,1791
1113,1192,1268,1336,1413,1484,1560,1624,1696,1782,565,1105,1034,1178,1335,1260,1404,1475,1540,1626
797,869,930,992,1055,1121,1320,1381,1442,1515,1463,1622,1546,1690,1827,1758,1894,1957,2017,2089
924,1012,1094,1181,1276,1373,1458,1539,1692,1786,927,1092,1015,1171,1396,1317,1629,1712,1788,1858
678,1164,1235,1306,1373,1442,1573,1660,1732,1803,757,899,825,962,1081,1022,1142,1319,1247,1382
1388,1474,1546,1614,1689,1761,1830,1899,1963,2022,1565,1696,1632,1756,1882,1822,1941,2009,2069,2129
1998,2095,2187,2271,2354,2435,2517,2611,2691,2772,1258,1427,1349,1509,1650,1581,1725,1800,1874,1946
672,748,816,1030,1097,1162,1228,1341,1388,1430,1298,1471,1396,1545,1684,1619,1744,1806,1866,1928
