Client_0,Client_1
396,451
443,507
1649,1912
1172,1422
1516,1772
1144,1418
1214,1465
1588,1844
559,667
551,605
478,545
427,477
460,517
477,532
498,557
462,526
430,494
498,566
1625,1797
937,1172
1496,1759
1085,1280
1184,1377
980,1110
830,933
432,475
518,573
362,414
488,543
537,584
1708,1850
1195,1551
1211,1464
971,1139
716,797
596,661
614,681
554,639
605,704
551,635
444,500
518,595
1189,1344
1474,1734
962,1104
579,680
569,637
534,622
565,634
524,590
557,628
614,868
538,625
807,895
493,547
581,658
553,620
506,579
652,728
728,820
584,659
687,770
518,600
448,530
519,596
675,758
644,729
610,696
673,757
642,726
674,766
500,565
456,535
464,543
468,534
458,522
504,594
441,514
510,575
486,562
462,538
492,550
486,558
482,558
576,672
554,733
577,635
430,502
543,621
492,547
544,615
560,646
459,575
540,614
533,605
470,524
439,494
495,566
445,533
493,581
422,500
430,534
661,757
651,731
673,780
667,773
675,762
498,553
660,747
608,695
611,679
600,693
672,766
622,698
630,714
668,754
632,720
603,674
634,714
579,670
658,743
610,686
548,606
495,566
543,628
642,719
603,675
506,628
504,557
495,688
620,757
314,387
373,537
567,653
1495,1731
1296,1509
1091,1325
903,1037
1081,1271
772,955
874,1014
797,915
536,631
443,499
568,626
490,635
561,624
485,569
653,751
660,754
637,741
664,768
609,725
555,648
579,670
561,653
573,667
551,638
497,574
563,650
564,650
486,538
598,700
517,610
710,819
465,537
519,674
691,807
489,570
593,674
756,879
744,862
677,791
571,656
490,576
518,581
510,570
413,504
435,520
396,440
510,557
1456,1776
1413,1721
805,958
735,824
626,708
985,1169
901,1084
662,756
620,714
917,1078
988,1139
694,827
730,835
875,989
805,932
595,708
736,849
746,840
574,641
570,639
467,532
621,715
563,657
567,634
540,619
580,684
683,752
537,625
1337,1509
1054,1247
1044,1205
835,977
805,936
892,1013
617,708
473,545
593,685
707,793
647,728
654,741
604,687
540,608
618,691
570,644
488,543
490,550
498,583
542,629
555,638
611,678
484,577
539,622
592,702
533,623
598,699
466,536
1247,1506
1466,1693
1138,1282
1303,1979
1056,1226
1497,1701
1096,1370
1188,1375
857,1024
713,805
431,517
469,541
432,507
439,495
578,638
484,585
396,469
500,643
539,617
501,580
484,571
477,553
480,532
553,612
430,499
547,607
374,426
557,616
568,627
551,609
574,642
502,555
547,606
414,467
552,610
357,409
472,543
549,608
496,548
586,645
568,838
798,927
619,715
638,737
712,809
519,594
775,872
792,894
696,791
667,746
658,729
573,646
529,589
521,597
425,482
596,660
553,648
494,551
751,851
548,641
560,639
539,585
479,539
465,525
550,617
510,565
429,490
495,548
500,555
500,554
426,480
514,568
550,605
496,544
455,526
375,442
448,514
490,561
654,731
662,744
518,617
564,660
581,666
486,563
488,574
573,672
477,559
513,582
516,577
475,558
451,526
715,814
564,650
725,826
529,612
577,669
533,696
734,827
678,781
642,726
657,739
654,736
799,894
551,632
546,628
536,620
632,695
571,633
585,647
480,647
574,671
561,644
558,650
569,659
573,638
538,631
482,579
498,580
551,616
468,545
543,621
540,604
517,581
450,508
516,580
476,567
510,604
464,521
489,546
658,776
622,751
688,789
693,803
515,730
706,813
683,790
600,678
598,693
626,710
642,716
606,744
587,885
1245,1464
1108,1260
1767,2030
1029,1189
1406,1581
984,1129
741,837
1112,1264
1000,1136
564,640
552,621
556,626
565,641
556,632
553,626
535,701
463,540
678,754
594,669
569,638
592,666
419,494
479,559
526,598
443,517
560,641
599,690
674,787
598,705
612,726
596,701
600,704
547,625
496,573
597,719
547,639
573,629
522,628
690,801
832,946
761,1038
664,769
793,920
753,849
777,883
775,866
778,889
773,869
821,932
662,747
624,696
612,683
644,718
596,696
553,639
559,649
627,693
822,926
782,886
756,859
779,883
765,870
735,833
605,704
546,625
410,478
640,711
596,704
582,650
533,598
528,620
618,728
663,752
545,611
587,772
991,1171
803,921
792,882
707,811
705,808
655,740
660,746
655,741
654,739
576,681
517,640
571,671
644,731
555,634
533,744
808,945
790,905
720,833
441,492
432,502
493,557
499,571
494,560
439,505
1442,1658
844,1032
1430,1687
881,1205
1060,1546
983,1104
1348,1556
1292,1566
547,660
634,731
622,724
501,581
498,567
419,479
502,577
411,474
493,567
533,606
548,629
530,602
529,602
535,607
