Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
490,813,605,566,851,885,920,955,990,1034,504,547,755,828,793,866,914,963,1008,1078
470,759,720,512,795,831,866,900,942,978,979,1832,2056,2636,2263,2949,3137,3321,3543,3789
488,777,740,533,813,847,884,955,1001,1055,2227,2415,2611,3008,2813,3193,3389,3987,3767,4181
727,941,870,798,1016,1092,1334,1408,1482,1563,2200,2411,2622,3039,2852,3242,3471,3690,3913,6154
550,873,813,601,930,987,1045,1102,1164,1234,3700,3910,4141,4632,4388,4853,5062,5253,5474,5656
596,813,736,668,876,938,1143,1283,1362,1427,5118,5359,5567,5955,5757,6153,6366,6593,6818,7043
407,694,486,449,731,766,803,838,873,917,3193,3378,3567,5093,3769,5298,5485,5664,5852,6054
643,856,796,713,910,963,1013,1067,1172,1244,3078,3315,3514,3924,3720,4137,4340,4603,4796,4986
1276,1477,1415,1348,1538,1600,1662,1725,1787,1996,1460,1587,1696,1968,1803,2584,2803,2996,3192,3412
561,698,652,604,742,896,955,1013,1070,1139,2163,2381,2579,2968,2775,3178,3378,4027,3768,4260
668,848,791,732,906,963,1020,1077,1232,1302,1954,2243,2476,2919,2713,3929,4180,4395,4619,4848
1754,2437,2198,1994,3580,3803,4016,4313,4538,4782,1472,1624,1761,2023,1894,2154,2626,2748,2874,3025
1082,3156,2927,2724,3360,3568,3772,3979,4183,4433,2308,2451,2576,2821,2693,2957,3085,3213,3354,3490
1820,2388,2226,2041,2562,2728,3297,3840,4095,4320,1440,1566,1680,1895,1790,2005,2123,2603,2331,2474
2772,3510,3281,3050,3749,4530,4744,4935,5165,5379,1002,1082,1150,1288,1218,1357,1445,1643,1800,1714
3275,3753,4401,3527,4613,4850,5071,6297,6528,6726,722,798,868,1000,936,1065,1300,1361,1419,1489
2920,3670,3455,3230,3869,4066,4287,4470,4663,4869,1007,1066,1114,1220,1171,1266,1312,1358,1403,1448
1445,2496,1808,1639,2668,2858,3058,3242,3444,3658,1173,1247,1316,1445,1381,1509,1571,1636,1700,1805
2111,2510,2398,2284,2688,2873,3051,3212,3431,3568,560,613,664,766,716,820,1027,1085,1135,1198
1986,2681,2419,2192,2918,3128,3347,3960,4187,4444,538,607,669,784,727,840,1039,1099,1158,1233
2792,3423,3223,3016,3642,3857,4062,4290,4703,4944,558,609,664,778,717,832,887,1033,1133,1080
1217,1604,1485,1365,1716,1838,2250,2401,2529,2675,1005,1069,1123,1227,1175,1277,1328,1379,1431,1483
3785,4227,4092,3956,4359,4488,4618,4751,4878,5007,374,428,733,857,805,909,963,1015,1067,1128
