Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1
377,437,285,396,417,480,330,392,283,337
538,605,344,20416,423,488,265,389,308,379
544,613,297,401,380,443,358,422,288,355
584,680,258,20437,441,509,221,321,270,365
410,475,312,414,452,513,324,388,342,408
421,497,312,20490,437,480,361,434,399,494
406,469,331,472,362,425,217,332,390,449
1116,1442,277,20616,606,670,1443,1603,1397,1537
2874,3105,355,584,607,719,2745,2997,3358,3618
1178,1427,319,20478,577,642,1222,1450,1459,1688
1323,1627,279,450,549,614,973,1115,1192,1409
1273,1516,321,21392,397,461,908,1098,958,1174
2358,2716,1082,1530,1280,1553,1451,1698,2278,2518
2035,2445,3219,21923,1376,2382,2351,2614,2363,2631
1302,2119,1947,2145,979,1186,1076,1283,1635,1907
1310,1548,1141,21436,1097,1309,1061,1260,1183,1411
855,980,1058,1470,1071,1301,689,833,712,844
406,493,1804,23317,1300,1498,368,454,411,496
523,730,2864,3302,1924,2149,467,534,924,1011
477,557,1170,21408,1242,1739,447,520,449,527
917,1017,1031,1385,1080,1339,599,692,918,1022
494,568,654,20553,809,932,372,453,429,483
582,678,292,520,501,588,385,467,405,491
525,624,752,20551,472,560,335,424,363,439
1480,1571,315,503,533,612,516,614,1094,1199
540,604,934,20696,770,1015,452,510,378,518
518,623,508,674,672,743,550,672,608,703
511,589,371,20622,559,652,387,460,442,554
479,567,405,509,567,658,394,498,399,477
886,963,697,20588,824,917,500,583,966,1064
566,660,412,547,586,647,369,433,413,493
536,631,737,20583,806,1143,336,392,384,472
834,949,403,554,558,651,394,451,450,516
521,600,525,21057,462,631,336,423,458,544
489,1047,865,1032,633,791,510,594,735,826
535,620,441,20554,477,555,359,494,422,495
474,560,362,508,451,518,437,518,436,516
509,582,463,20632,480,577,362,418,413,489
511,588,435,603,444,523,366,434,377,453
1374,1675,480,20563,668,776,479,592,977,1081
583,661,554,637,534,624,339,395,530,665
501,586,448,20540,457,549,384,466,429,517
510,610,494,565,435,517,500,584,529,609
522,922,423,21220,455,543,411,502,1113,1217
