Client_0,Client_1,Client_0,Client_1
847,1043,732,834
578,685,668,736
773,922,703,821
686,971,748,845
679,774,691,780
524,595,515,667
772,923,818,926
883,1021,714,834
594,663,725,803
581,674,471,539
642,741,505,573
643,785,542,636
703,881,832,939
552,606,442,502
514,569,942,1111
1438,2150,1559,1804
1114,1321,885,1083
923,1277,1033,1275
992,1164,835,994
1348,1585,1215,1458
1048,1202,735,843
1071,1262,1327,1539
882,1079,750,924
1289,1568,966,1262
999,1123,896,1014
1302,1556,946,1122
938,1114,1008,1182
4960,5177,1907,2106
854,1028,783,901
812,930,910,1112
596,662,380,450
516,586,471,569
518,580,443,499
529,589,469,528
508,554,394,432
1506,1712,1329,1519
1000,1192,857,1066
1361,1521,1181,1378
1011,1202,954,1100
1421,1747,1359,1580
920,1043,907,1027
1544,1723,1377,1553
973,1096,885,1044
1146,1380,1383,1658
947,1069,846,968
1547,1857,1797,2169
1072,1200,1009,1236
1175,1313,1090,1225
624,697,718,800
598,663,537,617
633,697,527,587
604,680,609,691
522,592,913,1071
1542,1748,1261,1436
1032,1157,1310,1466
1427,1613,1291,1440
960,1081,1014,1217
1111,1336,1391,1667
599,693,702,836
581,644,518,655
583,649,387,457
554,619,398,489
478,552,355,429
572,659,488,562
597,667,503,601
679,774,473,559
624,709,564,688
551,641,558,653
629,722,547,637
626,717,599,673
564,647,628,748
602,690,585,680
638,753,626,713
635,705,599,700
524,605,538,617
752,895,616,710
650,722,660,741
567,647,596,668
563,644,579,670
619,684,506,568
593,659,511,574
509,602,451,516
617,710,587,653
514,610,657,729
639,709,588,659
600,699,491,589
523,618,480,562
531,596,532,603
567,659,555,636
702,816,606,701
750,870,529,680
763,851,707,799
805,897,707,793
585,692,422,486
609,687,590,704
753,842,560,663
648,728,507,575
606,694,529,615
599,664,576,639
541,641,464,533
769,871,711,810
841,975,597,761
580,646,523,585
671,766,466,543
520,583,465,527
606,694,429,509
534,623,570,666
841,979,561,660
616,723,695,785
562,625,511,601
562,645,469,531
606,704,543,605
568,663,532,593
507,722,598,660
606,705,702,793
537,640,648,828
668,748,660,750
674,744,585,676
585,691,539,634
652,723,608,677
542,642,526,588
585,699,531,598
566,631,672,743
576,662,494,579
767,904,531,696
634,705,620,688
583,680,626,697
793,950,712,799
625,697,520,583
614,724,606,716
799,952,674,800
662,749,701,784
721,805,611,710
778,919,741,908
541,637,530,622
678,755,579,650
1008,1183,776,911
874,1028,793,957
688,779,725,863
604,691,646,742
757,867,523,623
907,1071,625,751
790,935,1235,1382
608,697,767,909
581,656,523,605
948,1122,796,908
832,986,830,939
639,746,623,701
951,1126,639,761
1325,1487,1371,1507
598,710,643,769
587,660,532,604
875,1035,975,1077
704,784,533,662
694,813,526,622
754,870,513,586
896,1073,1090,1192
818,1028,1022,1117
622,695,509,583
646,732,523,598
539,601,481,542
466,528,491,574
682,788,495,678
554,655,508,601
676,784,465,565
724,850,937,1030
587,693,448,528
601,704,582,680
530,628,405,607
542,640,439,519
612,713,501,587
537,611,452,539
732,837,892,1001
630,724,771,880
855,936,954,1058
849,925,924,1025
909,991,1063,1172
920,1010,868,979
515,619,496,586
583,672,538,605
643,743,858,968
819,1312,1126,1289
810,905,894,995
680,789,751,841
703,813,794,886
832,922,958,1059
606,684,505,598
595,708,473,552
1177,1271,838,1033
529,760,455,676
612,704,545,614
814,929,727,857
998,1116,1203,1311
660,793,512,651
542,653,545,613
1675,1795,1267,1384
1438,1523,1080,1172
607,678,504,598
552,652,478,551
607,729,555,651
1438,1561,1061,1184
1587,1728,1126,1260
1528,1649,998,1114
698,819,575,665
623,736,525,606
615,730,509,622
739,850,1066,1339
1001,1104,1313,1441
756,881,683,803
2582,2761,1814,2046
871,989,959,1105
1836,2076,1201,1399
959,1146,1004,1181
1418,2328,1398,1896
2777,3045,1834,2046
1316,1413,902,1000
847,910,584,647
1000,1072,664,738
982,1059,671,732
520,585,511,576
476,544,483,545
376,433,327,488
1011,1093,630,691
1300,1409,846,933
617,732,689,793
1193,1443,1391,1541
1597,1752,1184,1314
898,1038,877,1035
635,743,698,816
916,1262,1323,1492
749,853,797,935
729,852,702,833
