Client_0,Client_0
494,555
408,520
456,564
535,566
371,449
449,540
442,550
417,594
489,582
475,565
465,510
495,650
715,418
417,340
451,378
480,338
538,284
332,403
310,385
287,479
282,412
313,459
475,355
361,406
394,334
329,416
410,629
300,383
440,496
243,340
338,567
635,609
356,555
447,582
331,429
703,338
794,411
728,456
767,999
386,1229
391,1137
430,1165
476,1554
1176,940
1003,451
1247,492
1064,500
1567,403
952,511
414,408
520,528
522,480
525,455
553,381
397,478
625,465
465,556
651,373
416,548
488,385
382,301
588,536
420,500
576,1077
332,1499
370,1880
663,1081
390,980
1130,1036
1866,1265
1931,762
1173,788
944,809
1027,547
1411,1125
775,584
581,1004
602,651
485,887
1099,593
485,909
1061,1033
569,578
654,917
615,909
1058,484
900,427
562,551
770,610
1023,665
499,709
488,582
685,1207
536,522
811,828
849,327
583,480
645,451
524,432
372,416
443,564
393,481
486,407
487,717
431,472
408,599
369,312
324,328
528,377
488,391
436,529
310,419
355,439
440,420
459,601
441,507
433,325
332,400
406,616
425,548
502,359
369,344
404,488
414,722
452,631
428,542
300,569
478,670
695,512
404,612
443,507
657,460
751,507
515,410
700,496
495,511
465,516
591,445
455,399
746,491
555,439
526,431
550,587
385,467
589,415
498,702
470,469
478,545
539,771
493,640
510,661
449,746
530,535
478,624
639,464
515,650
543,550
529,638
796,526
499,667
792,474
555,393
789,536
544,468
510,668
604,584
477,470
697,788
463,500
787,567
585,619
449,1256
641,1299
548,1255
493,1049
448,1860
1015,2266
2110,1195
1184,1097
906,1563
2186,2248
2582,1170
1521,1065
990,953
1275,712
1934,1936
949,474
1125,567
1453,548
688,438
512,416
480,410
427,464
513,1238
421,1245
355,995
322,1006
432,1065
1081,1198
1060,1052
878,837
908,879
1102,665
1071,463
1005,485
695,647
648,495
400,656
387,472
514,606
565,449
490,488
544,582
457,543
467,486
511,548
346,498
443,563
395,543
432,446
523,465
415,515
442,574
409,522
333,345
390,567
524,517
428,571
438,477
294,442
481,576
425,388
422,526
336,404
461,473
565,514
382,424
455,455
377,579
395,473
513,457
356,575
359,349
378,366
427,525
272,445
454,448
518,532
365,539
443,494
328,897
382,1171
499,992
353,1126
435,1599
1302,1999
1629,835
1023,968
1107,1178
1626,852
2072,1048
740,412
1151,367
985,434
1147,627
1008,457
300,436
376,704
532,587
599,823
510,394
350,450
730,548
630,772
682,391
378,434
410,270
633,393
695,659
441,434
399,347
340,628
336,698
451,498
535,453
443,464
521,403
562,563
516,808
423,483
453,410
394,344
391,467
632,830
499,535
361,443
397,479
559,517
521,564
450,544
391,437
436,482
475,603
401,513
521,502
476,339
363,409
434,496
370,464
489,658
388,1014
504,1745
495,1066
361,1031
478,1764
1087,2215
1092,1325
1117,1927
1133,1419
1245,597
1577,784
1017,687
1264,1154
1235,663
526,1457
773,626
581,1025
1027,1488
669,531
1148,423
602,293
1080,641
1687,298
660,303
329,367
221,409
448,371
354,507
275,421
346,422
293,405
414,652
455,340
470,476
360,552
344,437
588,538
399,449
315,385
481,397
355,761
400,499
487,404
390,490
501,377
681,634
533,651
391,533
483,390
353,528
575,549
579,481
552,587
435,566
479,499
473,393
444,403
512,508
534,345
492,421
384,477
513,436
482,412
483,584
628,636
475,489
504,507
489,1036
706,1115
775,1792
524,1594
471,1087
999,1841
1056,1870
2174,1246
1015,1083
1105,851
2161,685
1634,552
1324,637
927,538
1132,861
630,555
878,513
506,727
528,637
981,599
711,736
642,491
898,721
645,583
857,581
878,460
571,724
892,656
555,499
592,558
526,560
879,493
653,558
825,555
517,581
466,520
654,587
377,991
713,503
621,760
484,643
556,479
670,599
526,515
718,704
775,496
501,514
746,442
638,1018
865,645
622,465
578,628
556,611
1136,499
723,2072
560,462
888,466
581,416
643,458
1207,381
394,354
296,449
318,355
359,357
298,393
305,421
454,415
390,392
298,432
285,490
319,1152
317,1929
354,987
384,1143
478,1352
1100,1290
1504,937
816,1071
849,1502
1424,1643
953,1532
806,1164
1063,1036
937,1078
1312,1339
1658,807
973,884
876,915
1174,446
1583,513
797,363
832,465
1055,417
405,480
526,460
463,352
237,435
387,544
495,432
460,433
258,440
350,343
553,365
451,466
430,1111
318,1041
414,2639
434,1037
422,1146
1109,1620
1042,1658
2280,1057
974,778
1092,1698
1836,710
1938,1470
1061,1009
892,879
1236,1276
777,608
1121,657
1306,591
723,646
