Client_0,Client_1,Client_0,Client_1
363,500,346,440
445,532,409,466
424,482,334,375
603,686,385,447
552,627,398,456
516,579,453,513
471,540,401,459
465,507,388,439
717,854,639,787
479,626,620,684
466,505,382,423
441,510,373,431
413,470,316,372
545,612,379,499
515,581,444,489
437,509,443,481
338,394,401,458
578,637,419,525
335,378,429,479
489,532,463,521
459,518,365,419
356,420,321,360
488,554,448,516
448,500,490,537
431,486,505,547
524,634,467,526
463,524,436,477
1289,1494,1146,1384
971,1109,811,965
775,864,802,880
507,595,740,808
434,500,600,670
417,493,493,569
410,467,504,554
881,952,1110,1192
513,596,483,567
506,560,497,577
510,562,516,584
646,723,455,539
435,509,564,633
433,508,416,491
556,608,600,694
672,790,679,840
482,549,397,446
507,579,366,416
534,633,413,482
470,525,387,472
671,782,732,902
531,595,419,495
1091,1331,998,1163
1166,1352,1157,1359
1472,1883,2407,2670
1263,1558,1106,1259
811,986,798,978
1100,1352,1602,1791
917,1055,1007,1125
982,1168,1456,1601
1316,1513,1568,1834
826,957,833,985
1047,1267,1743,1962
516,633,502,595
865,1067,1230,1400
478,553,546,627
683,799,1031,1146
493,553,430,522
470,548,388,478
448,521,364,453
498,586,709,883
452,543,394,498
564,644,703,802
585,935,990,1112
604,662,590,654
510,597,536,617
786,917,1124,1254
500,588,551,625
1094,1198,917,1052
662,982,777,922
790,883,901,1030
945,1068,1083,1260
583,706,651,721
948,1070,715,835
1489,1623,1221,1356
758,930,648,787
768,888,1110,1202
707,787,692,765
792,906,643,722
1835,2260,2483,2660
2688,2941,1567,1752
1697,2341,2939,3285
6614,6891,3710,4832
1783,1907,1724,1835
438,511,440,514
497,563,400,476
501,578,389,501
460,513,420,469
444,500,350,402
1080,1237,1160,1375
1556,1773,1506,1687
1576,1777,1419,1626
1088,1253,1023,1185
1452,1670,1361,1574
1162,1391,1289,1520
1193,1435,1029,1163
1114,1352,1101,1238
1548,1731,1068,1313
1475,1682,976,1162
879,1014,1041,1176
1190,1384,1307,1574
1070,1335,1388,1711
789,938,791,891
938,1061,760,858
1109,1250,1077,1228
810,989,812,961
1049,1168,971,1114
1062,1206,697,830
677,794,675,788
885,1003,815,927
515,612,515,613
771,867,530,617
525,618,510,569
776,870,690,775
665,760,622,698
509,595,469,549
599,676,689,781
434,479,495,544
405,446,346,393
447,504,450,499
436,493,387,434
345,398,371,429
466,522,323,422
403,467,423,470
409,472,319,377
420,473,371,432
529,609,384,471
458,511,523,584
