Client_0,Client_1
617,689
474,553
771,879
808,930
791,913
805,919
680,781
540,625
569,669
493,584
549,683
564,685
577,662
622,708
587,681
672,802
505,585
532,611
659,786
628,725
497,632
586,692
694,816
640,755
617,734
583,689
639,762
593,660
655,786
421,498
1470,1649
981,1177
757,867
485,543
507,570
421,478
500,564
1600,1775
1077,1273
1357,1526
521,583
534,609
471,519
452,503
481,531
450,507
430,490
1486,1694
1134,1301
5571,6637
1120,1268
589,708
503,552
372,417
520,564
558,618
469,540
507,570
491,559
1534,1750
818,939
1295,1460
996,1178
1410,1611
1098,1276
1353,1550
1070,1251
1109,1584
790,903
641,745
680,783
707,813
695,798
689,789
706,816
567,649
642,737
581,670
621,716
571,659
473,551
672,770
664,766
563,646
598,696
554,642
645,744
637,732
598,688
592,679
634,725
507,609
628,718
580,645
609,685
571,641
554,617
495,541
510,561
450,514
512,558
360,400
476,535
1262,1513
907,1090
1118,1309
1566,1766
1412,1590
632,736
534,623
579,666
585,672
506,586
541,622
572,659
603,668
616,684
631,711
612,716
662,738
646,718
732,805
614,713
293,354
525,571
518,562
512,556
499,543
511,556
538,583
466,525
363,422
1114,1273
1129,1452
1103,1307
1188,1370
1260,1447
703,848
550,643
410,456
452,496
1586,1799
1062,1279
1525,1696
952,1185
1475,1653
828,915
527,576
575,641
449,507
375,445
998,1377
946,1070
1106,1307
597,696
353,434
449,524
401,453
1024,1247
995,1163
1408,1710
746,886
705,832
1052,1244
667,786
746,888
625,731
564,667
560,662
620,738
1176,1419
969,1174
1279,1526
1061,1239
996,1116
1089,1281
1125,1299
1415,1709
1421,1713
660,766
582,652
811,905
848,1010
719,844
592,708
608,722
589,699
544,641
575,683
481,616
1099,1302
1005,1199
913,1081
956,1138
927,1201
987,1162
1158,1316
810,936
1289,1359
530,591
462,532
491,535
1457,1641
892,1036
1422,1591
978,1151
496,574
512,588
489,549
574,649
649,723
714,792
498,581
629,703
611,684
603,680
488,549
529,621
585,657
621,686
596,672
624,689
488,536
385,438
498,560
452,518
411,633
1297,1473
1005,1192
1454,1693
1003,1128
1317,1491
816,901
793,944
749,876
698,790
1124,1288
858,1219
688,777
1289,1573
773,901
762,876
958,1141
720,857
794,918
950,1126
729,861
648,776
646,741
735,837
807,947
992,1161
693,780
665,738
626,754
643,777
855,984
741,830
712,809
562,632
551,644
711,906
823,971
756,871
697,775
675,758
570,669
837,945
729,821
697,822
674,790
665,783
818,972
676,799
553,639
512,610
550,638
511,601
503,589
579,650
616,691
632,723
527,616
594,676
461,539
538,615
588,700
620,736
598,708
627,737
556,638
542,630
593,654
581,641
400,459
451,529
515,622
485,571
440,511
805,964
1036,1156
958,1109
1154,1414
920,1072
677,756
565,636
503,568
454,520
465,529
1155,1416
1004,1130
1127,1641
1080,1248
1419,1645
1012,1187
1292,1495
1068,1275
1529,1887
1202,1427
1054,1210
886,1022
1049,1258
1043,1230
1037,1224
922,1089
801,897
610,674
523,613
526,612
534,595
534,595
586,650
574,637
472,542
508,584
536,608
552,625
570,650
552,642
463,546
498,597
708,788
580,666
689,772
623,697
560,643
675,753
578,720
574,717
657,736
556,635
623,700
634,709
527,594
608,677
624,697
637,714
640,717
532,602
630,701
595,665
627,698
501,603
622,702
1051,1199
1463,1631
999,1144
1371,1564
927,1050
1620,1832
999,1126
1417,1650
1001,1128
1366,1599
997,1173
1355,1491
1067,1191
939,1050
749,844
1100,1242
964,1077
773,879
1107,1233
526,629
729,821
708,807
707,790
684,772
640,716
631,711
549,619
571,641
587,666
493,579
470,548
506,592
506,565
565,643
519,587
501,564
487,652
696,791
651,727
525,625
545,615
604,679
588,675
561,648
559,629
548,620
565,669
570,645
550,638
698,802
752,858
544,776
567,658
603,686
573,651
529,586
472,529
431,490
481,538
492,579
502,571
493,548
516,615
480,524
375,433
525,593
580,639
565,644
579,646
708,789
702,788
445,505
483,536
520,580
505,553
433,494
432,533
509,569
485,539
411,485
471,529
445,503
490,547
462,526
489,547
474,546
542,601
1222,1363
1017,1206
1361,1502
973,1131
922,1062
513,573
473,590
467,519
430,486
435,485
466,520
427,479
381,434
527,572
356,411
384,439
341,407
533,592
569,637
694,776
565,635
515,569
1019,1186
921,1095
1304,1505
1003,1127
581,647
597,670
848,964
792,884
845,947
718,804
536,658
509,610
441,512
491,577
554,641
511,613
573,661
557,657
447,494
412,476
407,481
496,550
471,529
469,526
1543,1708
932,1053
1395,1582
