Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
2462,32527,32352,32157,31960,31786,31613,31335,31092,30741,695,877,803,927,979,1028,1074,1242,1289,1185
10094,13680,13540,13405,13263,13120,12965,12836,12699,12558,461,831,514,916,1017,1069,1104,1137,1208,1242
1848,22625,22538,22457,22381,22306,22226,22147,22067,21985,1085,1223,1158,1286,1346,1409,1473,1534,1597,1660
1732,3138,3066,2994,2923,2848,2779,2711,2641,2568,528,631,582,679,959,1008,1056,1104,1152,1210
466,21196,21147,21098,21050,21001,20952,20902,20852,20801,555,659,604,948,1002,1055,1108,1160,1212,1283
647,1500,1457,1413,1370,1327,1285,1241,1198,1153,603,730,668,789,848,907,968,1114,1241,1173
494,21786,21731,21686,21616,21564,21505,21460,21408,21355,974,1125,1056,1195,1267,1338,1405,1478,1551,1620
2011,2464,2423,2378,2332,2275,2237,2191,2139,2084,546,631,591,942,1003,1058,1112,1176,1221,1262
323,21005,20957,20908,20859,20811,20761,21157,21108,21059,506,825,568,886,933,993,1062,1125,1211,1294
508,1355,1306,1262,1208,1165,1121,1507,1456,1408,710,837,776,897,956,1015,1249,1322,1392,1483
404,21697,21633,21596,21560,21523,21486,21448,21410,21372,759,887,826,947,1007,1069,1129,1314,1466,1384
1237,2130,2075,2019,1959,1906,1848,1791,1738,1682,845,985,918,1050,1117,1194,1272,1609,1703,1498
593,21295,21240,21178,21108,21049,20993,20933,21413,21358,942,1143,1043,1240,1334,1433,1539,1900,1995,2093
668,1700,1651,1602,1551,1497,1441,1385,1807,1756,2280,2499,2396,2600,2702,2858,2958,3056,3157,3256
446,20893,20855,20814,21125,21088,21051,21014,20976,20937,715,854,787,920,986,1051,1133,1351,1492,1419
451,1090,1059,1026,1281,1251,1220,1189,1158,1127,888,1036,966,1115,1181,1247,1312,1504,1649,1572
484,23498,23436,23378,23319,23261,23202,23144,23084,23024,794,951,875,1045,1119,1195,1268,1448,1607,1523
1265,2369,2305,2237,2173,2117,2055,2001,1944,1885,637,771,710,840,931,1211,1312,1389,1467,1557
3651,21122,21081,21039,20997,20955,20913,20869,20825,20785,797,936,868,1002,1069,1138,1400,1472,1541,1624
446,1340,1305,1270,1236,1201,1166,1132,1097,1061,871,1009,944,1071,1129,1188,1248,1411,1558,1480
596,21302,21242,21182,21122,21061,21001,20939,21439,21368,620,732,679,797,860,924,986,1151,1215,1278
672,1751,1699,1646,1592,1534,1476,1416,1876,1817,495,987,563,1057,1102,1153,1218,1282,1347,1410
1089,20771,20728,20683,21028,20986,20945,20903,20861,20818,971,1198,1094,1299,1403,1483,1759,1846,1934,2040
411,1030,995,959,1280,1223,1180,1144,1106,1070,616,1072,701,1140,1221,1313,1397,1477,1576,1669
410,21131,21073,21013,20954,20895,20834,21313,21255,21196,2262,2729,2495,2917,3111,3325,4083,4413,4678,4896
549,1529,1480,1430,1380,1328,1277,1687,1636,1585,3825,4333,4082,4570,4810,5047,5277,5510,5744,5981
423,21615,21529,21444,21356,21271,21179,21102,21032,21760,5595,6327,6059,6569,6828,7075,7327,7584,7817,8035
844,2232,2168,2104,2039,1973,1908,1840,1748,2305,1229,2255,2087,2450,2662,2880,3110,3370,3594,3903
473,23352,23233,23113,22989,22825,23818,23708,23596,23484,1262,1481,2159,2391,2617,2843,3094,3445,3662,3930
1864,4412,4121,4014,3909,3802,4895,4783,4653,4545,3586,4050,3826,4263,4478,4694,4916,5171,5373,5552
5298,24194,25316,25123,24944,24758,24586,24400,25654,25508,1233,1423,1332,1513,1601,1690,2011,2117,2228,2361
3807,6598,6492,6321,6147,5976,5783,5613,6818,6718,652,1285,746,1370,1450,1714,1811,1916,2012,2107
1977,23786,23599,23410,23219,23017,24581,24393,24184,23999,599,992,665,1047,1100,1154,1241,1324,1407,1505
1909,5205,5059,4913,4734,4579,5906,5750,5597,5411,531,865,590,912,956,1002,1057,1111,1181,1264
4327,22435,22342,22251,22157,22061,21966,21869,21769,21672,849,984,920,1047,1109,1331,1394,1461,1546,1629
1377,2997,2904,2826,2760,2683,2605,2522,2441,2356,769,943,858,1025,1113,1506,1594,1678,1761,1841
1253,21457,21375,21293,21211,21128,21043,21714,21632,21548,562,892,619,938,983,1026,1070,1112,1155,1209
663,2046,1972,1903,1829,1760,1686,2270,2199,2124,858,1027,949,1109,1185,1250,1472,1544,1616,1687
708,21240,21162,21093,21028,20958,21511,21447,21380,21313,783,958,874,1038,1116,1424,1695,1791,1875,1957
615,1788,1724,1658,1594,1527,2036,1981,1920,1862,545,873,595,919,962,1005,1052,1125,1195,1278
1168,21003,20959,20915,20871,20825,21189,21144,21099,21054,703,866,791,942,1016,1094,1353,1625,1717,1802
544,1282,1245,1208,1170,1132,1437,1400,1363,1325,771,901,839,961,1021,1080,1142,1320,1455,1385
596,20902,21262,20854,21179,21135,21090,21045,20999,20953,753,896,823,973,1049,1125,1216,1502,1577,1412
549,1207,1562,1125,1504,1445,1378,1329,1289,1251,1513,1657,1791,1919,2068,2213,2382,2550,2445,2495
468,21621,21534,21450,21357,21289,21195,21109,21030,20965,519,1021,597,1080,1148,1225,1295,1370,1469,1552
778,2260,2186,2115,2045,1967,1887,1800,1694,1600,1144,2756,2536,2951,3144,3337,3527,3717,3942,4135
745,21238,21174,21112,21049,20985,20920,21443,21379,21314,2916,3361,3157,3546,3718,3880,4043,4235,4400,4566
601,1692,1636,1579,1523,1467,1409,1868,1811,1755,2023,2402,2190,2607,2803,2987,3563,3741,3910,4109
785,21085,20999,20932,20853,20807,20768,21317,21239,21162,1999,2449,2228,2668,2873,3080,3758,4143,4441,4640
570,1598,1523,1466,1410,1352,1284,1803,1738,1675,1129,2145,1988,2325,2497,2684,2866,3045,3206,3390
3847,26103,25903,25706,25494,25250,24473,24228,23543,23314,2044,2466,2256,5658,5936,6176,6410,6619,6818,7030
2869,7631,7462,7288,7114,6944,6767,6543,6353,6147,1834,2285,2077,2481,2697,3520,3927,4079,4225,4359
1691,24327,24123,23927,23729,23556,23397,23261,23120,22879,1464,1771,1640,1888,2038,2190,2654,3106,3291,3500
1362,5654,5497,5331,5165,5013,4843,4693,4525,4364,2285,2609,2450,2772,2930,3091,3265,3442,3617,3779
2001,28180,27702,27353,27032,26688,26326,26079,25838,25617,2497,2777,2649,2906,3046,3205,3361,3503,3644,3785
5206,10933,10744,10554,10366,10037,9689,9444,9194,8786,1308,1566,1446,1685,1800,1927,2041,2743,2909,2354
2870,22513,22346,22186,23424,23282,23128,22982,22835,22681,1728,1952,1847,2051,2150,2249,2348,2447,2543,2638
1269,3603,3484,3376,4300,4194,4081,3967,3855,3736,1076,1250,1167,1335,1419,1511,1599,1849,2063,1946
1401,22982,22840,22686,22519,23751,23596,23451,23290,23138,1115,1262,1196,1326,1389,1455,1523,1587,1653,1719
1668,4144,4015,3888,3752,4779,4650,4531,4415,4288,959,1075,1022,1129,1178,1229,1276,1323,1370,1417
1109,24075,23968,23855,23742,23632,23512,23384,23260,23136,513,761,564,807,863,917,971,1025,1079,1143
2848,4894,4796,4699,4597,4496,4376,4254,4144,4045,1022,1150,1096,1208,1265,1325,1385,1446,1513,1576
