Client_0,Client_1,Client_2,Client_3,Client_4
969,1128,1481,1609,1757
1339,1518,1659,1800,1940
724,1193,1343,1499,1605
655,726,892,955,1048
1106,1249,1382,1509,1639
1069,1233,1332,1466,1601
758,846,1023,1111,1210
930,1054,1192,1317,1420
816,930,1112,1211,1319
777,912,1210,1311,1445
564,843,938,1042,1136
923,1014,1099,1173,1271
702,776,841,907,983
1140,1257,1404,1559,1709
626,716,1048,1113,1181
639,709,768,831,912
567,653,710,784,844
475,517,610,645,685
515,904,1109,1220,1330
626,694,759,821,894
382,659,726,788,854
774,839,892,944,994
497,543,578,613,651
513,556,592,658,699
507,579,647,711,773
533,617,682,746,872
536,603,646,733,784
696,763,936,1011,1081
595,664,728,793,865
491,538,597,655,725
795,862,925,987,1047
504,561,610,658,706
632,705,767,827,893
1843,2068,2268,2458,2655
1858,2088,2294,2484,2714
2226,2469,2668,2891,3112
2093,2323,2543,2763,2958
1657,1868,2068,2276,2484
1367,1519,1628,1778,1957
1100,1253,1392,1526,1673
565,631,781,838,901
709,792,867,942,1026
869,949,1014,1074,1129
500,541,576,641,679
648,725,788,852,923
339,561,617,670,728
693,760,818,876,933
499,549,592,694,756
470,519,563,611,666
606,665,716,766,823
531,570,604,667,706
717,811,884,950,1008
541,598,647,697,760
635,708,768,826,890
502,543,578,613,651
471,534,670,722,780
704,780,858,933,1003
477,545,603,670,728
497,554,605,707,762
616,680,737,791,844
562,626,685,742,808
441,482,516,581,622
558,638,708,780,856
470,532,589,644,706
645,707,765,821,885
1629,1797,1953,2126,2318
1607,1806,2009,2194,2388
1046,1856,2101,2318,2549
1624,1811,2325,2526,2696
2291,2544,2713,2889,3071
1996,2217,2403,2580,2757
1299,1660,1907,2144,2371
1006,1623,1841,2073,2311
1538,1785,1966,2147,2349
1031,1151,1422,1549,1648
987,1404,1526,1632,1749
1599,1802,1992,2424,2615
2187,2398,2572,2730,2886
1960,2132,2280,2421,2560
1262,1444,1859,2223,2401
930,1815,2030,2230,2496
1796,2038,2288,2497,2718
1561,1784,1984,2205,2699
1038,1431,1608,1780,1967
1401,1581,1779,2187,2355
2646,2886,3069,3288,3542
1259,1443,1559,1671,1798
857,947,1025,1105,1194
513,763,832,901,996
632,718,895,1075,1152
889,974,1050,1127,1199
539,734,807,866,920
584,639,686,772,825
682,764,879,954,1038
844,933,1016,1102,1193
675,731,786,852,907
677,765,852,939,1020
944,1046,1142,1230,1318
926,1012,1079,1159,1255
934,1058,1146,1230,1312
1026,1116,1195,1270,1357
753,874,959,1077,1177
728,830,916,1001,1099
1992,2430,3193,4147,4650
763,868,964,1067,1160
678,754,936,986,1039
455,677,725,774,831
946,1064,1172,1284,1392
1171,1294,1350,1398,1444
627,706,885,952,1000
692,770,839,907,983
980,1112,1232,1350,1433
1047,1172,1302,1402,1500
698,782,863,931,1015
635,732,968,1057,1147
1053,1171,1282,1370,1450
780,881,956,1033,1116
554,687,735,783,837
524,599,786,856,934
781,877,961,1043,1137
1122,1252,1370,1464,1548
689,782,1017,1105,1198
550,620,820,902,988
634,704,783,929,1011
601,655,777,831,878
924,1022,1115,1202,1318
740,817,894,965,1039
782,868,947,1028,1118
1300,1383,1465,1717,1841
633,711,832,942,1064
798,925,1036,1152,1257
1001,1160,1304,1447,1601
743,842,929,1021,1161
538,593,717,764,815
623,710,873,950,1017
1138,1262,1377,1497,1612
668,744,807,861,917
606,702,945,1012,1084
1024,1141,1261,1367,1474
1062,1186,1300,1420,1532
543,675,722,767,819
633,694,747,794,846
620,694,772,850,935
766,857,940,1018,1110
374,702,772,908,1020
569,635,758,810,854
589,721,768,821,866
1591,1786,1940,2099,2299
866,1717,1895,2008,2168
1033,1400,1520,1654,1802
1498,1688,1879,2071,2471
1790,1990,2179,2359,2539
1950,2129,2284,2447,2611
1309,1461,1591,1727,1884
1277,1427,1558,1687,1839
1173,1322,1451,1576,1718
995,1425,1559,1738,1903
1101,1235,1514,1680,1866
1364,1548,1727,1880,2063
1460,1675,1840,2005,2383
1286,1463,1625,1760,1891
615,1074,1225,1354,1485
775,857,1038,1119,1188
933,1056,1166,1276,1399
1481,1634,1765,1891,2014
1272,1415,1550,1673,1808
1026,1153,1261,1365,1483
873,980,1075,1169,1278
979,1074,1157,1237,1315
838,934,1026,1115,1220
531,586,634,703,764
610,682,743,800,866
701,769,829,886,943
578,659,729,804,880
532,586,669,739,810
566,629,686,742,804
568,636,699,760,828
629,712,790,881,961
603,682,749,813,892
561,605,642,714,833
502,547,586,691,740
450,495,535,607,649
991,1089,1177,1256,1335
876,965,1039,1110,1181
476,553,705,758,832
565,635,791,854,919
570,640,704,838,910
756,842,920,996,1080
830,923,1000,1078,1157
566,639,782,850,923
780,858,931,1009,1088
807,885,950,1018,1088
515,637,681,730,773
668,743,807,867,939
592,643,724,767,815
822,910,979,1043,1107
553,632,704,775,842
523,575,708,749,793
683,772,844,916,998
501,552,665,709,760
605,681,748,817,888
908,986,1051,1116,1183
561,641,703,833,907
627,707,915,992,1074
734,812,883,953,1031
767,889,1008,1139,1269
980,1122,1256,1379,1491
587,637,680,760,809
583,661,840,913,986
574,659,744,897,981
982,1121,1244,1373,1478
999,1134,1274,1375,1445
551,601,647,774,853
588,647,702,828,906
512,587,661,789,871
792,903,1005,1102,1198
763,861,940,1069,1227
579,649,794,876,965
772,859,940,1022,1111
633,689,816,873,918
864,981,1086,1186,1274
774,875,968,1080,1173
645,716,781,927,1016
435,668,731,812,889
636,694,821,891,941
944,1037,1123,1216,1288
871,975,1204,1303,1392
574,632,763,813,868
667,758,823,888,976
538,595,645,757,815
743,837,921,996,1078
725,816,893,981,1056
563,622,755,805,860
887,983,1072,1155,1247
823,912,994,1074,1164
1115,1228,1326,1425,1534
748,999,1101,1193,1285
634,716,888,967,1051
647,710,760,900,1046
769,867,959,1049,1248
699,803,898,991,1077
1045,1149,1237,1313,1383
603,673,753,842,923
738,844,941,1035,1138
777,872,965,1058,1132
819,917,1003,1089,1191
664,746,967,1051,1143
1283,1457,1649,1868,2091
834,930,1010,1085,1228
540,863,941,1013,1089
796,898,987,1072,1166
1084,1245,1369,1463,1552
821,915,993,1072,1176
1107,1254,1392,1530,1681
1136,1253,1347,1438,1518
576,660,866,947,1027
777,870,961,1040,1112
762,853,936,1019,1126
736,846,940,1022,1120
1039,1138,1211,1284,1354
669,727,858,909,964
744,1004,1102,1185,1272
677,768,846,923,1002
550,607,656,705,761
596,652,706,800,856
980,1086,1171,1261,1345
716,805,885,968,1055
608,696,762,924,1015
457,816,914,999,1100
726,815,1017,1089,1170
767,873,968,1042,1125
781,884,969,1055,1139
577,715,766,814,868
624,682,732,781,836
505,564,699,749,805
818,917,1007,1095,1208
788,883,962,1038,1125
627,704,775,844,921
982,1086,1177,1247,1316
989,1090,1222,1385,1537
668,754,1005,1088,1160
519,777,866,948,1043
560,840,897,962,1050
848,934,1015,2439,2559
3175,3284,3384,3494,3595
634,923,1021,1114,1208
587,656,863,944,1034
1003,1108,1197,1276,1363
1104,1203,1282,1360,1435
625,685,738,826,901
533,601,653,694,732
510,569,621,673,729
650,714,767,818,870
754,825,891,946,1005
470,532,637,695,760
465,530,587,651,707
430,480,538,596,659
512,576,632,684,742
797,882,951,1019,1083
408,675,737,797,863
503,553,656,713,765
445,486,522,589,628
617,700,873,952,1022
738,821,895,962,1025
524,582,647,755,812
382,684,754,834,914
525,580,633,749,846
715,808,888,975,1080
798,1052,1137,1210,1279
675,767,991,1080,1190
795,890,984,1098,1199
502,842,920,972,1031
984,1078,1158,1236,1311
1117,1217,1303,1385,1475
669,761,935,1016,1102
813,927,1027,1126,1239
589,680,897,982,1076
750,850,942,1023,1113
1013,1099,1172,1242,1313
623,684,818,877,927
693,782,837,935,994
824,920,1001,1082,1289
1182,1278,1361,1441,1536
765,880,963,1038,1143
711,829,997,1071,1148
813,921,1026,1121,1223
756,846,930,1030,1112
673,750,839,933,1037
782,872,959,1045,1144
1038,1174,1263,1337,1407
1098,1197,1274,1353,1428
624,772,825,876,933
661,880,938,988,1048
547,612,712,764,824
790,906,1011,1110,1210
706,883,983,1091,1187
576,636,777,829,888
701,785,872,958,1059
645,738,911,977,1072
1215,1335,1433,1555,1647
498,796,892,986,1094
713,812,907,1078,1183
580,766,824,892,965
1060,1151,1229,1305,1382
1075,1171,1248,1325,1403
450,843,927,1006,1097
670,733,875,935,989
575,648,800,884,975
1001,1116,1205,1289,1371
1018,1115,1206,1295,1383
751,830,899,987,1067
622,767,821,872,930
731,967,1055,1134,1210
957,1104,1198,1294,1387
584,677,908,995,1093
720,827,1078,1177,1277
839,940,1027,1112,1236
928,1071,1180,1283,1385
1204,1312,1406,1484,1558
814,908,995,1079,1175
844,938,1026,1112,1210
728,812,887,960,1044
924,1029,1118,1218,1330
709,813,1048,1142,1247
602,754,808,863,921
495,777,862,946,1038
615,679,823,909,1005
753,849,937,1026,1121
557,641,843,930,1034
625,898,974,1048,1131
1077,1177,1259,1338,1415
992,1078,1161,1236,1308
741,802,871,946,1010
600,748,803,855,933
719,811,895,975,1054
1018,1108,1186,1264,1337
646,839,916,989,1064
461,701,755,808,884
756,853,942,1031,1131
899,1007,1113,1214,1332
677,754,971,1056,1149
601,759,827,899,983
702,794,879,944,1038
1101,1205,1293,1383,1470
802,913,1002,1077,1164
587,647,785,837,894
641,785,839,891,949
721,811,914,1010,1105
1065,1173,1271,1367,1462
1060,1151,1227,1302,1383
575,848,941,1010,1104
719,808,1008,1091,1181
473,788,999,1076,1152
1025,1117,1193,1287,1383
985,1075,1150,1222,1306
673,733,867,919,976
681,740,873,931,980
691,782,853,936,1030
1151,1264,1360,1438,1516
996,1105,1190,1285,1358
660,746,824,898,983
671,748,822,892,975
1122,1231,1338,1434,1531
818,914,1010,1103,1206
729,822,906,992,1080
765,849,926,1010,1109
1174,1282,1382,1473,1548
1133,1240,1336,1427,1521
752,855,941,1025,1125
523,582,716,775,826
796,1062,1156,1249,1340
1195,1302,1394,1496,1585
826,927,1021,1110,1207
777,878,975,1078,1221
1002,1091,1169,1244,1321
1050,1154,1248,1335,1421
676,771,946,1029,1128
805,904,996,1088,1194
719,806,886,1115,1216
691,771,849,1038,1117
483,527,566,635,677
497,541,578,647,691
492,565,611,649,690
831,912,983,1050,1109
511,555,593,630,671
529,588,645,696,762
503,550,614,658,700
550,617,682,742,809
570,646,718,894,969
759,827,887,939,993
650,724,793,861,936
431,628,684,737,798
739,798,848,897,945
749,817,869,921,974
530,582,628,738,805
537,612,679,732,784
407,586,631,693,749
579,658,733,797,877
804,874,935,994,1069
451,497,620,683,749
535,587,648,757,824
477,533,599,664,738
617,698,769,838,915
841,919,986,1050,1109
573,621,660,737,783
559,675,734,793,844
848,956,1030,1091,1150
565,649,715,758,845
670,750,830,901,991
845,930,1009,1084,1157
675,751,813,930,1000
591,660,809,876,948
658,741,819,891,974
992,1373,1482,1585,1700
1813,2014,2194,2342,2497
1871,2051,2214,2368,2524
1918,2112,2268,2414,2571
1269,1423,1573,1725,1919
1335,1480,1648,1866,2070
1472,1658,1825,2016,2195
1292,1466,1624,1753,1939
1327,1544,1731,1912,2114
1413,1623,1818,1987,2153
1345,1514,1675,1820,1971
1185,1302,1557,1652,1757
1383,1574,1696,2005,2229
1474,1650,1754,1873,2060
1003,1116,1371,1482,1575
1319,1492,1647,1802,1973
1411,1618,1801,1979,2186
2074,2262,2424,2570,2706
1809,2021,2218,2420,2628
571,1064,1213,1350,1513
974,1096,1208,1320,1437
892,1015,1351,1469,1595
1032,1154,1262,1369,1500
1454,1572,1673,1773,1875
935,1048,1150,1342,1462
1054,1186,1305,1418,1535
838,980,1311,1418,1533
965,1092,1207,1343,1464
1330,1429,1511,1590,1668
612,687,753,819,895
591,665,735,802,874
662,741,813,883,956
569,631,688,742,805
599,664,779,830,900
553,606,669,731,799
672,988,1069,1137,1217
571,655,731,802,881
531,575,613,651,694
653,717,774,828,890
643,723,789,847,912
472,700,745,784,827
496,542,580,652,695
488,594,633,677,714
714,784,844,901,958
574,644,707,768,840
559,602,641,711,754
573,632,707,779,853
