0.164141,-0.168848
0.23641,-0.167814
0.185029,-0.167379
0.14403,-0.167336
0.140333,-0.166648
0.126944,-0.166577
0.114193,-0.167123
0.113106,-0.167239
0.111142,-0.167024
0.11198,-0.167192
0.109991,-0.167179
0.102564,-0.167163
0.108506,-0.168038
0.109392,-0.167902
0.104565,-0.167904
0.0991814,-0.168545
0.0963588,-0.168501
0.0958636,-0.16908
0.0949292,-0.16908
0.0912294,-0.16908
0.0894397,-0.169051
0.0878015,-0.168883
0.0855206,-0.168854
0.0826256,-0.168854
0.0809941,-0.168824
0.0819307,-0.168824
0.0828132,-0.168795
0.0808407,-0.168795
0.0791847,-0.168781
0.0783279,-0.168782
0.0775408,-0.168551
0.075829,-0.168551
0.0745962,-0.168551
0.0735566,-0.168553
0.0742656,-0.168803
0.0726561,-0.168803
0.0717004,-0.168805
0.0707291,-0.168805
0.0709819,-0.168789
0.069785,-0.168791
0.0702152,-0.168778
0.0694237,-0.168778
0.0687639,-0.168764
0.0688571,-0.168704
0.0702039,-0.168704
0.0691803,-0.16869
0.068104,-0.168676
0.0681509,-0.169133
0.0679592,-0.169106
0.0670621,-0.169121
0.0662066,-0.169121
0.0672017,-0.169479
0.0680675,-0.169436
0.067151,-0.16942
0.0665204,-0.169406
0.0664333,-0.169099
0.0663373,-0.169099
0.0657621,-0.169072
0.0653999,-0.169044
0.0649378,-0.169031
0.0651663,-0.168786
0.0655498,-0.169329
0.065102,-0.169315
0.0646682,-0.169301
0.0650727,-0.169119
0.0646169,-0.169119
0.0643927,-0.169104
0.0637527,-0.16909
0.0635592,-0.169697
0.0637304,-0.169635
0.0637281,-0.169621
0.0631961,-0.169608
0.0626184,-0.169579
0.0628907,-0.169489
0.062521,-0.169475
0.0622829,-0.169461
0.0624918,-0.169521
0.0627538,-0.169398
0.0624065,-0.169355
0.0621249,-0.169341
0.0618502,-0.169328
0.0620191,-0.169301
0.0624394,-0.169285
0.0619689,-0.169272
0.0615944,-0.169272
0.0613181,-0.169244
0.0614745,-0.169153
0.0612058,-0.169122
0.0610193,-0.169122
0.060678,-0.169109
0.061145,-0.168969
0.060885,-0.168955
0.0606355,-0.168987
0.0601604,-0.168973
0.0606566,-0.16893
0.0604371,-0.16893
0.0602026,-0.168914
0.0599503,-0.168901
0.0597314,-0.169471
0.0599146,-0.169413
0.0597895,-0.169413
0.0595003,-0.169384
