0.0822943,-0.178451
0.149626,-0.147395
0.287022,-0.0854637
0.342072,0.00742342
0.375312,0.129469
0.399833,0.221223
0.418663,0.29104
0.430538,0.316502
0.411502,0.316822
0.407865,0.316386
0.42763,0.318359
0.434537,0.317557
0.435978,0.311585
0.441788,0.318099
0.445965,0.305234
0.44852,0.317613
0.451617,0.316085
0.452166,0.312281
0.452025,0.316779
0.453288,0.317699
0.454061,0.222671
0.453936,0.270405
0.453385,0.316616
0.453082,0.316731
0.451409,0.220912
0.443715,0.25494
0.439553,0.286549
0.440351,0.308345
0.438544,0.316849
0.441625,0.315699
0.439058,0.135744
0.43424,0.145078
0.42961,0.153142
0.427264,0.159941
