Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
549,654,686,751,930,962,993,1023,1053,1100
848,908,980,1056,1130,1205,1259,1414,1470,1532
557,618,677,733,781,824,884,1000,1032,1070
1070,1147,1220,1291,1361,1434,1509,1579,1645,1713
675,721,761,801,839,877,915,957,994,1041
531,569,603,634,767,798,827,856,885,922
450,491,821,885,937,986,1034,1098,1152,1207
784,850,906,962,1017,1074,1130,1186,1244,1299
663,729,790,838,883,927,971,1099,1248,1301
485,731,546,578,763,794,824,853,883,920
479,719,540,569,751,782,812,841,876,906
1950,2152,2331,2453,2569,2682,2860,3049,3408,3608
1834,2027,2150,2266,2379,2494,2604,2718,2830,2970
1952,2140,3194,3370,3528,3681,3840,3993,4145,4297
1990,2199,2405,2579,2756,2932,3880,4293,4764,5163
2534,2751,2927,3100,3260,3425,3592,3762,4117,4771
1866,2069,2258,2440,2626,2815,3848,4239,4585,4934
2848,3101,3304,3513,3713,3910,4143,4330,4516,4762
2206,2403,2623,2811,2983,3169,3326,3709,3889,4087
2033,2235,2430,2637,2830,3003,3177,3655,3847,4069
1084,2161,2287,2399,2505,2611,2720,2824,2927,3058
1378,1548,1685,2119,2252,2379,2520,2674,2806,2957
1196,1360,1509,1634,1807,1940,2352,2482,2608,2758
1293,1436,1588,1728,1865,2003,2740,2894,3032,3177
968,1085,1184,1288,1405,1538,1876,2212,2326,2422
559,993,1044,1091,1137,1184,1230,1277,1324,1383
903,986,1074,1155,1231,1331,1403,1468,1606,1694
730,790,840,890,940,989,1038,1088,1137,1198
617,682,740,788,834,881,1053,1220,1279,1330
459,498,530,561,717,749,779,808,837,873
645,700,748,807,853,899,944,987,1031,1086
640,702,761,818,876,931,1007,1222,1277,1344
1042,1139,1229,1317,1405,1493,1580,1683,1799,1890
1143,1216,1267,1315,1374,1423,1469,1527,1580,1634
513,552,584,614,645,675,705,735,794,832
484,519,674,707,738,768,799,829,859,896
736,789,834,879,921,965,1008,1050,1094,1138
452,842,545,584,894,942,991,1039,1088,1147
538,593,643,884,935,984,1034,1083,1132,1192
550,616,680,739,796,854,1034,1094,1151,1219
565,605,657,690,868,915,961,1015,1067,1124
658,725,778,835,892,944,997,1051,1106,1171
611,666,715,761,808,855,901,1028,1076,1135
547,611,669,727,780,827,1002,1051,1110,1199
496,532,562,591,744,783,814,865,911,969
778,842,899,954,1008,1064,1119,1190,1295,1363
374,631,692,748,801,865,920,980,1035,1098
1280,1361,1434,1507,1578,1650,1720,1791,1863,1934
673,735,785,834,887,946,999,1150,1203,1258
467,715,529,561,776,810,840,870,900,937
560,618,670,718,901,950,994,1037,1081,1136
629,679,728,762,793,824,856,886,947,985
924,980,1027,1074,1119,1165,1211,1256,1301,1346
1037,1094,1146,1194,1241,1287,1545,1600,1649,1712
