Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
2250,2456,2646,2839,3020,3200,4208,4494,4727,4969
2644,2879,3099,3339,3568,3829,4510,5197,5445,5697
2154,2402,2558,2778,2992,3207,3746,3969,4193,4464
2680,2932,3187,3479,3710,3925,4162,4419,4675,5035
2493,2744,2997,3231,3455,3686,3939,4176,4626,4941
2011,2239,2457,2702,2974,3218,3986,4276,4581,4838
1807,2072,2344,2576,2808,3074,3961,4188,4445,4755
1150,2191,2407,1532,2626,2766,2899,3036,3170,3331
3352,3613,3832,4051,4230,4412,4538,4657,4778,4947
3376,3590,3813,3977,4137,4302,4451,4604,4760,5001
2285,2401,2505,2604,2706,2802,2898,2999,3104,3201
956,1024,1080,1135,1192,1278,1579,1667,1751,1869
748,825,903,991,1084,1160,1433,1516,1591,1686
1222,1303,1373,1444,1513,1594,1668,1741,1812,1882
692,773,855,928,1002,1073,1291,1493,1570,1642
408,680,475,512,715,748,782,816,850,893
853,996,1099,1178,1249,1313,1412,1521,1715,1832
585,646,682,743,779,815,849,884,918,962
1059,1137,1202,1259,1355,1410,1465,1518,1575,1626
606,675,728,782,843,903,960,1140,1197,1265
1271,2473,2668,1587,2889,3078,3252,3429,3601,3778
1846,2069,2275,3329,2471,4018,4391,4773,5146,5516
1860,2042,2234,2459,2660,2838,3404,3573,3742,3961
3476,3735,3960,4187,4452,4667,4879,5101,5317,5533
4126,4344,4528,4718,4912,5101,5305,5499,5695,6658
3818,4143,4433,4700,4995,5278,5556,5838,6147,6537
2128,2352,2588,2737,2859,2985,3538,3754,3992,4279
1107,2296,2430,1448,1606,2573,2727,2835,2938,3102
998,1110,1214,1317,1439,1544,1962,2082,2210,2330
1109,1220,1327,1419,1506,1602,1692,1782,1872,1979
693,785,873,960,1044,1322,1471,1570,1659,1744
683,749,809,863,921,977,1166,1217,1270,1336
604,665,722,790,858,947,1271,1341,1408,1490
1025,1088,1144,1198,1250,1302,1355,1406,1460,1511
593,688,742,805,861,928,983,1042,1163,1232
738,1151,1240,917,1308,1377,1434,1468,1503,1545
485,1057,1163,1213,820,1265,1313,1364,1406,1471
922,980,1029,1077,1125,1172,1219,1266,1313,1360
1059,1143,1211,1279,1346,1417,1482,1558,1623,1689
696,754,809,862,915,970,1025,1182,1239,1307
775,833,888,942,996,1050,1104,1267,1324,1390
594,664,734,802,867,923,1102,1258,1320,1374
549,604,662,719,985,1044,1104,1163,1223,1292
662,735,789,841,899,960,1020,1080,1227,1301
994,1064,1122,1181,1238,1295,1354,1412,1469,1537
579,635,685,736,796,860,921,971,1107,1166
715,756,791,826,860,895,929,963,997,1039
762,824,878,931,989,1043,1097,1152,1217,1285
635,695,759,817,873,925,1107,1177,1237,1298
488,826,888,966,1025,1085,1144,1205,1263,1334
876,955,1028,1097,1164,1231,1302,1372,1439,1522
366,756,807,496,856,904,952,1000,1048,1106
543,615,682,749,813,1079,1148,1212,1275,1354
457,902,964,1034,1100,1156,1212,1275,1333,1410
783,844,899,955,1009,1063,1119,1279,1334,1400
2011,2228,2396,2601,2815,3028,3716,3918,4129,4416
1510,1698,1947,2197,2450,3367,3600,3825,4050,4323
1673,1902,2141,2362,2587,3419,3644,3883,4087,4340
1931,2169,2408,2649,2866,3754,3988,4211,4441,4668
1995,2531,3123,3921,4575,5860,6204,6519,7427,9036
4551,4791,5018,5221,5461,5652,5852,6081,6288,6510
3375,3605,3815,4014,4223,4435,4639,4835,5035,5240
3400,3652,3866,4070,4281,4485,4685,5080,6021,6410
1863,2110,2316,2523,2756,2920,3540,4055,4303,4645
1594,2431,1727,1852,2553,2672,2787,2911,3029,3173
1915,2150,2490,2740,2934,3067,3216,3783,3988,4249
1217,2100,2260,2405,2538,2671,2802,2951,3086,3254
1237,1375,1493,1614,1742,1855,1950,2071,2180,2325
587,990,1046,730,1101,1156,1211,1266,1321,1387
781,873,958,1044,1126,1207,1474,1561,1646,1758
1305,1389,1453,1515,1573,1629,1684,1740,1796,1863
568,621,669,716,964,1013,1061,1109,1158,1206
1121,2035,2186,1433,2363,2553,2728,2909,3100,3314
1878,2049,2201,2339,2483,2640,2795,3276,3452,3647
1423,1583,1735,2611,2795,2980,3180,3362,3545,3727
1792,1985,2146,2314,2494,2651,2812,3243,3408,3600
3128,3351,3558,3769,3976,4174,4371,4570,4768,4965
1742,1911,2055,2197,2337,2912,3056,3198,3362,3535
1432,1569,1679,1787,1892,2016,2148,2286,2439,2611
986,1078,1167,1266,1371,1474,1578,1831,1933,2040
631,1291,768,841,913,1374,1453,1531,1609,1702
745,835,918,998,1077,1147,1371,1575,1673,1741
502,922,976,656,1029,1081,1133,1184,1236,1298
469,536,596,903,968,1032,1094,1156,1211,1283
440,827,533,581,876,924,972,1019,1067,1125
651,725,784,842,900,1056,1116,1173,1232,1302
539,588,643,697,750,804,856,996,1050,1125
475,720,756,792,827,861,895,936,971,1005
640,706,765,823,877,934,1009,1188,1243,1307
528,569,604,638,803,838,872,906,940,982
1030,1110,1176,1241,1296,1349,1400,1455,1518,1581
508,744,577,781,815,854,889,924,958,999
502,542,578,612,777,812,847,880,914,955
2238,2549,2794,3034,3252,3464,3678,3917,4489,4749
1284,2630,2832,3052,3260,3444,3656,3881,4102,4427
2019,2283,2488,2671,2850,3029,3993,4356,4698,5040
2499,2701,2892,3081,3268,3464,3708,3953,4172,4443
3201,3648,4015,4383,4774,5181,5582,5854,6108,6403
4624,5028,5429,5847,6572,8379,8652,8938,9162,9406
5499,6750,7732,8503,8827,9075,9316,9520,9734,9930
1891,2084,2264,2450,2577,2784,2995,3210,3410,3654
943,1789,1919,2042,2163,2338,2537,2737,2973,3173
1801,1985,2157,2356,2529,2693,2859,3292,3458,3657
2898,3105,3289,3470,3653,3835,4015,4222,4404,4585
2135,2463,2762,2952,3154,3408,3638,3865,4060,4291
2895,3779,4496,5218,5927,6814,7365,7827,8145,8538
1861,2007,2107,2201,2295,2389,2501,2594,2685,2776
1056,1155,1243,1329,1417,1505,1598,1833,1933,2053
894,994,1086,1181,1278,1367,1675,1763,1846,1935
1506,1596,1675,1758,1837,1914,1995,2095,2169,2240
846,937,1008,1078,1147,1214,1516,1587,1656,1814
564,874,641,682,916,955,994,1035,1076,1125
610,663,711,759,807,855,902,1037,1086,1135
1032,1104,1169,1231,1294,1356,1418,1483,1545,1618
612,930,988,1048,1109,1170,1237,1294,1352,1424
854,973,1030,1089,1145,1205,1264,1323,1426,1501
971,1039,1101,1164,1216,1265,1312,1367,1425,1501
938,998,1056,1112,1160,1205,1249,1293,1340,1388
796,869,935,1000,1063,1129,1194,1256,1373,1449
523,585,642,699,759,956,993,1048,1106,1169
537,825,630,868,916,969,1028,1082,1117,1174
684,750,811,871,929,983,1038,1201,1253,1324
952,1030,1096,1161,1225,1292,1362,1421,1482,1544
1052,1132,1199,1261,1313,1361,1410,1459,1509,1564
500,540,574,609,777,812,846,880,915,957
503,738,571,774,809,843,878,912,946,988
635,695,749,802,854,906,956,1005,1057,1165
992,1071,1137,1204,1271,1336,1400,1461,1519,1579
1153,1227,1289,1348,1408,1467,1526,1585,1644,1701
685,745,801,858,913,966,1020,1182,1238,1304
1854,2053,2292,2511,2689,2915,3142,3767,3997,4281
2183,2404,2615,2800,3023,3230,3478,3713,4135,4405
2048,2292,2546,2812,3039,4035,4249,4454,4669,4894
1959,2110,2245,2380,2512,2643,2813,3097,3352,3646
1764,1914,2049,2179,2309,2436,2563,2901,3031,3186
2000,2233,2445,2678,2898,3107,3776,3986,4193,4440
2088,2340,2568,2798,3019,3245,3983,4210,4489,4810
1975,2253,2493,2735,2950,3769,4427,4879,5323,5744
4492,4723,4919,5121,5328,5546,6317,6545,6757,6956
3410,3688,3934,4243,4540,4807,5063,5316,5604,5930
1765,2032,2277,2524,2701,3606,3823,3989,4152,4360
1605,1768,1928,2082,2232,2382,2544,2699,2973,3143
1828,2008,2165,2324,2473,2612,2750,2903,3072,3305
