Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
1363,1536,1815,1686,1905,2019,2327,2466,2570,2731
1314,1476,1811,1665,1956,2096,2563,2723,2871,3022
1407,1580,1884,1738,2667,2825,2981,3117,3242,3429
1863,2058,2451,2260,2632,2809,2964,3367,3517,3690
1641,1828,2149,1992,2302,2441,2588,2729,3159,3353
1513,1647,2508,1782,2677,2840,3004,3163,3346,3473
1276,1390,1601,1498,1704,1805,1931,2051,2164,2289
832,933,1108,1023,1185,1489,1751,1835,1915,1991
837,907,1053,977,1127,1204,1268,1333,1480,1579
800,853,973,914,1029,1089,1147,1205,1257,1322
956,1013,1109,1062,1159,1206,1253,1299,1346,1393
555,609,701,653,732,763,825,855,927,984
511,786,835,571,865,926,956,985,1045,1082
872,979,1082,1030,1129,1178,1230,1284,1337,1402
1007,1063,1156,1110,1203,1249,1293,1337,1381,1437
1055,1125,1290,1226,1346,1404,1457,1512,1567,1622
582,634,722,679,766,810,853,974,1021,1076
1905,1974,2083,2032,2129,2183,2247,2310,2372,2435
704,773,898,834,945,992,1043,1094,1192,1254
554,598,687,637,737,786,835,966,1016,1076
545,592,681,631,920,971,1020,1069,1119,1178
648,710,822,766,878,933,987,1128,1183,1249
580,646,767,703,814,1135,1207,1273,1337,1407
499,560,672,618,730,793,966,1018,1069,1129
542,581,769,613,800,839,879,923,973,1022
1154,1229,1363,1298,1426,1493,1558,1625,1707,1776
774,820,913,867,958,1003,1049,1096,1143,1211
520,863,695,639,927,979,1031,1081,1132,1192
550,612,725,669,782,837,890,1069,1125,1196
534,572,635,604,786,817,848,878,907,943
803,870,991,931,1048,1106,1164,1222,1280,1348
718,805,958,883,1031,1105,1179,1412,1489,1563
547,604,701,653,874,926,979,1012,1062,1120
741,811,933,874,991,1049,1120,1179,1366,1425
1083,1161,1301,1232,1372,1444,1518,1587,1658,1726
562,627,730,680,785,844,1039,1098,1155,1221
733,789,881,836,926,969,1054,1098,1150,1221
594,660,791,733,849,907,1092,1151,1208,1275
644,692,776,735,817,858,901,943,985,1037
452,488,550,520,703,734,764,793,822,860
716,780,886,834,937,988,1039,1090,1197,1261
698,755,859,808,910,959,1011,1066,1160,1215
558,596,658,627,831,886,933,980,1024,1076
569,624,720,674,767,1067,1123,1168,1214,1263
584,634,723,679,768,809,859,991,1041,1100
613,678,788,733,845,1062,1121,1168,1221,1272
480,518,703,550,735,764,793,823,853,891
955,1018,1133,1069,1191,1254,1319,1384,1445,1506
588,628,728,678,779,833,968,1015,1067,1130
437,788,565,528,616,820,868,900,940,988
578,637,747,694,803,860,915,969,1022,1165
693,749,851,801,904,952,1002,1136,1184,1243
551,606,695,653,737,779,1063,1111,1156,1204
440,800,579,528,628,832,881,914,961,1003
519,573,696,633,765,1001,1061,1117,1183,1259
882,937,1027,982,1069,1112,1155,1201,1247,1290
498,961,690,630,1015,1070,1118,1162,1209,1266
456,1111,839,571,898,1174,1233,1286,1335,1383
427,788,888,843,920,955,987,1018,1050,1092
638,704,823,769,874,929,976,1031,1128,1188
758,818,939,878,998,1058,1118,1269,1331,1403
559,597,784,629,816,847,877,907,937,973
521,701,764,732,794,824,854,890,921,950
466,502,565,534,595,626,655,743,775,813
623,681,773,728,818,862,907,1036,1082,1138
1041,1134,1334,1237,1433,1538,1637,1734,1833,1931
444,859,592,540,922,979,1033,1086,1136,1197
469,521,623,572,671,876,926,975,1024,1084
466,698,738,534,787,836,885,934,983,1042
