Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
693,747,795,841,888,934,981,1027,1120,1179
764,818,866,914,962,1043,1108,1151,1242,1300
956,1019,1074,1126,1178,1227,1279,1332,1384,1436
497,535,579,635,679,808,859,910,943,980
1729,1895,2057,2259,2399,2528,3095,3264,3432,3633
1736,1933,2118,2293,2468,2642,3211,3390,3564,3772
1918,2186,2454,2853,3168,3627,4193,5825,7375,7762
10258,11232,11502,11774,12026,12280,12537,12786,13026,13271
4849,5036,5201,5370,5543,5718,5881,6078,6249,6451
1826,1978,2113,2248,2377,2504,2904,3024,3131,3307
2643,2851,3049,3236,3410,3580,3748,3916,4088,4257
1934,2079,2209,2341,2471,2598,2724,2852,2998,3116
1738,1849,1949,2042,2135,2231,2328,2424,2523,2618
1259,1341,1416,1491,1565,1639,1713,1788,1871,1935
1177,1242,1303,1364,1430,1496,1559,1622,1687,1751
1084,1160,1235,1306,1377,1448,1520,1593,1663,1734
1154,1233,1307,1381,1451,1520,1588,1659,1717,1777
720,780,832,881,933,987,1037,1093,1148,1219
518,578,639,694,746,949,997,1049,1099,1163
1052,1123,1179,1232,1279,1324,1375,1412,1444,1491
836,879,929,978,1026,1074,1123,1171,1218,1277
500,843,607,891,938,985,1032,1079,1126,1183
1181,1262,1342,1420,1496,1573,1650,1726,1804,1874
660,773,851,928,974,1018,1059,1179,1222,1274
756,835,908,984,1049,1115,1179,1449,1512,1571
934,1008,1068,1130,1187,1244,1301,1458,1512,1582
673,732,788,840,887,931,976,1109,1154,1208
802,856,904,950,996,1041,1087,1132,1177,1312
712,1159,1216,1275,1331,1384,1439,1494,1547,1614
548,608,664,718,776,841,903,1052,1122,1235
610,665,718,772,818,870,927,1069,1122,1186
489,533,582,631,680,728,895,945,994,1053
667,719,769,821,871,925,978,1030,1081,1144
1004,1058,1105,1154,1200,1246,1291,1333,1378,1424
528,584,617,662,910,956,996,1043,1075,1125
483,804,584,849,892,935,979,1026,1073,1120
383,701,473,519,735,784,824,873,921,972
491,736,788,840,886,937,986,1037,1087,1145
825,888,947,1007,1064,1118,1173,1229,1284,1347
540,600,649,690,732,901,950,1001,1053,1119
456,514,567,619,865,918,972,1028,1080,1140
558,597,649,702,749,801,1010,1059,1115,1172
686,744,798,853,907,972,1027,1081,1182,1247
917,971,1018,1063,1107,1150,1194,1238,1281,1324
