Client_0,Client_1,Client_2,Client_3,Client_4
853,11252,11168,11081,10997
774,1425,1356,1286,1214
777,11359,11253,11135,11017
766,1553,1487,1421,1352
659,10983,10935,10884,10834
655,1036,997,959,918
684,11190,11089,10987,10878
640,1381,1318,1255,1189
437,10777,10648,10617,10584
415,683,624,600,574
404,10673,10545,10516,10484
352,613,555,531,506
450,11099,11069,11039,11005
858,1102,1077,1053,1028
427,10714,10674,10633,10584
431,767,733,698,662
493,10788,10658,10629,10597
474,734,677,653,627
494,10667,10624,10579,10530
401,760,717,673,628
573,10864,10797,10738,10552
390,915,872,827,591
443,10860,10805,10752,10702
516,921,877,832,788
1235,12504,12341,12149,11549
1134,2776,2624,2487,1799
1868,12999,12813,12626,12440
2066,3443,3303,3168,3027
2154,12562,12436,12296,12151
2985,3574,3415,3290,3159
1107,12198,12023,11879,11361
973,2379,2270,2158,1559
974,11931,11755,11586,11455
896,2378,2245,2084,1931
1000,12297,12098,11532,11428
1138,2464,2336,1770,1625
1404,11959,11525,11401,11260
963,1932,1695,1592,1490
671,10985,10904,10820,10735
540,1165,1098,1031,964
817,11396,11312,11225,11140
919,1590,1523,1441,1368
848,11083,11002,10917,10589
644,1168,1106,1043,728
524,11451,11114,11025,10935
711,1425,1258,1185,1111
632,11090,11043,10768,10711
746,1040,1001,867,826
629,11319,11061,10992,10911
712,1282,1148,1086,1021
895,11136,11054,10969,10889
679,1187,1151,1114,1075
583,11456,11394,11331,11265
1062,1562,1510,1457,1402
842,11280,10950,10875,10799
619,1250,1103,1037,970
708,11930,11857,11783,11637
1436,2021,1965,1904,1614
804,11221,11144,11068,10997
803,1362,1304,1245,1184
552,10973,10915,10854,10794
606,1183,1111,987,929
858,11182,11117,11050,10982
756,1288,1237,1182,1125
588,11052,10979,10905,10827
635,1212,1152,1092,1026
713,11180,11132,11079,10999
752,1198,1160,1123,1082
508,11211,10936,10865,10790
603,1192,1044,981,917
662,11160,11114,10868,10813
630,1131,1088,951,909
609,11646,11513,11368,11069
1536,1976,1877,1776,1674
880,11536,11449,11345,11239
1514,1802,1736,1671,1602
482,11298,11221,10885,10809
598,1321,1254,1026,941
954,11052,10977,10903,10826
631,1231,1157,1094,1030
538,11090,11016,10947,10878
665,1233,1168,1103,1036
602,11301,11223,11144,11061
1495,1789,1733,1671,1585
977,11244,11166,10822,10736
837,1264,1195,972,914
450,11764,11656,11549,11438
1193,1956,1891,1826,1756
824,11236,10950,10882,10800
555,1166,1043,982,914
588,11249,11146,10742,10676
793,1284,1224,942,874
891,10967,10887,10818,10769
588,1141,1075,1005,937
534,11500,11442,11379,11275
1066,1614,1561,1508,1454
895,11280,11196,11110,11008
796,1458,1390,1323,1252
531,11018,10948,10872,10770
358,1198,1132,1064,998
507,11708,11608,11508,11408
1197,1901,1841,1782,1717
872,11130,11086,10894,10808
568,1081,1042,907,867
508,11154,11076,10994,10920
720,1337,1266,1202,1130
676,11564,11477,11388,11300
1084,1702,1650,1598,1542
839,11339,11254,10918,10802
589,1370,1309,1057,997
623,11191,10939,10867,10790
596,1151,1015,957,897
634,11243,11166,11086,11005
768,1389,1322,1255,1186
328,10812,10744,10674,10600
387,959,902,845,789
588,11406,11331,11254,11175
971,1513,1468,1423,1376
528,16903,16779,11469,11203
945,7076,7017,6954,6890
3864,17211,16781,15921,15500
5011,8358,8056,7758,7452
1547,11294,11190,11078,10975
760,1520,1450,1379,1293
1435,11400,11350,11295,11095
1363,1570,1507,1453,1414
434,11032,10978,10925,10696
654,942,918,894,703
542,10720,10672,10622,10573
427,795,759,721,683
387,10751,10708,10663,10617
470,817,779,740,700
639,10899,10683,10632,10577
406,845,750,712,668
470,10795,10760,10724,10682
863,1011,977,943,908
565,10711,10672,10625,10583
394,767,724,679,635
532,10804,10751,10699,10646
482,914,867,818,764
289,10748,10618,10589,10560
451,708,651,627,600
458,10645,10616,10587,10556
411,645,622,597,572
488,10584,10555,10526,10495
343,573,549,526,501
478,10799,10744,10690,10632
485,912,865,818,771
482,10876,10847,10726,10693
492,772,747,662,637
306,10822,10700,10671,10641
461,709,654,630,606
660,11106,11046,10987,10923
733,1218,1167,1116,1063
447,10991,10925,10854,10790
602,1069,1023,978,930
387,11316,11222,11129,11035
816,1603,1511,1420,1328
459,11031,10771,10712,10667
474,954,838,787,734
422,11048,10988,10736,10691
488,1017,968,783,729
515,11424,11314,11207,11089
845,1573,1521,1470,1415
388,10961,10907,10756,10683
504,969,921,764,717
544,10925,10866,10687,10650
464,899,847,670,636
497,11147,10852,10778,10718
485,1041,936,889,829
838,10925,10875,10724,10670
502,917,876,728,683
340,10999,10751,10687,10621
449,967,856,809,754
