Client_0,Client_1,Client_2,Client_3,Client_4
1715,1905,2073,2425,2244
1921,2147,2325,2633,2488
1034,1410,1774,1896,1585
1134,1804,1994,2359,2165
1495,1658,1807,2121,1956
1425,1645,1844,2252,2037
1394,1554,1716,2054,1874
1298,1673,1871,2248,2067
1597,1816,1995,2364,2177
2235,2428,2603,2932,2768
1425,1922,2108,2430,2256
1039,1173,1303,1576,1437
1007,1127,1236,1459,1341
689,1120,1216,1434,1321
796,911,994,1162,1075
602,674,728,847,785
339,551,601,696,646
474,524,566,730,683
665,731,789,904,845
453,745,817,642,581
683,740,787,875,833
553,785,854,978,913
427,474,517,606,559
534,592,641,747,687
452,506,551,657,607
711,778,833,940,887
287,514,562,658,608
523,558,590,652,619
658,721,770,864,815
515,570,620,723,668
514,557,595,698,643
560,610,660,765,711
311,554,612,719,659
543,593,639,736,684
517,585,646,753,698
542,588,639,744,689
465,515,558,651,601
681,740,786,887,840
495,548,594,690,640
558,604,643,748,693
764,830,891,1008,949
531,584,641,766,695
446,488,538,633,579
497,569,625,738,677
553,632,704,847,776
721,792,856,969,921
277,520,574,683,625
519,578,628,716,665
537,774,642,840,704
604,669,728,848,787
624,701,768,904,834
356,583,632,738,683
970,1847,2060,2348,2211
995,1504,1680,2062,1859
1058,1611,1783,1944,1442
2016,2222,2390,2714,2552
2243,2438,2614,2954,2782
2055,2273,2444,2819,2648
2361,2581,2779,3160,2969
1587,1788,1992,2478,2234
1505,1700,1907,2320,2108
1175,1369,1556,1958,1759
1250,1393,1518,1776,1647
1118,1212,1292,1475,1395
818,918,1010,1198,1100
620,668,708,790,747
575,650,722,871,793
666,722,769,875,815
776,844,902,1018,959
310,558,612,730,674
711,820,906,1137,1030
574,658,748,902,830
458,513,562,665,612
669,729,781,885,832
516,571,621,727,671
496,551,601,706,650
478,572,536,631,602
678,742,800,914,858
693,730,761,843,796
490,626,656,686,587
508,554,612,730,665
485,528,566,644,603
914,1023,1120,1310,1216
780,900,1015,1229,1122
605,802,695,851,748
607,960,1043,1209,1122
649,732,778,862,820
1004,1100,1190,1366,1278
1077,1183,1282,1486,1384
589,802,860,914,739
548,738,639,786,686
594,858,697,936,774
642,873,746,951,808
762,864,957,1176,1047
1069,1154,1233,1396,1311
553,620,681,844,758
679,755,824,966,891
1157,1268,1383,1590,1488
590,663,729,861,789
562,635,707,857,776
502,560,611,719,661
518,600,671,800,735
618,689,753,871,814
729,802,875,1018,947
588,681,737,853,793
678,742,801,915,858
670,736,798,916,857
493,532,565,630,596
492,728,583,771,663
430,615,664,769,711
458,515,569,681,620
536,602,659,782,716
425,553,484,583,519
427,550,486,580,517
430,525,490,587,557
706,780,848,977,911
511,577,636,762,694
426,580,635,684,542
417,679,754,881,816
604,663,722,872,799
471,522,568,663,612
490,548,621,750,692
697,765,826,956,886
554,608,654,745,703
512,549,581,646,612
483,520,552,618,583
474,526,573,672,620
579,646,707,847,785
521,556,603,690,649
466,506,553,643,601
436,495,570,676,619
446,500,547,642,598
338,575,632,752,690
287,496,542,626,587
495,538,588,691,637
273,481,527,629,572
542,586,625,730,675
765,842,913,1059,983
352,527,559,651,607
571,611,646,725,681
504,539,589,676,622
527,583,636,742,686
741,823,893,1045,969
469,520,566,661,610
430,480,525,618,568
794,877,954,1089,1023
412,726,779,883,829
442,485,529,618,567
429,599,496,650,546
419,569,487,621,526
639,715,781,911,846
528,579,622,713,670
515,550,580,643,609
452,489,520,582,548
424,461,492,557,527
696,769,834,962,898
653,730,791,906,849
717,785,851,978,915
443,518,575,691,632
422,585,625,672,542
594,671,743,880,813
266,474,525,632,580
513,562,606,701,657
681,765,844,985,914
508,544,575,638,604
512,550,582,646,612
471,528,577,680,626
706,778,842,973,908
510,548,579,644,609
468,611,531,667,576
1972,2045,2110,2231,2168
456,604,667,775,719
314,517,566,634,600
795,858,910,1010,960
357,567,621,735,676
498,570,621,727,672
310,554,612,710,659
457,492,523,586,553
673,739,796,909,852
483,519,551,616,581
502,539,570,634,600
495,532,561,626,591
525,583,635,741,685
510,754,816,875,679
519,753,620,801,685
531,762,633,809,694
548,760,646,823,687
572,820,684,888,750
1030,1336,1421,1233,1139
757,853,936,1105,1014
615,866,738,944,800
689,780,856,1003,934
611,666,714,813,761
726,826,906,1071,995
752,845,930,1110,1029
439,698,769,949,854
903,1005,1107,1280,1204
1020,1121,1210,1372,1292
1059,1166,1259,1436,1353
529,811,886,963,737
430,743,833,1005,913
902,1000,1093,1272,1178
709,803,891,1202,1110
677,920,968,1014,861
615,806,706,854,754
665,723,772,871,818
755,858,950,1144,1054
719,1009,1098,1253,1176
699,782,855,1023,925
654,739,829,1035,926
450,623,673,826,734
710,802,888,1061,972
675,763,842,1003,923
615,796,846,894,741
1211,1942,2154,2508,2361
1185,1978,2169,2553,2352
2074,2243,2387,2668,2528
1595,1786,1972,2369,2170
2861,3487,3737,4173,3941
2219,2418,2594,2947,2769
2138,2361,2554,2904,2731
1765,2005,2220,2616,2416
1585,1789,1994,2404,2182
688,1102,1243,1504,1368
1059,1162,1253,1425,1340
860,987,1084,1279,1185
389,685,754,893,820
463,525,589,724,651
576,649,716,845,781
382,509,574,640,606
534,600,629,754,678
457,589,635,713,677
380,577,636,744,686
462,517,566,665,612
710,789,859,995,918
311,493,536,625,578
495,531,562,624,590
508,572,631,753,688
525,579,625,721,671
442,571,503,601,536
658,728,789,915,852
722,797,869,1009,940
545,602,655,761,703
531,726,622,776,672
565,615,660,769,710
577,655,731,868,800
386,659,715,873,780
504,544,579,649,611
424,484,545,692,619
783,863,938,1078,1008
720,797,862,988,925
876,953,1025,1343,1095
512,561,604,749,679
636,698,752,863,805
712,785,852,985,919
519,716,605,773,657
486,527,561,631,594
589,647,707,830,773
708,778,842,968,905
753,832,907,1057,977
556,609,650,718,682
482,540,595,716,653
778,859,930,1078,1005
476,548,597,700,646
476,613,541,647,576
560,632,697,834,762
535,781,647,832,719
374,505,549,652,592
485,543,578,649,612
