Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
566,658,736,814,890,970,1049,1216,1320,1415
529,603,655,707,755,805,971,1023,1074,1133
634,712,771,841,871,900,930,1012,1043,1101
585,673,736,816,848,879,961,992,1022,1059
419,459,490,674,735,798,847,889,930,981
855,906,950,990,1031,1072,1114,1155,1195,1236
486,540,592,794,847,901,954,1007,1062,1127
494,545,580,924,984,1045,1103,1163,1225,1297
733,813,883,954,1012,1082,1426,1498,1568,1634
627,681,733,783,834,888,939,1076,1123,1179
428,464,495,525,680,713,744,784,831,885
1045,1119,1183,1250,1314,1377,1440,1504,1567,1631
616,665,701,738,771,813,868,1044,1096,1158
542,596,651,704,954,1002,1054,1110,1163,1229
551,605,649,980,1043,1103,1177,1239,1300,1361
1051,1122,1193,1259,1309,1359,1414,1465,1511,1560
533,582,627,671,713,756,798,838,922,992
561,617,664,709,771,832,896,1028,1079,1124
1112,1191,1263,1335,1405,1475,1546,1617,1686,1743
661,724,770,815,859,903,955,1013,1128,1197
755,810,862,913,963,1013,1063,1113,1218,1280
1154,1240,1318,1394,1469,1540,1618,1694,1771,1845
455,799,843,888,931,976,1019,1061,1106,1160
402,437,468,498,527,555,660,690,719,756
765,827,881,933,984,1034,1084,1134,1243,1306
782,838,889,940,990,1040,1089,1139,1243,1304
661,733,799,865,928,991,1057,1330,1395,1460
553,612,663,715,769,946,995,1050,1103,1168
497,543,754,785,833,866,912,953,999,1045
642,701,757,807,858,913,966,1019,1123,1186
1181,1371,2150,2347,2541,2725,2908,3109,3295,3524
2619,3009,3370,3753,4110,4461,4818,5137,5501,5826
1578,1742,1892,2045,2198,2340,2854,3065,3275,3503
1558,1752,1937,2122,2311,3102,3308,3512,3709,4090
2434,2681,2868,3060,3261,3472,3651,3840,4040,4267
1778,1998,2197,2429,2622,2796,3371,3562,3751,3956
1619,1750,1859,1964,2066,2169,2269,2592,2701,2829
1952,2148,2300,2475,2637,2818,2988,3175,3357,3578
1715,1925,2104,2279,2443,2590,2734,3135,3283,3460
1432,1599,1750,2370,2521,2666,2811,2955,3101,3292
2849,3077,3325,3562,3866,4228,4571,4907,5119,5392
2150,2364,2558,2757,2949,3141,3341,3572,3762,4263
3514,4347,5325,5716,6228,7470,7857,10254,10519,10838
1400,1574,1738,3176,3548,3893,4237,4565,4926,5278
3643,3921,4183,4427,4678,4926,5172,5422,5674,5913
2014,2132,2226,2344,2462,2576,2665,2748,2831,2935
1688,1784,1869,1973,2077,2192,2306,2641,2767,2889
4113,4189,4255,4318,4386,4443,4495,4545,4595,4651
663,733,800,860,920,978,1292,1355,1418,1493
421,457,489,520,675,706,736,766,795,832
502,539,570,600,751,782,812,841,871,908
540,576,607,787,836,865,894,922,951,987
610,679,739,790,837,883,1046,1096,1168,1252
694,786,838,905,986,1047,1127,1219,1267,1339
583,638,688,738,787,836,885,934,1029,1088
1139,1218,1288,1358,1426,1494,1562,1628,1696,1765
536,598,659,715,770,827,1008,1066,1120,1173
775,865,911,969,1042,1097,1150,1221,1312,1398
653,709,762,813,864,915,965,1118,1184,1254
478,522,573,622,863,913,962,1010,1059,1107
665,749,829,907,991,1066,1140,1436,1507,1572
538,582,632,871,921,970,1020,1068,1117,1177
541,610,669,733,985,1031,1075,1128,1180,1239
741,784,825,877,927,978,1032,1085,1189,1254
520,601,652,688,862,893,923,952,981,1017
634,722,797,869,940,1010,1081,1342,1403,1463
394,432,611,642,672,702,731,760,789,825
589,643,690,741,788,980,1021,1076,1126,1183
458,512,572,624,677,732,907,962,1016,1082
578,632,680,728,776,822,870,998,1046,1104
563,627,678,728,779,830,1015,1067,1116,1178
353,392,588,619,650,679,708,744,772,799
487,532,577,755,785,814,843,871,918,957
412,448,479,509,539,568,597,680,710,747
579,636,684,733,782,829,879,1020,1077,1146
1063,1125,1178,1224,1269,1313,1367,1401,1433,1464
635,683,725,768,810,852,893,940,1023,1072
596,661,713,761,810,856,1032,1092,1140,1188
430,467,498,526,555,683,713,742,770,807
1006,1078,1144,1204,1265,1329,1395,1462,1528,1594
624,684,738,791,1018,1076,1128,1178,1229,1292
403,465,530,780,835,893,947,1003,1054,1126
762,831,888,956,1018,1070,1131,1192,1253,1326
456,495,527,717,751,783,816,849,881,922
1049,1123,1187,1252,1314,1378,1445,1510,1572,1650
1324,1418,1503,1589,1679,1775,1867,1961,2053,2147
546,614,663,921,963,1027,1075,1128,1188,1254
649,733,797,856,915,979,1045,1153,1289,1369
517,586,837,877,938,984,1036,1095,1159,1238
744,819,886,950,1016,1082,1148,1328,1403,1491
936,1034,1122,1206,1290,1376,1466,1714,1802,1908
856,940,1016,1091,1166,1252,1327,1405,1473,1559
701,774,839,901,967,1244,1310,1386,1458,1541
830,916,992,1066,1141,1215,1413,1491,1565,1657
1511,1601,1672,1748,1821,1891,1958,2041,2132,2226
1022,1123,1188,1266,1343,1419,1496,1572,1648,1740
812,895,970,1036,1101,1167,1577,1652,1718,1781
1018,1124,1218,1310,1400,1491,1580,1841,1941,2050
1001,1095,1186,1268,1347,1426,1500,1717,1800,1880
467,523,826,886,934,979,1036,1113,1204,1280
1610,1700,1796,1898,1996,2094,2192,2286,2374,2459
956,1046,1130,1211,1292,1373,1455,1699,1784,1879
873,932,981,1050,1143,1223,1297,1368,1443,1534
800,869,933,995,1057,1120,1181,1355,1420,1497
802,890,962,1037,1114,1452,1543,1625,1700,1795
916,993,1064,1133,1207,1297,1389,1480,1559,1753
1032,1128,1201,1272,1343,1410,1474,1653,1873,1944
1639,1742,1817,1888,1963,2035,2103,2177,2273,2357
902,976,1043,1108,1171,1235,1302,1367,1494,1575
1010,1096,1172,1260,1338,1445,1569,1652,1814,1917
943,1014,1077,1139,1202,1264,1327,1390,1456,1606
849,932,1006,1094,1172,1541,1621,1693,1764,1835
1524,1623,1713,1804,1895,1986,2076,2168,2261,2356
1014,1105,1196,1287,1354,1434,1512,1590,1671,1765
637,705,982,1060,1138,1214,1289,1366,1442,1533
961,1053,1135,1207,1280,1365,1447,1526,1609,1780
980,1074,1155,1231,1310,1388,1468,1547,1641,1724
996,1102,1195,1287,1357,1418,1495,1701,1780,1876
1136,1227,1300,1372,1441,1512,1582,1663,1740,1831
864,966,1054,1139,1224,1307,1591,1873,1962,2040
1575,1660,1733,1803,1878,1954,2043,2114,2180,2249
1010,1094,1167,1254,1324,1399,1467,1536,1682,1768
841,918,990,1059,1126,1195,1263,1405,1462,1534
1139,1206,1264,1321,1377,1431,1486,1540,1592,1646
1054,1123,1180,1238,1294,1350,1403,1458,1527,1590
416,662,744,792,884,945,975,1005,1034,1071
672,734,791,843,893,943,1003,1152,1205,1285
635,693,742,793,842,1106,1162,1213,1265,1315
739,795,843,887,929,970,1145,1188,1229,1280
743,779,809,838,867,896,924,953,1010,1056
515,606,916,980,1028,1059,1092,1122,1152,1189
547,613,674,725,769,813,974,1019,1063,1117
558,631,692,740,790,842,1014,1182,1238,1286
489,550,597,640,687,888,938,985,1035,1097
471,511,543,574,605,635,740,770,800,837
