Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
683,755,1162,1255,1352,1418,1472,1526,1579,1631
643,1337,1477,1570,1662,1759,1897,2001,2105,2237
982,1073,1154,1242,1330,1419,1774,1880,1980,2096
972,1086,1191,1293,1391,1491,1591,2026,2127,2233
1519,1665,1796,1929,2056,2187,2279,2365,2452,2540
893,984,1066,1147,1227,1305,1383,1588,1665,1758
548,603,891,940,985,1029,1076,1122,1177,1224
840,928,1007,1084,1156,1573,1676,1773,1853,1932
585,673,742,1143,1215,1299,1381,1466,1551,1644
681,736,783,830,875,1061,1107,1152,1198,1288
782,881,963,1049,1127,1204,1496,1578,1656,1748
2502,2728,2934,3141,3342,3541,3739,3943,4166,4387
1841,2019,2183,2344,2548,2750,2954,3230,3531,3690
1837,2102,2353,2607,2855,3100,3807,4047,4298,4584
1863,2129,2384,2733,2997,3935,4182,4429,4666,4959
3338,3603,3864,4116,4367,4655,4905,5164,5416,5705
3689,4392,5208,6070,6840,7129,7386,7644,7904,8161
1437,1662,1832,1966,2733,2880,3014,3230,3451,3712
2309,2525,2712,2920,3145,3367,3586,4187,4396,4645
2049,2303,2536,2776,2994,3223,4102,4344,4580,4858
2422,2718,2951,3185,3423,3649,3902,4525,4739,4981
2848,3125,3426,3689,3927,4145,4366,4593,4803,5044
4336,4487,4623,4758,4889,5318,5440,5554,5677,5834
3316,3434,3522,3606,3692,3777,3857,4264,4749,5234
1628,1737,1841,1915,1991,2069,2145,2219,2297,2380
1073,1172,1258,1343,1427,1512,1599,1681,1758,1835
691,771,850,926,998,1290,1362,1436,1508,1595
517,572,623,674,728,964,1024,1083,1147,1210
638,714,781,852,911,975,1161,1331,1396,1460
646,715,779,840,898,1135,1201,1260,1311,1383
588,665,741,813,867,927,978,1029,1145,1211
693,772,829,889,1062,1118,1173,1225,1278,1341
799,863,918,976,1039,1096,1172,1248,1305,1362
872,971,1061,1141,1225,1298,1346,1393,1446,1509
923,992,1058,1119,1177,1235,1295,1356,1417,1472
498,723,758,795,829,863,896,930,964,1020
527,565,605,645,806,841,874,908,941,982
754,812,867,921,976,1029,1083,1148,1254,1320
759,822,880,935,988,1039,1093,1147,1198,1250
640,699,752,815,880,958,1006,1040,1108,1150
1109,1238,1360,1485,1615,1738,1860,1983,2132,2254
3941,4232,4517,4861,5189,5526,5595,5648,5698,5749
745,822,889,961,1029,1085,1139,1190,1296,1360
546,588,624,660,696,730,764,856,890,931
1110,1177,1235,1292,1347,1398,1451,1500,1550,1601
711,766,815,864,912,961,1093,1142,1189,1246
507,565,628,909,965,1018,1069,1122,1174,1227
564,611,648,820,857,892,926,971,1020,1091
571,636,691,743,799,1095,1164,1225,1290,1345
513,577,637,944,1145,1203,1255,1307,1358,1410
548,606,663,877,914,962,1016,1075,1134,1204
527,583,913,962,1010,1058,1105,1152,1200,1258
559,601,789,823,855,888,921,961,995,1028
881,957,1032,1109,1177,1241,1306,1370,1431,1497
1029,1100,1165,1240,1304,1366,1425,1488,1550,1615
554,615,661,857,895,947,1002,1056,1114,1185
502,562,800,858,922,991,1050,1108,1164,1233
891,966,1035,1100,1167,1232,1297,1360,1424,1503
610,669,723,780,831,879,1046,1096,1143,1203
540,593,642,691,917,952,984,1017,1056,1088
1074,1138,1193,1247,1301,1353,1406,1465,1523,1580
599,654,704,753,801,849,897,944,1078,1137
414,469,690,728,774,822,864,908,964,1034
654,708,757,804,852,899,946,993,1039,1144
666,724,778,831,884,937,1139,1194,1246,1310
566,632,692,753,814,1042,1111,1171,1225,1291
513,553,587,621,781,814,847,880,913,953
491,530,715,747,780,813,845,878,910,950
638,714,781,848,913,980,1051,1219,1286,1367
936,1028,1096,1159,1224,1287,1348,1410,1480,1533
765,825,881,936,991,1046,1102,1262,1317,1382
490,548,876,931,989,1044,1100,1158,1216,1294
599,671,736,800,866,929,1135,1199,1261,1337
418,470,531,590,886,946,1006,1078,1138,1197
581,640,691,740,790,840,893,1029,1079,1138
640,703,759,814,880,940,1138,1196,1255,1323
411,452,488,676,711,745,778,812,845,886
466,507,542,745,781,814,847,881,916,957
515,733,770,804,837,870,903,937,971,1011
572,628,680,730,781,832,996,1048,1100,1162
526,597,653,709,762,996,1056,1112,1167,1234
649,703,751,799,847,895,942,990,1084,1142
422,460,494,678,711,745,777,810,843,884
542,596,906,966,1022,1085,1144,1197,1250,1322
421,464,499,687,721,755,788,821,853,893
622,695,762,829,894,958,1169,1235,1297,1372
519,573,895,943,991,1038,1086,1134,1181,1239
498,540,704,738,770,805,838,871,907,948
521,565,833,874,911,948,984,1021,1058,1095
692,770,843,912,982,1054,1318,1464,1565,1687
1246,1369,1480,1576,1676,1772,1869,1966,2075,2194
711,789,874,956,1040,1111,1437,1521,1608,1706
582,640,686,972,1019,1063,1111,1157,1204,1261
781,883,975,1066,1157,1247,1539,1630,1718,1816
688,800,894,986,1077,1524,1614,1702,1792,1880
569,637,936,996,1069,1142,1215,1288,1361,1448
519,583,643,1041,1115,1188,1261,1334,1409,1503
824,899,966,1029,1094,1162,1437,1503,1569,1648
1156,1269,1376,1484,1594,1697,1799,1903,2218,2322
967,1048,1123,1196,1269,1346,1425,1647,1748,1843
799,865,924,997,1069,1305,1379,1451,1522,1608
833,933,1028,1108,1182,1255,1516,1591,1663,1749
670,725,774,821,866,912,958,1079,1140,1202
1118,1232,1320,1404,1491,1575,1658,1740,1890,2131
673,755,829,906,983,1441,1529,1615,1701,1808
911,1007,1083,1157,1231,1304,1581,1660,1733,1822
1030,1115,1191,1265,1339,1414,1488,1715,1787,1879
524,603,955,1015,1090,1167,1253,1345,1430,1531
1299,1384,1458,1529,1600,1663,1727,1790,1853,1917
1221,1318,1403,1493,1578,1669,1774,1861,1945,2030
786,859,925,988,1050,1114,1177,1240,1406,1482
764,848,918,1167,1234,1299,1366,1431,1496,1574
576,633,966,1023,1085,1145,1223,1299,1372,1461
847,939,1021,1103,1177,1248,1522,1603,1685,1777
923,1014,1095,1167,1236,1305,1543,1780,1888,1969
472,535,835,883,928,974,1019,1064,1120,1177
870,965,1042,1122,1207,1276,1342,1574,1658,1757
827,885,933,980,1026,1073,1119,1164,1210,1266
835,932,1019,1100,1192,1472,1544,1743,1839,1932
1444,1534,1605,1677,1750,1818,1886,1953,2027,2105
560,613,898,948,997,1060,1110,1172,1272,1367
548,605,904,953,1000,1047,1094,1139,1187,1259
1180,1282,1372,1462,1552,1641,1729,1815,1904,2006
978,1062,1138,1212,1289,1385,1470,1675,1753,1846
531,607,931,979,1024,1069,1115,1160,1205,1260
1240,1317,1383,1448,1514,1577,1640,1703,1766,1829
1384,1477,1546,1627,1711,1800,1884,1970,2056,2141
752,825,892,958,1023,1089,1154,1219,1403,1484
849,933,1006,1090,1165,1244,1496,1573,1651,1749
1261,1340,1407,1471,1534,1598,1660,1724,1787,1852
1287,1383,1467,1549,1631,1715,1800,1882,1965,2063
737,799,854,910,965,1020,1075,1132,1287,1355
843,910,970,1026,1084,1140,1196,1257,1313,1384
786,860,932,1001,1071,1141,1211,1408,1480,1583
741,807,870,933,991,1048,1242,1377,1541,1621
1145,1217,1289,1352,1413,1471,1530,1590,1652,1712
724,787,844,900,958,1014,1071,1227,1284,1353
720,787,846,903,960,1017,1194,1254,1315,1384
530,577,617,837,878,919,958,998,1059,1111
629,709,775,847,909,1222,1306,1386,1463,1553
1149,1221,1281,1342,1403,1473,1547,1620,1692,1768
473,539,831,898,951,1014,1071,1129,1186,1261
630,693,750,1149,1218,1282,1350,1419,1489,1571
745,815,880,945,1009,1072,1135,1324,1389,1465
1442,1523,1592,1659,1726,1793,1859,1925,1992,2058
1109,1192,1266,1338,1412,1481,1554,1625,1699,1770
547,604,656,877,918,957,997,1036,1074,1122
762,848,896,937,985,1052,1282,1355,1428,1502
521,587,653,718,1063,1124,1174,1245,1316,1386
1001,1109,1208,1299,1389,1481,1574,1664,1750,1850
1118,1184,1242,1299,1359,1429,1499,1579,1643,1712
515,585,641,894,943,1003,1060,1120,1190,1271
504,571,825,870,932,997,1059,1128,1197,1280
661,718,780,838,901,956,1020,1117,1248,1331
1393,1489,1577,1667,1753,1842,1928,2013,2101,2188
666,736,788,840,902,1212,1284,1352,1416,1496
675,743,806,884,945,1001,1058,1257,1313,1368
757,831,902,962,1015,1079,1144,1212,1281,1364
586,661,707,746,1007,1081,1149,1192,1233,1282
1035,1120,1199,1274,1351,1428,1506,1582,1658,1751
1238,1323,1393,1462,1530,1596,1664,1732,1799,1867
548,595,636,856,897,936,977,1030,1079,1138
660,722,781,837,894,950,1005,1152,1207,1274
736,799,857,912,969,1028,1088,1247,1308,1369
736,825,897,968,1039,1110,1331,1504,1575,1653
980,1043,1101,1159,1215,1272,1331,1405,1481,1577
685,748,803,859,914,968,1022,1165,1221,1288
557,623,682,745,806,1038,1103,1158,1213,1282
506,553,803,843,883,923,961,1017,1082,1134
728,817,899,979,1055,1115,1328,1523,1658,1725
798,872,937,1001,1065,1129,1388,1457,1526,1614
785,862,930,991,1059,1125,1209,1406,1474,1552
672,748,821,892,966,1066,1145,1207,1273,1357
783,852,916,993,1057,1119,1181,1242,1304,1379
704,791,871,950,1028,1106,1357,1437,1515,1607
433,509,978,1045,1101,1160,1222,1279,1336,1401
536,584,802,843,882,921,964,1016,1067,1127
766,855,920,981,1046,1112,1176,1240,1304,1384
488,535,782,824,863,902,941,979,1025,1064
468,1131,1195,1252,1309,1364,1419,1474,1528,1584
543,590,632,862,914,977,1040,1102,1164,1238
550,605,654,993,1056,1118,1180,1243,1305,1366
439,508,571,953,1017,1079,1140,1202,1263,1336
427,482,533,923,983,1042,1100,1158,1216,1286
678,754,823,891,956,1181,1253,1320,1391,1483
509,794,837,877,925,985,1027,1066,1104,1152
518,563,838,907,972,1035,1098,1162,1225,1303
706,780,851,917,983,1046,1120,1314,1371,1453
553,608,655,937,985,1032,1077,1151,1251,1352
1554,1656,1752,1843,1938,2033,2127,2225,2319,2410
682,759,829,895,994,1061,1131,1324,1389,1466
873,947,1017,1081,1159,1233,1311,1499,1569,1666
956,1038,1130,1217,1293,1368,1441,1510,1584,1677
1310,1412,1500,1585,1669,1755,1848,1933,2019,2103
1396,1490,1576,1662,1749,1835,1921,2006,2092,2178
751,815,865,910,955,998,1042,1086,1129,1183
613,672,717,762,955,1000,1045,1090,1133,1188
517,592,899,975,1048,1120,1193,1264,1335,1427
837,928,1010,1091,1171,1252,1538,1621,1701,1795
917,1028,1128,1228,1333,1434,1537,1937,2044,2132
548,599,879,924,968,1011,1059,1103,1147,1200
518,574,883,942,991,1037,1081,1123,1166,1218
616,698,769,851,930,999,1249,1332,1411,1501
1435,1541,1633,1725,1815,1906,1997,2088,2176,2267
1383,1494,1586,1682,1775,1867,1963,2059,2154,2245
467,520,797,844,888,933,977,1021,1065,1120
575,646,961,1020,1094,1164,1221,1286,1356,1436
2006,2224,2420,2553,2694,2899,3052,3178,3428,3582
2569,2841,3017,3229,3456,3688,3892,4097,4301,4535
1905,2153,2360,2551,3322,3511,3707,3876,4047,4254
3112,3381,3619,3844,4073,4331,4557,4791,5025,5252
3857,4213,4477,4757,5010,5249,5476,5689,5955,6168
3507,3894,4315,5048,5781,6817,7218,8135,8654,9443
4185,4465,4712,4944,5166,5387,5605,5826,6051,6278
1999,2243,2481,2706,2922,3129,3818,4025,4236,4426
1739,1975,2219,2409,2540,2729,2914,3475,3674,3937
1863,2060,2255,2442,2628,2812,3413,3600,3783,4010
1849,1994,2137,2291,2448,2579,2698,3090,3239,3542
966,1042,1108,1182,1288,1398,1759,1858,1948,2058
1108,1220,1327,1428,1529,1628,2191,2303,2399,2496
954,1068,1168,1276,1377,1479,1817,1918,2018,2140
821,904,976,1050,1123,1195,1275,1496,1573,1656
554,611,893,949,988,1028,1083,1150,1230,1299
681,768,843,916,992,1063,1293,1368,1442,1525
665,749,826,889,930,1087,1127,1165,1202,1250
623,676,723,770,817,864,911,959,1052,1112
633,695,750,808,864,920,977,1114,1167,1231
531,593,645,702,762,983,1036,1086,1136,1198
388,428,465,498,683,717,750,783,818,859
504,543,577,610,641,804,838,871,904,944
458,499,686,722,756,789,822,856,888,930
695,758,814,868,921,971,1018,1109,1157,1229
677,734,780,831,884,938,1008,1161,1231,1307
389,433,660,696,730,764,797,830,863,904
701,761,820,866,909,948,996,1038,1129,1202
471,512,547,734,787,820,851,882,916,954
787,869,943,1014,1081,1145,1211,1279,1403,1488
702,781,854,928,1000,1072,1289,1350,1407,1487
516,559,759,797,832,867,906,950,987,1023
517,559,720,762,806,845,882,918,955,991
526,590,818,880,939,1000,1064,1128,1201,1268
1472,1616,1777,1937,2102,2265,2424,2587,2747,2909
1459,1528,1605,1666,1727,1782,1839,1893,1946,2001
662,714,761,808,867,926,983,1041,1194,1253
1432,1574,1714,1854,2007,2157,2300,2437,2575,2708
1025,1091,1152,1213,1273,1338,1402,1466,1607,1696
460,513,752,812,871,929,986,1044,1111,1170
777,846,907,965,1024,1083,1144,1203,1268,1418
578,656,727,794,850,1080,1282,1349,1406,1464
