Client_0,Client_1,Client_2,Client_3,Client_4
1701,11510,12073,12205,12350
1083,1727,2313,2436,2595
1287,11739,11911,12076,12671
1365,2063,2203,2339,2657
1263,13278,13552,13782,14033
2788,4172,4312,4443,4573
1531,11748,11913,12533,12801
1360,2002,2157,2915,3185
1917,12518,12678,12822,12964
2054,2955,3123,3288,3444
1407,11636,12341,12454,12568
1196,1997,2458,2555,2678
1115,11224,11330,11428,11520
961,1489,1596,1675,1754
762,11235,11322,11403,11477
1659,1755,1830,1896,1967
558,10873,10925,10970,11014
1113,1171,1221,1271,1321
692,10692,10724,10755,10884
432,600,626,650,725
645,10637,10680,10719,10768
449,717,761,802,845
463,10522,10573,10621,10670
292,638,682,723,762
534,10602,10660,10710,10898
448,676,721,762,861
446,10667,10726,10779,10834
525,806,847,890,935
357,10673,10725,10775,10825
524,787,823,857,891
654,10711,10741,10770,10903
463,613,641,667,726
461,10602,10633,10662,10787
418,569,594,617,672
621,10893,10946,10999,11047
725,998,1043,1087,1132
435,10655,10688,10721,10883
518,684,715,751,845
494,10619,10653,10789,10821
443,598,626,720,747
377,10588,10621,10653,10792
424,586,613,640,702
424,10947,11023,11090,11154
1289,1354,1403,1450,1497
514,10608,10667,10969,11036
652,720,782,980,1039
519,10663,10713,10961,11027
678,721,761,969,1029
614,10862,10911,10957,11122
678,883,922,959,1047
572,10793,10860,10931,11005
611,998,1063,1120,1179
961,11141,11225,11322,11417
1388,1473,1527,1596,1667
570,10629,11032,11108,11177
759,843,1141,1208,1274
672,10966,11061,11155,11253
744,1235,1299,1377,1448
714,10860,11123,11198,11277
642,938,1243,1312,1377
476,11231,11311,11388,11473
1026,1438,1498,1558,1618
943,10815,10876,11197,11273
607,920,992,1214,1280
493,10699,10768,11095,11170
770,830,898,1122,1191
689,10864,10960,11196,11282
641,931,1005,1255,1328
558,10737,10805,11124,11190
539,868,947,1143,1210
658,10920,10998,11074,11160
716,1145,1205,1262,1321
1212,10876,10947,11014,11081
455,1037,1103,1163,1222
544,10886,10979,11090,11175
694,1163,1245,1307,1366
1272,11733,11804,11892,12253
822,1229,1305,1369,1644
537,10783,10860,11195,11281
581,938,1007,1253,1322
611,11082,11154,11216,11277
1447,1525,1584,1645,1702
507,10718,10766,10812,10857
522,767,813,851,888
851,11057,11129,11196,11262
1423,1501,1564,1621,1676
568,10801,10877,10937,11012
612,989,1057,1120,1179
745,11028,11101,11179,11244
1252,1333,1389,1442,1506
528,11185,11302,11419,11532
942,1550,1661,1770,1878
923,11110,11227,11343,11463
860,1483,1590,1691,1793
743,10571,10621,10670,10859
403,622,667,708,808
451,10662,10754,10811,10855
484,799,856,891,947
615,10748,10801,10852,10903
564,842,887,930,971
463,10870,10922,10971,11025
711,988,1033,1075,1117
398,10698,10870,10955,10986
493,669,878,928,952
491,10879,10927,10974,11016
726,972,1012,1049,1088
424,10671,10709,10758,10973
481,696,740,783,879
421,10627,10678,10728,10777
470,741,784,826,867
475,10676,10708,10875,10925
477,627,671,818,862
454,10600,10800,10849,10897
412,622,816,877,919
453,10537,10587,10635,10863
396,646,692,736,832
466,10617,10676,10731,10939
454,699,750,802,902
470,10570,10601,10630,10758
412,560,585,610,668
359,10595,10704,10737,10768
440,561,689,716,742
787,10634,10671,10829,10864
475,651,684,791,821
509,10717,10791,10866,11122
540,840,900,958,1096
489,10701,10737,10893,10929
514,686,720,827,857
492,10611,10651,10806,10842
461,638,670,778,808
772,10749,10822,10886,11085
563,837,882,925,1030
405,10642,10701,10751,10975
483,717,768,820,945
753,10633,10670,10707,10886
456,640,676,716,804
497,10747,10797,10844,11076
519,747,801,853,964
546,10688,10744,10896,10946
507,689,733,882,925
488,10630,10803,10843,10881
449,650,818,848,893
440,11060,11115,11168,11230
888,1199,1254,1310,1368
736,10657,10693,10849,10885
476,650,682,788,818
505,10750,10804,10858,10912
596,875,923,970,1017
679,10742,10805,10879,10951
549,902,950,995,1041
471,10729,10775,10813,10849
530,761,791,821,851
490,10955,11005,11054,11108
791,1063,1105,1148,1189
395,10724,10768,10806,10841
530,754,785,814,844
466,10669,10722,10775,11012
520,782,829,876,980
810,11107,11180,11248,11313
918,1275,1335,1393,1450
477,10874,10936,10991,11044
1162,1227,1281,1333,1385
802,10853,10925,10978,11042
631,976,1038,1097,1160
584,10764,10833,11055,11098
525,817,857,977,1012
2856,10980,11052,11126,11194
662,1033,1084,1134,1182
357,10749,10818,10880,10949
352,919,978,1042,1099
904,11025,11100,11168,11240
1212,1292,1360,1429,1496
465,11525,11975,12212,12347
2305,2379,2484,2564,2640
438,10984,11043,11096,11849
2053,2412,2697,2963,3238
708,10557,10812,10867,10922
345,641,865,909,945
708,10773,10823,10880,10937
898,949,989,1027,1065
457,10813,10886,10967,11043
630,1033,1101,1145,1190
408,10867,10913,10958,11001
710,950,989,1024,1060
431,10543,10583,10793,10840
588,629,662,802,846
411,10831,10880,10925,10969
688,928,966,1004,1045
440,10925,11010,11084,11163
727,1146,1222,1296,1371
632,10666,10718,10773,10827
493,774,824,880,927
601,10647,10753,10807,10859
483,609,817,859,901
465,10656,10695,10734,10925
488,663,707,749,845
353,10740,10815,10889,10962
564,952,1025,1103,1177
557,10601,10632,10661,10786
436,587,611,635,692
492,10666,10720,10773,10829
510,817,877,928,985
731,10807,10936,11005,11074
618,775,1039,1091,1140
606,10864,10944,11021,11093
407,1033,1098,1163,1228
686,10690,10732,10776,11027
525,753,799,858,986
559,10545,10592,10804,10844
593,634,669,788,830
537,11130,11199,11271,11352
955,1338,1392,1443,1492
528,10640,10690,10959,11033
661,717,764,976,1030
504,10644,10694,10912,10955
678,721,757,885,940
551,10724,10780,10849,11090
512,774,835,889,1009
489,10716,10762,10934,10974
537,738,774,891,924
604,10727,10801,10862,11084
545,818,869,924,1041
588,10928,11011,11086,11164
712,1136,1197,1254,1310
576,10898,10973,11038,11111
1236,1318,1387,1454,1523
794,10678,10729,10959,11011
691,734,770,925,985
600,10802,10868,10940,11251
611,948,1011,1072,1199
522,10987,11051,11110,11169
803,1117,1167,1218,1384
458,10732,10775,10949,10988
562,757,795,914,948
629,11215,11276,11333,11390
1031,1339,1388,1437,1485
537,10892,10970,11046,11126
687,1080,1143,1198,1250
626,10731,10798,11082,11147
548,866,924,1109,1162
490,10749,11041,11108,11170
554,866,1120,1173,1224
505,10937,11002,11058,11113
1228,1295,1350,1404,1458
825,10747,10809,10868,10931
559,897,953,1006,1057
447,10748,10817,11103,11168
534,853,913,1101,1154
523,10749,10825,10903,11152
552,878,935,986,1111
490,10787,10856,10908,10974
618,940,1001,1063,1125
506,11082,11137,11191,11245
876,1165,1212,1259,1305
604,10775,10847,10918,10984
584,955,1015,1076,1134
479,10729,10804,10878,11191
542,897,959,1021,1166
741,10649,10898,10970,11044
468,726,1010,1071,1129
623,10887,10955,11017,11089
674,1031,1068,1104,1138
588,10779,10861,10939,11007
581,968,1027,1085,1141
508,10778,10853,10930,11003
368,949,1009,1069,1131
527,11123,11219,11301,11384
924,1371,1430,1489,1551
495,10807,10907,11245,11316
589,980,1044,1265,1328
385,10819,10864,10907,10949
633,869,933,985,1038
598,10611,10654,10695,10840
445,627,662,695,771
590,10623,10882,10941,10999
452,723,960,1011,1062
650,10830,10917,10987,11047
638,1014,1068,1119,1170
474,10759,10820,10880,11158
592,891,951,996,1133
601,10696,10765,10834,10898
495,857,912,969,1026
430,10653,10951,11010,11070
474,793,1032,1083,1231
761,10694,10737,10777,10949
521,737,771,804,880
524,10742,10783,10956,10996
519,713,748,866,899
752,11150,11242,11332,11418
941,1407,1458,1511,1565
533,10779,10849,11142,11217
565,889,948,1161,1218
471,11117,11204,11294,11398
918,1402,1460,1513,1579
578,10752,10823,11072,11140
531,825,874,1080,1142
498,10845,10914,10982,11050
651,1022,1086,1143,1195
820,11227,11315,11405,11491
1015,1486,1543,1600,1660
587,10701,10777,11074,11146
484,818,880,1097,1174
517,11273,11367,11453,11542
1065,1527,1580,1633,1685
511,10747,10803,10872,10925
565,864,913,960,1007
454,10552,10835,10887,10953
424,732,971,1029,1088
767,11613,11704,11781,11869
1408,1853,1918,1990,2060
607,18996,19147,19288,19420
8728,9447,9548,9650,9761
1329,11073,11139,11203,11268
888,1232,1282,1334,1393
458,11655,11986,12322,12643
1197,2869,3198,3579,3912
799,10728,10781,11066,11127
567,842,906,1091,1144
474,11095,11179,11262,11345
899,1329,1385,1436,1488
773,10822,10906,10985,11056
620,1013,1071,1131,1194
514,11203,11269,11331,11383
833,1338,1380,1420,1461
472,10698,10772,11024,11084
493,808,852,1025,1060
440,10574,10624,10886,10945
593,652,703,875,916
490,10641,10689,10738,10785
338,732,774,813,852
394,10641,10699,10756,10813
482,778,829,878,928
492,10987,11049,11110,11167
813,1127,1178,1227,1280
526,10635,10677,10712,10746
483,704,748,778,807
478,10796,10869,10930,10989
524,951,1003,1066,1122
633,10749,10830,10916,11014
550,997,1070,1142,1207
529,10691,10951,11042,11116
514,788,1094,1141,1178
772,11075,11152,11218,11282
1396,1487,1544,1600,1664
879,10821,10888,10952,11017
630,971,1029,1086,1143
495,10844,10931,11008,11079
638,1045,1100,1158,1215
547,10762,10805,10994,11037
580,790,828,956,992
482,10869,10955,11151,11217
659,922,981,1176,1231
941,10685,10739,10971,11014
715,761,798,926,963
649,10821,10912,11122,11188
630,896,956,1152,1208
544,10792,10858,10923,10993
619,979,1045,1112,1172
793,11227,11299,11366,11431
1025,1400,1457,1517,1575
550,10771,10845,11152,11224
574,889,954,1163,1221
596,10620,10805,10858,10901
447,644,832,882,945
894,10773,10856,11094,11165
564,828,902,1130,1192
615,10690,10739,10785,10828
428,777,814,850,886
653,10870,10965,11043,11130
681,1112,1185,1256,1324
601,10677,10723,10910,10953
509,729,766,893,929
707,11071,11163,11254,11342
810,1293,1367,1436,1508
999,10744,10819,10866,11064
552,833,873,910,996
790,11153,11210,11269,11328
964,1271,1321,1368,1414
386,10656,10705,10750,10928
469,727,762,796,928
555,10821,10898,10973,11047
409,979,1049,1105,1144
667,10745,10795,10846,10895
598,856,895,932,970
441,10644,10686,10731,10771
480,712,747,782,816
444,10621,10652,10680,10809
485,635,661,687,743
440,10705,10758,10803,10845
941,996,1039,1080,1121
320,10688,10719,10748,10776
494,649,673,698,723
573,10652,10683,10713,10838
480,629,654,678,734
428,10837,10884,10929,10974
691,934,974,1017,1065
587,10795,10851,10904,10957
601,874,916,966,1013
451,10464,10496,10527,10557
297,489,515,539,563
650,10740,10793,10843,10893
546,818,858,897,935
521,10897,10953,11004,11059
616,894,936,976,1016
506,10723,10789,10863,10930
541,892,936,978,1018
557,10751,10802,10851,10899
535,799,842,886,915
563,10782,10844,10899,10955
1058,1132,1187,1245,1300
381,10622,10665,10894,10944
454,677,727,880,925
442,10701,10752,10812,10881
539,857,910,953,992
707,10572,10630,10684,10918
437,699,749,795,899
1288,11741,11943,12101,12253
1347,2239,2374,2508,2638
1266,11773,11980,12485,12661
1421,2040,2191,2684,2819
1858,12641,13030,13455,13853
4098,4463,4717,4959,5199
1977,11365,11479,11584,11684
1019,1575,1660,1745,1828
1325,11995,12211,12469,12679
1625,2785,3042,3443,3691
1081,11449,11548,11635,11720
1979,2091,2177,2260,2344
1482,11868,11997,12122,12239
1570,2228,2334,2426,2521
1013,11130,11223,11332,11472
899,1418,1467,1514,1560
634,11434,11511,11586,11660
1222,1626,1692,1759,1828
1094,11044,11144,11494,11577
787,1219,1292,1531,1734
511,10974,11042,11113,11191
740,1118,1181,1244,1311
613,10910,11003,11078,11334
710,1043,1100,1159,1308
442,10670,10732,10794,10856
504,834,892,947,1005
516,11153,11223,11304,11384
961,1378,1441,1505,1565
752,10758,10821,10877,10933
556,857,908,959,1009
547,10672,10812,10864,10928
507,661,883,940,995
782,11003,11069,11135,11200
817,1158,1211,1266,1324
506,10847,10934,11008,11263
626,1003,1068,1119,1231
486,10658,10709,10977,11039
501,763,821,1008,1064
568,10672,10712,10877,10915
493,680,714,828,860
835,10987,11050,11111,11171
777,1119,1167,1214,1264
565,10619,10663,10872,10915
448,649,704,838,871
530,10924,10991,11067,11131
744,1104,1161,1214,1269
760,10577,10625,10836,10874
587,631,666,781,813
556,10832,10898,10964,11028
639,980,1033,1085,1135
760,11096,11183,11255,11324
898,1288,1349,1410,1471
488,10639,10704,10768,10832
475,821,882,935,992
551,10723,10783,10943,11003
542,754,802,967,1012
823,10670,10712,10751,10790
489,700,733,765,797
521,10754,10820,10894,10967
550,920,980,1038,1098
669,10724,10763,10803,10859
561,804,854,903,950
547,10763,10837,10906,11146
571,865,922,976,1109
529,11005,11058,11110,11161
834,1112,1157,1201,1246
746,10717,10783,10851,11130
540,851,908,966,1105
497,10696,10765,11049,11111
527,833,894,1091,1149
909,11048,11129,11195,11261
823,1213,1265,1314,1363
578,10796,10863,10934,10993
631,960,1011,1060,1110
585,11042,11156,11270,11380
812,1407,1521,1633,1743
502,10672,10713,10883,10921
490,677,714,829,861
670,10718,10776,11030,11088
515,790,844,1016,1067
1826,10745,10818,10882,10945
554,916,975,1031,1091
520,10701,10773,10843,10914
523,887,945,1004,1062
