Client_0,Client_1,Client_2,Client_3,Client_4
622,10599,10648,10696,10743
442,680,722,763,805
520,10789,10841,10892,10943
577,846,887,926,965
396,10776,10833,10881,10929
1040,1098,1142,1190,1235
461,10651,10714,10767,10814
500,790,829,856,881
384,10599,10640,10696,10733
458,680,715,843,880
535,10587,10618,10648,10677
432,592,618,642,665
429,10487,10520,10649,10678
353,503,529,614,639
413,10576,10635,10695,10754
440,745,788,830,872
487,10486,10589,10618,10650
357,471,603,636,667
598,10604,10635,10663,10793
435,588,614,638,696
386,10631,10695,10748,10801
482,771,819,868,914
414,10706,10756,10808,11024
484,717,762,806,911
471,10477,10530,10584,10639
356,629,673,719,768
540,10650,10688,10737,10785
473,704,748,789,827
496,10682,10713,10742,10867
493,643,668,691,748
335,10616,10679,10740,10799
459,1377,1427,1469,1515
494,10693,10744,10793,11011
502,733,777,821,914
411,10513,10567,10621,10861
369,622,670,717,836
5052,10745,10784,10840,10896
566,848,898,948,998
425,10711,10782,10850,10919
531,889,933,978,1021
717,10644,10705,10925,10980
453,702,749,917,979
481,10864,10934,10989,11045
642,946,990,1032,1074
468,11079,11162,11245,11329
892,1318,1372,1424,1477
501,10789,10854,10900,11099
570,855,885,913,999
509,10693,10755,10815,10873
511,821,868,914,960
552,10699,10733,10766,10800
546,732,760,787,813
362,10584,10620,10761,10794
416,578,606,726,774
531,10733,10802,10854,10905
552,852,894,934,980
445,10633,10682,10730,10777
449,699,741,783,826
492,11064,11143,11220,11296
875,1282,1331,1382,1432
513,10712,10748,10888,10920
504,664,692,787,813
480,10650,10792,10848,10900
464,639,840,889,936
744,10663,10703,10737,10769
346,696,726,754,781
461,10892,10999,11103,11207
692,1226,1329,1431,1532
514,10731,10782,10830,11046
533,785,814,859,950
426,11144,11814,12001,12208
1452,1578,2311,2449,2546
1298,12083,12307,12530,13298
1679,2698,2842,2982,3490
1404,12693,12847,12999,13157
2337,3189,3329,3464,3596
2232,11066,11845,12009,12223
1372,1543,2298,2442,2632
1253,11407,11512,11613,11716
1109,1657,1745,1830,1914
1287,11885,12079,12226,12361
2761,2931,3073,3204,3340
1495,12019,12143,12264,12387
1680,2349,2470,2582,2685
1005,10845,10951,11048,11138
645,1117,1183,1261,1325
547,10905,10999,11105,11419
704,1108,1178,1241,1394
654,10659,10982,11057,11133
460,818,1105,1172,1221
662,10868,10935,11142,11215
680,912,972,1184,1245
663,10686,10899,10945,10991
488,745,930,971,1009
632,10871,10946,11016,11268
665,986,1043,1097,1234
591,10652,10708,10764,10819
488,778,827,875,921
471,10624,10660,10692,10754
364,717,761,802,845
452,10795,10845,10910,11183
557,865,925,992,1054
373,10644,10694,10743,10786
486,736,777,879,945
434,10710,10749,10798,11016
510,730,774,817,913
441,10588,10637,10685,10732
276,697,739,781,824
748,10928,10993,11060,11125
720,1081,1134,1185,1237
430,10975,11030,11084,11137
811,1099,1146,1193,1240
693,10753,10809,11035,11093
543,790,841,1023,1078
525,10768,10836,10899,10964
569,900,953,1004,1053
503,10715,10798,10858,10918
537,878,930,981,1032
426,10707,10744,10897,10931
540,714,744,848,879
1372,11726,11843,11989,12446
1370,1951,2048,2140,2454
1779,13066,13250,13428,13595
2637,3594,3756,3898,4037
1970,12155,12313,12445,12589
3033,3216,3351,3488,3620
1201,11810,11986,12157,12314
1410,2296,2434,2589,2722
1268,11313,12042,12163,12330
911,1708,2335,2502,2623
1422,12756,12930,13122,13350
2349,3361,3529,3668,3797
2045,12187,12339,12510,12676
3080,3284,3444,3592,3739
816,11104,11437,11549,11660
832,1197,1640,1737,1832
731,11134,11236,11349,11535
868,1278,1338,1467,1521
469,10674,10921,10968,11015
679,729,908,950,993
333,10853,10942,11030,11120
635,1097,1185,1274,1360
479,10961,11052,11144,11234
753,1227,1312,1400,1501
458,10505,10543,10755,10803
372,579,624,766,810
440,10594,10643,10692,10740
435,688,733,775,818
477,10655,10686,10737,10789
467,691,745,791,833
505,10646,10707,10758,10930
495,725,764,802,895
411,10658,10696,10745,10793
453,683,727,769,810
428,10631,10672,10721,10941
493,718,762,805,901
697,10661,10705,10746,10907
508,718,744,777,863
396,10574,10630,10664,10708
429,663,696,729,760
461,10620,10767,10820,10873
468,633,839,880,918
344,10563,10605,10637,10785
423,599,636,665,725
645,10569,10623,10900,10952
649,703,747,904,945
473,10937,11001,11063,11128
771,1105,1161,1216,1270
509,10752,10807,10861,10915
576,857,905,953,1001
467,10684,10721,10758,10917
458,645,675,705,776
662,11137,11201,11261,11322
946,1283,1342,1397,1449
537,10847,10915,10982,11045
664,1007,1066,1127,1180
509,10738,10806,10870,10939
565,917,975,1033,1097
852,10741,10797,10862,11161
556,878,935,993,1136
509,10828,10911,10982,11234
638,951,1011,1069,1204
632,10625,10693,10760,11008
462,723,784,841,969
921,11259,11335,11420,11483
1055,1430,1485,1538,1590
530,10833,10904,11094,11155
572,840,877,1043,1080
522,10836,10904,10973,11219
645,943,1002,1060,1190
592,10687,10757,10991,11065
518,811,850,1059,1120
528,10647,10715,11021,11082
482,792,860,1056,1117
608,11818,11890,11959,12027
1323,1700,1755,1808,1860
449,10845,10917,10996,11072
672,1025,1079,1132,1186
441,10815,10888,10958,11027
625,999,1057,1115,1174
454,10581,10640,10946,11013
648,716,776,973,1033
437,10536,10585,10840,10905
593,649,695,877,935
640,10746,10816,10883,10949
550,902,965,1021,1086
535,10673,10723,10974,11024
703,750,799,967,1027
528,11068,11187,11304,11423
843,1461,1575,1703,1816
546,10635,10677,10855,10896
455,658,694,812,846
917,10806,10879,10947,11203
605,907,967,1024,1176
617,10744,10819,10880,10945
579,923,975,1027,1079
505,10904,10987,11065,11134
694,1096,1157,1214,1270
502,10695,10742,10785,10825
543,766,800,833,866
560,10667,10741,10970,11027
471,751,791,977,1035
829,11213,11273,11334,11404
1029,1367,1422,1475,1527
617,10919,10990,11059,11127
748,1106,1161,1213,1265
620,10850,10933,11018,11099
654,1092,1165,1232,1299
461,10602,10645,10823,10865
453,654,689,813,846
454,10721,10762,10944,10985
541,741,779,900,936
854,10773,10848,10925,10994
590,946,1002,1056,1113
454,10726,10767,10948,10989
541,739,777,899,933
633,11159,11236,11312,11387
965,1370,1437,1505,1565
433,10824,10894,10961,11027
653,1007,1062,1114,1166
596,10880,10961,11043,11121
664,1083,1150,1211,1274
583,10642,10720,10956,11018
467,763,821,999,1060
483,10848,10941,11016,11088
665,1054,1108,1158,1212
663,10701,10773,11024,11095
475,757,815,1028,1089
428,10815,10877,10935,10994
617,948,1031,1098,1164
618,10803,10894,10969,11220
609,933,998,1054,1176
439,10787,10833,10877,10920
634,865,900,934,967
374,11261,11327,11386,11448
1067,1411,1461,1513,1562
862,10691,10733,10911,10951
491,692,729,846,881
586,10714,10756,10800,10840
463,785,818,852,884
747,10634,10679,10723,10789
468,744,800,863,928
608,10766,10820,10887,10954
606,929,988,1044,1098
535,10816,10900,10969,11039
632,1014,1073,1131,1186
525,10727,10769,10995,11081
540,741,793,1026,1087
655,10675,10723,10776,10841
528,797,833,866,900
608,10878,10941,11001,11060
474,999,1053,1107,1167
449,10812,10885,10961,11026
624,993,1048,1102,1153
686,10856,10926,10998,11078
429,1054,1101,1137,1172
408,10878,10945,11007,11285
693,1019,1075,1128,1350
638,10791,10855,11088,11159
567,837,873,1080,1138
471,11239,11309,11376,11451
1049,1424,1479,1542,1591
792,10702,10744,10922,10962
511,711,747,867,903
519,10748,10795,10836,10877
390,817,875,924,986
626,11165,11227,11286,11343
965,1293,1346,1397,1453
525,10733,10773,10814,10854
525,741,775,808,842
434,11207,11280,11349,11416
1008,1393,1453,1511,1570
613,10615,10657,10699,10846
460,640,674,708,786
511,10637,10681,10860,10900
466,669,705,825,859
662,11158,11223,11283,11345
957,1290,1343,1393,1445
430,10811,10875,11136,11195
594,900,950,1122,1171
633,10755,10798,10840,10880
586,806,840,874,908
553,10674,10721,10762,10803
384,751,785,818,852
715,10924,11007,11073,11138
1287,1371,1425,1475,1532
509,10651,10694,10870,10912
473,674,710,832,867
487,10846,10922,11000,11265
653,972,1035,1094,1232
823,10692,10736,10777,10956
509,720,755,789,868
526,10772,10819,10860,10899
458,862,910,971,1033
635,11157,11226,11286,11360
960,1310,1369,1427,1482
487,10720,10761,10802,10982
545,754,789,822,901
452,10947,11022,11081,11134
1278,1351,1404,1455,1506
748,10716,10759,10800,10841
536,779,824,883,941
518,10710,10752,10935,10976
510,707,741,870,916
857,10987,11055,11115,11173
1308,1384,1452,1511,1562
561,11148,11206,11259,11313
972,1267,1315,1362,1410
740,10738,11009,11070,11128
544,837,1076,1129,1180
554,10535,10585,10807,10847
595,639,675,795,829
877,11194,11254,11316,11378
973,1302,1356,1410,1461
579,10815,10884,10951,11018
630,965,1025,1083,1141
521,11345,11422,11497,11570
1146,1526,1591,1655,1721
887,10865,10940,11012,11081
646,1027,1087,1147,1205
545,10846,10915,10982,11050
650,997,1051,1104,1156
598,10957,11023,11087,11159
793,1148,1203,1258,1311
625,10911,10980,11048,11117
735,1091,1155,1216,1270
545,11179,11252,11323,11387
1002,1353,1408,1460,1526
822,10771,10842,11136,11203
549,879,939,1130,1185
518,10735,11004,11064,11134
544,824,1061,1096,1129
844,11014,11089,11159,11236
789,1195,1255,1313,1370
352,10874,10954,11022,11101
696,1063,1127,1166,1201
586,10731,10775,10814,10854
543,763,813,857,916
621,10684,10737,10788,10854
513,813,874,932,986
778,10814,10885,10957,11258
623,976,1041,1095,1390
530,10694,10736,10781,10978
540,739,787,833,923
459,11134,11205,11345,11410
934,1170,1205,1394,1447
721,10614,10656,10698,10738
455,673,707,740,772
472,10755,10820,10883,10942
585,908,962,1014,1066
580,11077,11228,11293,11356
854,1047,1301,1352,1404
545,10757,10799,10976,11016
539,738,774,892,926
567,10944,11043,11133,11222
738,1214,1266,1317,1367
768,10673,10715,10893,10932
512,714,749,867,901
535,10839,10913,10985,11059
662,1039,1100,1163,1224
855,11219,11324,11428,11540
988,1503,1564,1619,1669
472,10854,10919,10999,11349
642,998,1058,1116,1297
517,11310,11403,11495,11588
1102,1587,1649,1709,1767
814,10577,10628,10875,10918
632,698,736,857,891
611,10843,10905,10973,11043
