Client_0,Client_1,Client_2,Client_3,Client_4
803,864,929,1004,1109
822,923,1016,1092,1150
2837,2926,3010,3093,3177
623,712,791,873,955
608,679,808,920,1017
464,644,690,735,785
537,571,641,702,768
479,548,606,666,730
502,541,593,647,680
337,559,612,659,714
457,510,556,612,679
623,667,707,757,813
544,596,650,712,747
411,448,480,538,573
378,415,447,478,512
509,573,628,689,753
519,574,703,756,802
556,613,664,714,771
1222,1349,1457,1559,1679
1460,1637,1754,1860,1981
898,1618,1799,1967,2160
1927,2144,2339,2526,2744
2052,2229,2381,2530,2671
2119,2323,2497,2652,2816
2143,2337,2519,2684,2842
1230,1365,1510,1730,1910
1429,1631,1817,1951,2145
1086,1721,1922,2138,2351
1099,2055,2285,2512,2868
1100,1612,1729,1837,1958
1680,1888,2070,2246,2443
2002,2290,2566,2830,3088
1673,1903,2066,2216,2386
1382,1549,1693,1834,1972
747,854,958,1050,1153
629,733,933,1011,1097
737,863,980,1091,1214
635,723,803,872,982
493,534,569,635,700
468,539,621,771,860
437,493,632,685,749
585,667,744,820,895
791,886,975,1061,1141
497,546,590,693,757
453,502,556,592,632
470,512,546,613,653
600,664,740,814,894
828,915,996,1078,1155
494,558,616,672,735
547,609,662,716,776
533,597,665,707,764
746,840,926,1009,1097
771,845,912,979,1045
819,899,970,1041,1110
848,934,1004,1084,1131
661,728,790,851,917
754,832,885,934,993
538,602,660,763,831
489,546,615,666,726
1059,1148,1234,1321,1405
470,516,612,649,688
812,900,976,1051,1129
592,696,760,821,891
420,463,557,593,632
552,636,706,773,827
492,543,600,704,767
522,563,598,665,719
510,567,604,670,711
784,858,916,967,1018
729,791,844,897,947
446,488,524,590,630
568,747,812,866,917
799,861,919,990,1064
536,598,654,766,833
530,598,655,749,808
380,437,578,630,688
710,770,820,867,915
587,646,697,749,816
503,545,579,644,684
520,579,634,680,722
372,412,448,483,520
514,585,751,819,890
561,627,681,737,796
502,545,637,686,743
470,512,548,582,641
528,573,611,687,732
873,962,1045,1123,1213
876,967,1041,1114,1186
622,690,764,840,991
409,662,719,786,864
534,622,793,863,940
936,1033,1119,1196,1267
719,809,1029,1125,1207
628,680,764,814,864
396,706,777,832,894
