1,-0.0293639
1,-0.0182666
1,-0.0142518
0.99382,-0.00720496
0.986587,-0.00570549
0.88806,-0.00599111
0.766821,-0.00602214
0.679987,-0.00601818
0.626355,-0.00611003
0.578579,-0.00380911
0.530831,-0.00399081
0.494473,-0.00523274
0.465036,-0.00487597
0.433739,-0.00484495
0.40649,-0.00486319
0.408727,0.0100949
0.409084,0.00740345
0.416096,0.0131842
0.405588,0.0136444
0.407496,0.0139842
0.398778,0.0140344
0.3992,0.0139805
0.393767,0.0144131
0.395473,0.013686
0.388894,0.0137808
0.390737,0.0142951
0.384314,0.0144377
0.388554,0.0141258
0.383307,0.0140277
0.386015,0.0130884
0.37994,0.0132421
0.380836,0.0167662
0.379973,0.0167962
0.381935,0.0164114
0.382543,0.0168592
0.384814,0.0162119
0.385687,0.0155929
0.38743,0.01608
0.38813,0.0163095
0.389636,0.0150833
0.384318,0.015299
0.387566,0.0154108
0.383775,0.0156742
0.385226,0.0152231
0.381495,0.0155193
0.383232,0.0154713
0.379954,0.0159231
0.38174,0.0166648
0.378897,0.0158648
0.37973,0.019349
0.375893,0.0192971
0.377059,0.0185183
0.373472,0.0183797
0.375291,0.0191892
0.374052,0.0194332
0.376127,0.0194554
0.375964,0.0192242
0.377312,0.0192112
0.374761,0.0189859
0.375487,0.0193379
0.373105,0.0185784
0.374002,0.0186084
0.370843,0.0186739
0.372237,0.0194416
0.369367,0.0196625
0.371631,0.0195244
0.368808,0.0199242
0.37035,0.0192368
0.368572,0.0186022
0.370118,0.0188019
0.36797,0.0190489
0.369477,0.020019
0.366722,0.0199336
0.368328,0.0183964
0.366274,0.0182982
0.368219,0.0193072
0.365867,0.0184784
0.367265,0.0194121
0.365256,0.019172
0.367123,0.0188908
0.365086,0.0185781
0.366275,0.018911
0.363835,0.0190708
0.365198,0.0192112
0.366172,0.0192707
0.367315,0.0193852
0.367291,0.0196164
0.368546,0.0189741
0.369505,0.0188019
0.371393,0.0200978
0.369298,0.0195701
0.370832,0.0197853
0.370867,0.0189639
0.372142,0.0195701
0.370375,0.0197585
0.37135,0.0200027
0.370182,0.0199863
0.371521,0.0198262
0.370153,0.0197868
0.372313,0.0205058
0.371942,0.0202088
0.373383,0.0196236
0.371507,0.0199284
0.37278,0.0191555
0.370951,0.0194175
0.371905,0.0190883
0.37014,0.019153
0.370706,0.0200027
